285.000000,115.000000,246.444977, 53.000000, 31.000000, 41.000000, 54.000000, 42.000000, 46.000000, 64.000000,187.000000,330.817900
285.000000,115.000000,246.467163,115.000000, 30.000000, 47.000000, 60.000000, 54.000000, 45.000000, 39.000000,188.000000,350.275900
285.000000,115.000000,246.469376, 77.000000, 34.000000, 40.000000, 54.000000, 39.000000, 41.000000, 45.000000,183.000000,260.215900
285.000000,115.000000,246.471588, 69.000000, 31.000000, 48.000000, 51.000000, 33.000000, 47.000000, 64.000000,204.000000,372.287900
285.000000,115.000000,246.473862, 49.000000, 23.000000, 52.000000, 52.000000, 50.000000, 55.000000, 52.000000,186.000000,336.807900
285.000000,115.000000,246.476059, 64.000000, 42.000000, 44.000000, 45.000000, 48.000000, 43.000000, 47.000000,186.000000,290.437900
285.000000,115.000000,246.478271, 73.000000, 34.000000, 53.000000, 58.000000, 36.000000, 59.000000, 48.000000,189.000000,344.475900
285.000000,115.000000,246.480469, 70.000000, 27.000000, 39.000000, 61.000000, 62.000000, 41.000000, 38.000000,209.000000,366.005900
285.000000,115.000000,246.482666, 78.000000, 38.000000, 41.000000, 39.000000, 54.000000, 55.000000, 48.000000,196.000000,352.365900
285.000000,115.000000,246.484955, 81.000000, 30.000000, 49.000000, 64.000000, 43.000000, 46.000000, 45.000000,175.000000,284.645900
285.000000,115.000000,246.487152, 85.000000, 33.000000, 50.000000, 59.000000, 61.000000, 38.000000, 44.000000,216.000000,427.325900
285.000000,115.000000,246.489365, 64.000000, 33.000000, 47.000000, 51.000000, 43.000000, 45.000000, 45.000000,192.000000,302.457900
285.000000,115.000000,246.491562, 78.000000, 29.000000, 45.000000, 45.000000, 42.000000, 61.000000, 43.000000,185.000000,300.265900
285.000000,115.000000,246.493835, 61.000000, 23.000000, 54.000000, 43.000000, 52.000000, 55.000000, 42.000000,190.000000,314.457900
285.000000,115.000000,246.496048, 95.000000, 32.000000, 50.000000, 52.000000, 46.000000, 49.000000, 51.000000,193.000000,364.565900
285.000000,115.000000,246.498245, 55.000000, 31.000000, 38.000000, 61.000000, 54.000000, 57.000000, 47.000000,183.000000,332.237900
285.000000,115.000000,246.500443, 79.000000, 29.000000, 49.000000, 51.000000, 55.000000, 48.000000, 49.000000,192.000000,351.255900
285.000000,115.000000,246.502655, 76.000000, 43.000000, 46.000000, 49.000000, 48.000000, 45.000000, 35.000000,216.000000,373.915900
285.000000,115.000000,246.504929, 73.000000, 26.000000, 44.000000, 60.000000, 37.000000, 65.000000, 32.000000,186.000000,292.791900
285.000000,115.000000,246.507141, 60.000000, 27.000000, 39.000000, 48.000000, 40.000000, 59.000000, 37.000000,215.000000,355.357900
285.000000,115.000000,246.509338, 70.000000, 32.000000, 37.000000, 58.000000, 63.000000, 59.000000, 41.000000,209.000000,415.365900
285.000000,115.000000,246.511551, 91.000000, 24.000000, 37.000000, 53.000000, 42.000000, 51.000000, 41.000000,190.000000,295.565900
285.000000,115.000000,246.522644, 61.000000, 30.000000, 45.000000, 44.000000, 47.000000, 45.000000, 50.000000,186.000000,286.367900
285.000000,115.000000,246.524918, 78.000000, 15.000000, 43.000000, 51.000000, 59.000000, 41.000000, 40.000000,202.000000,330.761100
285.000000,115.000000,246.527115, 81.000000, 24.000000, 43.000000, 38.000000, 58.000000, 34.000000, 61.000000,171.000000,261.090300
285.000000,115.000000,246.529327, 74.000000, 31.000000, 39.000000, 48.000000, 43.000000, 48.000000, 47.000000,199.000000,321.265900
285.000000,115.000000,246.531525, 75.000000, 44.000000, 53.000000, 53.000000, 44.000000, 45.000000, 35.000000,179.000000,268.445900
285.000000,115.000000,246.533798, 65.000000, 27.000000, 37.000000, 45.000000, 44.000000, 44.000000, 39.000000,187.000000,239.007900
285.000000,115.000000,246.536011, 73.000000, 39.000000, 36.000000, 57.000000, 49.000000, 45.000000, 48.000000,186.000000,308.845900
285.000000,115.000000,246.538208, 77.000000, 27.000000, 54.000000, 38.000000, 27.000000, 45.000000, 34.000000,194.000000,246.530900
285.000000,115.000000,246.540421, 80.000000, 31.000000, 35.000000, 42.000000, 55.000000, 52.000000, 48.000000,191.000000,322.045900
285.000000,115.000000,246.542618, 59.000000, 26.000000, 54.000000, 60.000000, 38.000000, 47.000000, 55.000000,205.000000,380.787900
285.000000,115.000000,246.544891, 74.000000, 33.000000, 47.000000, 53.000000, 48.000000, 53.000000, 45.000000,192.000000,338.925900
285.000000,115.000000,246.547104, 76.000000, 25.000000, 51.000000, 47.000000, 62.000000, 48.000000, 48.000000,197.000000,366.985900
285.000000,115.000000,246.549301, 65.000000, 41.000000, 40.000000, 53.000000, 44.000000, 52.000000, 50.000000,190.000000,330.337900
285.000000,115.000000,246.551514, 76.000000, 35.000000, 32.000000, 55.000000, 50.000000, 38.000000, 44.000000,167.000000,214.035900
285.000000,115.000000,246.553787, 77.000000, 32.000000, 48.000000, 41.000000, 46.000000, 37.000000, 52.000000,190.000000,291.675900
285.000000,115.000000,246.555984, 76.000000, 32.000000, 51.000000, 61.000000, 52.000000, 56.000000, 50.000000,185.000000,365.805900
285.000000,115.000000,246.558197, 58.000000, 30.000000, 50.000000, 55.000000, 35.000000, 51.000000, 42.000000,167.000000,222.487900
285.000000,115.000000,246.560394, 85.000000, 22.000000, 34.000000, 53.000000, 41.000000, 49.000000, 41.000000,182.000000,251.965900
285.000000,115.000000,246.562607, 66.000000, 27.000000, 52.000000, 53.000000, 43.000000, 53.000000, 53.000000,183.000000,317.587900
285.000000,115.000000,246.564880, 62.000000, 22.000000, 49.000000, 64.000000, 41.000000, 51.000000, 56.000000,189.000000,344.247900
285.000000,115.000000,246.567078, 65.000000, 33.000000, 42.000000, 50.000000, 48.000000, 52.000000, 54.000000,183.000000,315.447900
285.000000,115.000000,246.569290, 63.000000, 29.000000, 42.000000, 39.000000, 43.000000, 46.000000, 50.000000,199.000000,306.507900
285.000000,115.000000,246.571487, 73.000000, 30.000000, 48.000000, 45.000000, 40.000000, 41.000000, 53.000000,199.000000,320.195900
285.000000,115.000000,246.573761, 73.000000, 43.000000, 29.000000, 47.000000, 41.000000, 41.000000, 45.000000,191.000000,267.935900
285.000000,115.000000,246.575974, 84.000000, 33.000000, 40.000000, 39.000000, 44.000000, 42.000000, 42.000000,210.000000,327.555900
285.000000,115.000000,246.578171, 97.000000, 36.000000, 44.000000, 45.000000, 56.000000, 43.000000, 41.000000,167.000000,250.115900
285.000000,115.000000,246.580383, 80.000000, 31.000000, 45.000000, 63.000000, 46.000000, 51.000000, 42.000000,195.000000,349.325900
285.000000,115.000000,246.582657, 71.000000, 34.000000, 36.000000, 48.000000, 44.000000, 40.000000, 45.000000,201.000000,302.245900
285.000000,115.000000,246.584854, 70.000000, 35.000000, 45.000000, 40.000000, 45.000000, 49.000000, 58.000000,171.000000,265.305900
285.000000,115.000000,246.587067, 65.000000, 22.000000, 35.000000, 56.000000, 39.000000, 45.000000, 53.000000,183.000000,265.527900
285.000000,115.000000,246.589279, 63.000000, 33.000000, 42.000000, 44.000000, 33.000000, 39.000000, 47.000000,207.000000,300.237900
285.000000,115.000000,246.591476, 60.000000, 27.000000, 51.000000, 51.000000, 47.000000, 63.000000, 43.000000,169.000000,274.637900
285.000000,115.000000,246.593750, 70.000000, 29.000000, 49.000000, 43.000000, 36.000000, 57.000000, 48.000000,183.000000,280.585900
285.000000,115.000000,246.595963, 85.000000, 31.000000, 43.000000, 39.000000, 48.000000, 52.000000, 37.000000,175.000000,240.345900
285.000000,115.000000,246.598160, 60.000000, 40.000000, 49.000000, 53.000000, 46.000000, 53.000000, 57.000000,184.000000,348.227900
285.000000,115.000000,246.600357, 78.000000, 37.000000, 44.000000, 47.000000, 57.000000, 41.000000, 50.000000,200.000000,360.805900
285.000000,115.000000,246.602646, 83.000000, 32.000000, 43.000000, 41.000000, 43.000000, 56.000000, 53.000000,169.000000,265.255900
285.000000,115.000000,246.604843, 78.000000, 37.000000, 41.000000, 43.000000, 38.000000, 52.000000, 47.000000,169.000000,232.125900
