# Time, Mode, Ch0, Ch1, Ch2, Ch3, Ch4, Ch5, Ch6, Ch7, Total, RA, DEC
227.765656,144.000000, 18.000000, 15.000000, 15.000000, 15.000000, 10.000000, 16.000000, 12.000000, 42.000000,  0.000000,201.621616, -7.128878
227.767868,144.000000, 18.000000, 16.000000, 12.000000, 11.000000, 10.000000,  7.000000,  7.000000, 29.000000,  0.000000,201.424514, -7.102304
227.770142,144.000000, 16.000000, 17.000000, 10.000000, 14.000000,  9.000000, 17.000000, 14.000000, 36.000000,  0.000000,201.197149, -7.219975
227.772339,144.000000, 13.000000,  9.000000, 10.000000,  6.000000,  9.000000, 17.000000, 12.000000, 42.000000,  0.000000,200.977738, -7.334677
227.774551,144.000000, 16.000000, 13.000000, 14.000000, 14.000000,  8.000000,  9.000000,  8.000000, 47.000000,  0.000000,200.756065, -7.451665
227.776749,144.000000, 22.000000,  8.000000,  9.000000, 14.000000,  9.000000, 18.000000, 11.000000, 35.000000,  0.000000,200.537140, -7.568340
227.778961,144.000000, 18.000000, 16.000000, 13.000000, 14.000000,  5.000000,  9.000000,  8.000000, 56.000000,  0.000000,200.316023, -7.687302
227.781235,144.000000, 28.000000, 15.000000, 10.000000, 10.000000,  9.000000, 11.000000, 15.000000, 37.000000,  0.000000,200.091053, -7.809512
227.783432,144.000000, 23.000000, 11.000000,  9.000000,  9.000000, 11.000000,  9.000000,  9.000000, 41.000000,  0.000000,199.880685, -7.921150
227.785645,144.000000, 21.000000, 15.000000, 13.000000, 10.000000, 18.000000,  9.000000, 12.000000, 31.000000,  0.000000,199.817400, -7.888263
227.787842,144.000000, 24.000000, 11.000000, 15.000000, 11.000000, 14.000000, 12.000000, 10.000000, 39.000000,  0.000000,199.770788, -7.840193
227.790115,144.000000, 19.000000, 13.000000,  7.000000,  8.000000, 15.000000, 14.000000, 11.000000, 46.000000,  0.000000,199.722510, -7.790520
227.792328,144.000000,  9.000000, 11.000000, 17.000000,  9.000000,  6.000000, 12.000000, 14.000000, 48.000000,  0.000000,199.675292, -7.742061
227.794525,144.000000, 15.000000,  9.000000, 20.000000, 13.000000,  4.000000,  8.000000, 11.000000, 34.000000,  0.000000,199.628637, -7.694275
227.796738,144.000000, 21.000000, 15.000000, 13.000000, 11.000000,  9.000000, 12.000000,  7.000000, 56.000000,  0.000000,199.581590, -7.646229
227.798935,144.000000, 25.000000, 12.000000, 15.000000, 13.000000,  4.000000, 11.000000, 11.000000, 41.000000,  0.000000,199.534657, -7.598412
227.801224,144.000000, 16.000000, 11.000000,  9.000000, 10.000000, 12.000000,  7.000000,  9.000000, 51.000000,  0.000000,199.485530, -7.550391
227.803421,144.000000, 19.000000, 12.000000,  6.000000, 11.000000, 14.000000, 13.000000, 17.000000, 49.000000,  0.000000,199.437409, -7.505739
227.805618,144.000000, 14.000000, 10.000000, 14.000000, 18.000000, 12.000000, 12.000000,  7.000000, 41.000000,  0.000000,199.389300, -7.461237
227.807831,144.000000, 21.000000,  7.000000,  8.000000,  7.000000,  7.000000, 10.000000, 10.000000, 37.000000,  0.000000,199.340659, -7.416373
227.810104,144.000000, 18.000000, 18.000000,  8.000000, 10.000000, 12.000000, 11.000000,  6.000000, 38.000000,  0.000000,199.290918, -7.370600
227.812302,144.000000, 23.000000,  7.000000, 11.000000, 12.000000, 10.000000,  6.000000, 13.000000, 44.000000,  0.000000,199.242812, -7.326469
227.816727,144.000000, 10.000000,  7.000000, 13.000000, 12.000000, 13.000000, 12.000000,  9.000000, 36.000000,  0.000000,199.144605, -7.240345
227.818924,144.000000, 15.000000,  9.000000, 15.000000, 11.000000, 18.000000,  3.000000,  4.000000, 37.000000,  0.000000,199.083700, -7.231005
227.821198,144.000000, 19.000000, 20.000000,  8.000000, 10.000000, 11.000000, 14.000000, 16.000000, 44.000000,  0.000000,199.018743, -7.226631
227.823410,144.000000, 21.000000,  8.000000, 16.000000, 11.000000,  8.000000,  9.000000, 10.000000, 41.000000,  0.000000,198.955532, -7.222412
227.825607,144.000000, 22.000000, 15.000000,  8.000000, 13.000000, 10.000000,  9.000000,  9.000000, 37.000000,  0.000000,198.892787, -7.218264
227.827805,144.000000, 16.000000, 12.000000, 12.000000, 10.000000,  8.000000, 10.000000,  5.000000, 35.000000,  0.000000,198.829862, -7.214131
227.830093,144.000000, 15.000000, 14.000000, 16.000000, 17.000000,  8.000000, 13.000000,  8.000000, 33.000000,  0.000000,198.764369, -7.209862
227.832291,144.000000, 15.000000, 15.000000, 18.000000,  8.000000, 16.000000, 11.000000, 11.000000, 33.000000,  0.000000,198.701280, -7.205795
227.834503,144.000000, 16.000000, 16.000000, 13.000000,  6.000000,  8.000000,  8.000000,  9.000000, 47.000000,  0.000000,198.637381, -7.204135
227.836700,144.000000, 20.000000, 10.000000, 14.000000, 15.000000, 11.000000,  9.000000,  7.000000, 47.000000,  0.000000,198.572100, -7.205518
227.838913,144.000000, 24.000000, 12.000000, 12.000000,  9.000000, 14.000000,  9.000000, 11.000000, 39.000000,  0.000000,198.506300, -7.206943
227.841187,144.000000, 26.000000, 15.000000,  7.000000,  9.000000, 16.000000,  8.000000,  9.000000, 61.000000,  0.000000,198.439282, -7.208405
227.843384,144.000000, 20.000000, 17.000000,  7.000000, 10.000000, 12.000000, 11.000000,  9.000000, 36.000000,  0.000000,198.373942, -7.209874
227.845596,144.000000, 21.000000, 17.000000, 15.000000, 15.000000, 22.000000, 20.000000,  9.000000, 44.000000,  0.000000,198.308466, -7.211354
227.847794,144.000000, 18.000000, 14.000000, 15.000000,  8.000000, 16.000000,  7.000000,  7.000000, 42.000000,  0.000000,198.243070, -7.212867
227.850067,144.000000, 21.000000, 12.000000, 10.000000, 12.000000, 19.000000, 13.000000,  9.000000, 45.000000,  0.000000,198.175723, -7.214447
227.852280,144.000000, 18.000000, 12.000000, 16.000000,  6.000000, 10.000000,  6.000000, 12.000000, 41.000000,  0.000000,198.122202, -7.196755
227.854477,144.000000, 19.000000,  7.000000, 10.000000, 15.000000,  8.000000, 15.000000, 11.000000, 42.000000,  0.000000,198.070096, -7.178074
227.856689,144.000000, 24.000000, 16.000000, 11.000000,  8.000000, 13.000000, 12.000000, 10.000000, 43.000000,  0.000000,198.017467, -7.159204
227.858887,144.000000, 22.000000, 11.000000,  9.000000, 13.000000, 14.000000,  7.000000,  9.000000, 47.000000,  0.000000,197.965483, -7.140542
227.861160,144.000000, 22.000000, 15.000000, 14.000000, 17.000000,  9.000000, 14.000000, 15.000000, 32.000000,  0.000000,197.911329, -7.121090
227.863373,144.000000, 26.000000,  5.000000, 14.000000, 18.000000,  7.000000,  7.000000,  9.000000, 38.000000,  0.000000,197.858861, -7.102226
227.865570,144.000000, 17.000000, 13.000000, 10.000000, 11.000000, 13.000000, 15.000000,  5.000000, 42.000000,  0.000000,197.806758, -7.083481
227.867783,144.000000, 21.000000, 15.000000, 17.000000, 14.000000, 10.000000, 10.000000,  9.000000, 36.000000,  0.000000,197.758138, -7.059380
227.870056,144.000000, 20.000000, 12.000000, 15.000000,  8.000000,  9.000000,  4.000000,  8.000000, 34.000000,  0.000000,197.714093, -7.027187
227.872253,144.000000, 21.000000, 10.000000, 10.000000,  5.000000,  7.000000, 12.000000,  5.000000, 40.000000,  0.000000,197.671744, -6.996190
227.874466,144.000000, 18.000000, 12.000000,  9.000000, 19.000000, 13.000000, 12.000000,  6.000000, 36.000000,  0.000000,197.629288, -6.965042
227.876663,144.000000, 23.000000, 12.000000, 10.000000,  7.000000,  9.000000, 20.000000, 14.000000, 31.000000,  0.000000,197.586786, -6.933807
227.878937,144.000000, 19.000000, 18.000000, 18.000000,  7.000000, 10.000000, 10.000000,  8.000000, 47.000000,  0.000000,197.542812, -6.901464
227.881149,144.000000, 24.000000, 12.000000,  9.000000, 10.000000, 10.000000, 14.000000,  6.000000, 50.000000,  0.000000,197.500084, -6.869954
227.883347,144.000000, 16.000000,  9.000000, 13.000000, 13.000000,  9.000000, 12.000000, 12.000000, 40.000000,  0.000000,197.457771, -6.838678
227.885559, 16.000000, 22.000000, 13.000000, 10.000000, 15.000000,  9.000000,  9.000000, 16.000000, 35.000000,  0.000000,197.412001, -6.804562
227.887756, 16.000000, 67.000000,  6.000000,  4.000000,  4.000000,  2.000000,  5.000000,  3.000000, 21.000000,  0.000000,197.366404, -6.770476
227.890030, 16.000000, 60.000000,  6.000000,  7.000000,  2.000000,  2.000000,  4.000000,  3.000000, 28.000000,  0.000000,197.318940, -6.734932
227.892242, 16.000000, 61.000000,  6.000000,  3.000000,  5.000000,  5.000000,  4.000000,  3.000000, 27.000000,  0.000000,197.272721, -6.700274
231.805923, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 32.045011, 10.040013
231.808121, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 30.121189,  8.986717
231.812607, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 26.244738,  6.781689
231.814804, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 24.370079,  5.677366
231.817017, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 22.517675,  4.566902
231.819214, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 20.897131,  3.616611
231.821487, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 19.243238,  2.632309
231.823700, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 17.626051,  1.656057
231.825897, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 16.027140,  0.679086
231.828110, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 14.421697, -0.313208
231.830307, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 12.846730, -1.296162
231.832581, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 11.205466, -2.329571
231.834793, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  9.603755, -3.313114
231.836990, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  7.996564, -4.282887
231.839203, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  6.383844, -5.260524
231.841476, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  4.721567, -6.271612
231.843674, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  3.119554, -7.248299
231.845886, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  1.511559, -8.229623
231.848083, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,121.100128, -9.212875
231.850357, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,358.226932,-10.232399
231.852570, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,356.603556,-11.218880
231.854782, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,354.971386,-12.206831
231.856979, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,353.338205,-13.190318
231.859161, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,351.716612,-14.160410
231.861465, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,350.002218,-15.178158
231.863663, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,348.342363,-16.153943
231.865860, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,346.672958,-17.125284
231.868057, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,344.981064,-18.064399
231.870346, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,343.196609,-19.014516
231.872559, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,341.447598,-19.931598
231.874756, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,339.707325,-20.829229
231.876938, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,337.959796,-21.715168
231.879150, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,336.166482,-22.606563
231.881439, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,334.292585,-23.519097
231.883652, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,332.476270,-24.377971
231.885834, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,330.645331,-25.193079
231.888046, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,328.763647,-26.006748
231.890335, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,326.792947,-26.834819
231.892532, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,324.888995,-27.611058
231.894730, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,322.962938,-28.371710
231.896927, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,321.007446,-29.119451
231.899139, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,319.022188,-29.850971
231.901428, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,316.937797,-30.567093
231.903610, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,314.920593,-31.212818
231.905823, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,312.841857,-31.850213
231.925797, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,293.071898,-36.310683
231.928009, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,290.773269,-36.642949
231.930283, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,288.396355,-36.951121
231.932480, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,286.088379,-37.217169
231.934692, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,283.739707,-37.430405
231.936890, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,281.416308,-37.590334
231.939102, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,279.046531,-37.718498
231.941376, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,276.620844,-37.814985
231.943573, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,274.258412,-37.874271
231.945786, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,271.886738,-37.899948
231.947983, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,269.532155,-37.892174
231.950256, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,267.085702,-37.842992
231.952469, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,264.712306,-37.731431
231.954666, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,262.387472,-37.584860
231.956879, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,260.034872,-37.404259
231.959076, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,257.703046,-37.191426
231.961349, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,255.313063,-36.939145
231.963562, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,253.000450,-36.661665
231.965759, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,250.707721,-36.353705
231.967972, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,248.422584,-35.993348
231.970245, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,246.119878,-35.575342
231.972443, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,243.894402,-35.140611
231.974655, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,241.674775,-34.675000
231.976852, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,239.506411,-34.190751
231.979065, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,237.330706,-33.674618
231.981339, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,235.124052,-33.120601
231.983536, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,233.004412,-32.557401
231.985748, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,230.917391,-31.938243
231.987946, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,228.866138,-31.301665
231.990219, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,226.760174,-30.619190
231.992432, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,224.740088,-29.939058
231.994629, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,222.756689,-29.245769
231.996841, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,220.771426,-28.528007
231.999115, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,218.761882,-27.776848
232.001312, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,216.850970,-27.018304
232.003525, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,214.947138,-26.221018
232.005722, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,213.076562,-25.417137
232.007935, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,211.219333,-24.600453
232.010208, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,209.337903,-23.753915
232.012421, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,207.506261,-22.913039
232.014618, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,205.709697,-22.072089
232.016815, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,203.929577,-21.221192
232.019104, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,202.104351,-20.298244
232.021301, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,200.363033,-19.401667
232.023499, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,198.640886,-18.504237
232.025711, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,196.919713,-17.597342
232.027924, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,195.199519,-16.682529
232.030197, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,193.454024,-15.746270
232.032394, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,191.762818,-14.832915
232.034607, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,190.093740,-13.903621
232.036804, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,188.440523,-12.956698
232.039078, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,186.750297,-11.986298
232.041290, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,185.096850,-11.035972
232.043488, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,183.457487,-10.093935
232.236633, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 21.572125,  9.474199
232.238907, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 19.763567,  8.714518
232.241104, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 18.024359,  7.969484
232.243317, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 16.294583,  7.214256
232.245529, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 14.568215,  6.448233
232.247787, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 12.802493,  5.652659
232.250000, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000, 11.083737,  4.867825
232.252213, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  9.367554,  4.092416
232.254410, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  7.657397,  3.313210
232.256607, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  5.951057,  2.528711
232.258896, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  4.188325,  1.711636
232.261093, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  2.491540,  0.920334
232.263306, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.787680,  0.121911
232.265503, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,359.095431, -0.673540
232.267776, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,357.336877, -1.492288
232.269989, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,355.626027, -2.275325
232.272186, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,353.918340, -3.056665
232.274399, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,352.212120, -3.835915
232.276672, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,350.441340, -4.642038
232.278870, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,348.726365, -5.418918
232.281082, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,346.996266, -6.197879
232.283279, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,345.288710, -6.959704
232.285492, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,343.541593, -7.717055
232.287766, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,341.747636, -8.483206
232.289963, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,340.005258, -9.218590
232.292175, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,338.241956, -9.953221
232.294373, 16.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,336.483984,-10.674648
