# GET [h], RA [h], DEC [deg]
227.14146,23.224738,59.296731
227.14236,23.222324,59.272506
227.14326,23.219914,59.248269
227.14417,23.217508,59.224027
227.14507,23.215105,59.199777
227.14597,23.212707,59.175516
227.14688,23.210312,59.151248
227.14784,23.207738,59.125101
227.14874,23.205352,59.100812
227.14966,23.202971,59.07651
227.15056,23.200638,59.057171
227.15146,23.198376,59.0453
227.15236,23.196114,59.033432
227.15326,23.193855,59.021542
227.15416,23.191598,59.009643
227.15508,23.189341,58.997742
227.15604,23.186912,58.984916
227.15695,23.184659,58.97299
227.15785,23.182407,58.961057
227.15875,23.180155,58.949128
227.15965,23.177906,58.937177
227.16055,23.175658,58.925219
227.16145,23.17341,58.913262
227.16235,23.171166,58.901285
227.16327,23.168923,58.889298
227.16417,23.166679,58.877314
227.16515,23.164266,58.864389
227.16605,23.162028,58.852374
227.16695,23.159811,58.842962
227.16785,23.157807,58.859389
227.16875,23.155799,58.875818
227.16965,23.15379,58.892235
227.17056,23.151779,58.908645
227.17146,23.149767,58.925043
227.17236,23.147749,58.941446
227.17334,23.145577,58.959091
227.17424,23.143555,58.975474
227.17514,23.141531,58.991857
227.17604,23.139506,59.008221
227.17694,23.137478,59.024583
227.17784,23.13545,59.040929
227.17876,23.133418,59.057276
227.17966,23.131381,59.073626
227.18056,23.129344,59.089959
227.18146,23.127307,59.106277
227.18243,23.125106,59.123855
227.18333,23.123061,59.140174
227.18423,23.121262,59.159598
227.18513,23.119529,59.179884
227.18604,23.117794,59.200158
227.18695,23.116059,59.220429
227.18785,23.114317,59.240705
227.18875,23.112577,59.26096
227.18965,23.110834,59.281221
227.19063,23.108954,59.303028
227.19153,23.107207,59.323272
227.19243,23.105456,59.343521
227.19333,23.103705,59.363752
227.19423,23.101948,59.383993
227.19514,23.100193,59.404215
227.19604,23.098433,59.424444
227.19695,23.096674,59.444654
227.19785,23.094909,59.464876
227.19882,23.093007,59.486638
227.19972,23.09124,59.506839
227.20062,23.089804,59.513665
227.20152,23.088739,59.505745
227.20242,23.087676,59.497823
227.20334,23.086613,59.489897
227.20424,23.08555,59.481969
227.20514,23.084483,59.474058
227.20604,23.083418,59.466136
227.20694,23.082356,59.458204
227.20792,23.081211,59.44966
227.20882,23.080146,59.441731
227.20972,23.079083,59.433794
227.21063,23.078018,59.425865
227.21153,23.076955,59.417925
227.21243,23.075892,59.40999
227.21333,23.074827,59.402056
227.21423,23.073761,59.394122
227.21513,23.072698,59.386179
227.21611,23.071553,59.37762
227.21701,23.071406,59.371462
227.21791,23.075786,59.374132
227.21883,23.080167,59.376764
227.21973,23.084552,59.379352
227.22063,23.088937,59.381913
227.22153,23.093326,59.384434
227.22243,23.097716,59.386921
227.22333,23.102112,59.389358
227.22424,23.106507,59.391766
227.2252,23.111244,59.394313
227.2261,23.115644,59.396645
227.22702,23.120048,59.398932
227.22792,23.124453,59.401183
227.22882,23.128863,59.403383
227.22972,23.133272,59.405563
227.23062,23.137684,59.407701
227.23152,23.142097,59.409803
227.23244,23.146517,59.41185
227.2334,23.151274,59.414033
227.2343,23.154437,59.414407
227.23521,23.1574,59.414489
227.23611,23.160362,59.414558
227.23701,23.163321,59.414625
227.23792,23.166286,59.414648
227.23882,23.169249,59.414662
227.23972,23.172211,59.414672
227.24063,23.175176,59.414651
227.24153,23.178139,59.414619
227.2425,23.181332,59.414558
227.24341,23.184299,59.414479
227.24431,23.187264,59.414396
227.24521,23.190232,59.414278
227.24611,23.193198,59.414156
227.24701,23.196167,59.414002
227.24791,23.199133,59.413853
227.24883,23.202103,59.413662
227.24973,23.205072,59.413461
227.2507,23.205504,59.41045
227.2516,23.203478,59.405188
227.2525,23.201453,59.399936
227.2534,23.199429,59.394684
227.2543,23.197407,59.38944
227.2552,23.195388,59.384196
227.2561,23.19337,59.378958
227.25702,23.191356,59.373712
227.25792,23.189344,59.368472
227.25882,23.187334,59.363239
227.2598,23.185171,59.357597
227.2607,23.183166,59.35237
227.2616,23.181161,59.347149
227.2625,23.179159,59.341924
227.2634,23.177158,59.33671
227.26431,23.175161,59.331492
227.26521,23.173165,59.326276
227.26611,23.171171,59.321066
227.26701,23.169365,59.316238
227.26799,23.168403,59.313085
227.26889,23.167506,59.310172
227.26979,23.166612,59.307252
227.27069,23.165718,59.304334
227.27159,23.164823,59.301424
227.2725,23.16393,59.298512
227.2734,23.163037,59.295608
227.2743,23.162146,59.292699
227.2752,23.161251,59.289806
227.27611,23.160361,59.286898
227.27708,23.159402,59.283776
227.27798,23.15851,59.280885
227.27888,23.15762,59.277993
227.27979,23.156731,59.275099
227.2807,23.155841,59.272212
227.2816,23.154951,59.269332
227.2825,23.154063,59.266445
227.2834,23.153176,59.263564
227.2843,23.153472,59.260926
227.28528,23.153999,59.258121
227.28618,23.154489,59.255517
227.28708,23.154977,59.25292
227.28798,23.155467,59.250311
227.2889,23.155958,59.247699
227.2898,23.156446,59.245097
227.2907,23.156935,59.242497
227.2916,23.157424,59.23989
227.2925,23.157912,59.237288
227.2934,23.1584,59.234685
227.29437,23.158927,59.231872
227.29527,23.159417,59.22926
227.29617,23.159901,59.226671
227.29709,23.160392,59.224051
227.29799,23.160882,59.221439
227.29889,23.161368,59.218842
227.29979,23.161858,59.216225
227.30069,23.160913,59.211374
227.30159,23.158807,59.204721
227.30257,23.156539,59.197541
227.30347,23.154431,59.190874
227.30438,23.152322,59.1842
227.30528,23.150213,59.177517
227.30618,23.148102,59.170831
227.30708,23.145992,59.164135
227.30798,23.143878,59.157441
227.30888,23.141764,59.150742
227.3098,23.13965,59.144028
227.3107,23.137537,59.137305
227.31166,23.135256,59.130075
227.31258,23.133141,59.12334
227.31348,23.13102,59.116619
227.31438,23.1289,59.109882
227.31528,23.126781,59.103135
227.31618,23.12466,59.096383
227.31708,23.122519,59.089113
227.318,23.120328,59.080215
227.3189,23.118135,59.071317
227.31985,23.115771,59.061732
227.32077,23.113578,59.052812
227.32167,23.11138,59.043902
227.32257,23.109184,59.034975
227.32347,23.106985,59.026049
227.32437,23.104785,59.017115
227.32527,23.102586,59.008169
227.32619,23.100386,58.999217
227.32709,23.098184,58.990263
227.32799,23.09598,58.981302
227.32896,23.093606,58.971647
227.32986,23.091403,58.962666
227.33076,23.089196,58.95369
227.33167,23.08699,58.944699
227.33257,23.084782,58.935705
227.33347,23.082572,58.926711
227.33438,23.083623,58.92751
227.33528,23.084892,58.928955
227.33618,23.08616,58.930405
227.33716,23.087524,58.931963
227.33806,23.088792,58.933407
227.33896,23.090058,58.934849
227.33986,23.091322,58.936298
227.34138,23.093465,58.938725
227.34229,23.094731,58.940157
227.3432,23.095997,58.941584
227.3441,23.097261,58.943019
227.34506,23.098622,58.944557
227.34598,23.099886,58.945981
227.34688,23.10115,58.947401
227.34778,23.102413,58.948823
227.34868,23.103676,58.950241
227.34958,23.104937,58.95167
227.35048,23.106508,58.953535
227.3514,23.108727,58.956364
227.3523,23.110943,58.959192
227.35327,23.113331,58.962221
227.35417,23.115546,58.965033
227.35507,23.117761,58.967832
227.35597,23.119975,58.970625
227.35687,23.122188,58.973408
227.35777,23.124401,58.976187
227.35867,23.126612,58.978965
227.35959,23.128826,58.981715
227.36049,23.131035,58.984474
227.36139,23.133244,58.987225
227.36237,23.135625,58.990162
227.36327,23.137833,58.992896
227.36417,23.14004,58.995626
227.36507,23.142249,58.99833
227.36597,23.144453,59.001046
227.36688,23.146646,59.00369
227.36778,23.147957,59.002736
227.36868,23.149264,59.00179
227.36958,23.150574,59.000836
227.37056,23.151982,58.999809
227.37146,23.153289,58.99886
227.37236,23.154596,58.9979
227.37326,23.155902,58.996943
227.37416,23.157208,58.99598
227.37508,23.158517,58.995005
227.37598,23.159819,58.994046
227.37688,23.161127,58.993068
227.37778,23.162428,58.992112
227.37868,23.163734,58.991133
227.37965,23.165136,58.99009
227.38055,23.166438,58.989117
227.38145,23.167742,58.988134
227.38235,23.169042,58.987163
227.38327,23.170346,58.986165
227.38417,23.171168,58.988973
227.38507,23.171791,58.993357
227.38597,23.172414,58.997742
227.38687,23.173039,59.002116
227.38785,23.173713,59.006831
227.38875,23.17434,59.011203
227.38965,23.174965,59.015584
227.39055,23.17559,59.019963
227.39146,23.176219,59.024331
227.39236,23.176845,59.02871
227.39326,23.177472,59.033086
227.39417,23.178103,59.037452
227.39507,23.17873,59.04183
227.39597,23.17936,59.0462
227.39694,23.180038,59.050904
227.39784,23.180669,59.055275
227.39874,23.181299,59.059642
227.39966,23.181931,59.064006
227.40056,23.182031,59.064973
227.40146,23.18133,59.060823
227.40236,23.180628,59.056674
227.40326,23.179928,59.052515
227.40416,23.179225,59.048364
227.40514,23.178469,59.043889
227.40604,23.177767,59.039737
227.40695,23.177066,59.035578
227.40785,23.176365,59.031419
227.40875,23.175663,59.027262
227.40965,23.174959,59.023114
227.41055,23.174257,59.018958
227.41145,23.173554,59.014804
227.41235,23.172851,59.010643
227.41327,23.17215,59.00648
227.41423,23.171394,59.002
227.41515,23.170691,58.997839
227.41605,23.169989,58.993676
227.41695,23.169304,58.98984
227.41785,23.168794,58.989221
227.41875,23.168285,58.988596
227.41965,23.167774,58.987979
227.42056,23.167265,58.987359
227.42146,23.166756,58.986729
227.42242,23.166203,58.986074
227.42334,23.165695,58.985447
227.42424,23.165183,58.984834
227.42514,23.164675,58.984203
227.42604,23.164162,58.983591
227.42694,23.163652,58.982971
227.42784,23.163139,58.982357
227.42876,23.162628,58.981733
227.42966,23.162118,58.981113
227.43056,23.161605,58.9805
227.43153,23.161054,58.979838
227.43243,23.160541,58.979224
227.43333,23.16003,58.978603
227.43423,23.159107,58.976205
227.43513,23.158072,58.973311
227.43604,23.157038,58.970412
227.43695,23.156002,58.967517
227.43785,23.154967,58.964616
227.43875,23.153931,58.961715
227.43973,23.152816,58.958583
227.44063,23.151779,58.955683
227.44153,23.150741,58.952787
227.44243,23.149704,58.949881
227.44333,23.148666,58.946975
227.44423,23.147629,58.944066
227.44514,23.146591,58.941159
227.44604,23.145553,58.938249
227.44695,23.144515,58.935334
227.44785,23.143476,58.932425
227.44882,23.142357,58.929285
227.44972,23.141318,58.92637
227.45062,23.140407,58.923858
227.45152,23.139643,58.921763
227.45242,23.138878,58.919675
227.45334,23.138113,58.917584
227.45424,23.137346,58.915496
227.45514,23.13658,58.913406
227.45604,23.135811,58.911329
227.45702,23.134987,58.909068
227.45792,23.13422,58.906977
227.45882,23.133453,58.904887
227.45972,23.132684,58.902805
227.46063,23.131916,58.900714
227.46153,23.131147,58.898625
227.46243,23.130378,58.896539
227.46333,23.129611,58.894443
227.46423,23.128841,58.892355
227.46513,23.128071,58.890265
227.46611,23.127242,58.888019
227.46701,23.126576,58.886402
227.46791,23.126431,58.887097
227.46883,23.126287,58.887788
227.46973,23.126142,58.888484
227.47063,23.125997,58.889179
227.47153,23.125852,58.889876
227.47243,23.125706,58.890576
227.47333,23.12556,58.891274
227.4743,23.125404,58.892025
227.4752,23.125259,58.892724
227.4761,23.125114,58.893419
227.47702,23.124967,58.894121
227.47792,23.124822,58.894819
227.47882,23.124678,58.895516
227.47972,23.124532,58.896214
227.48062,23.124387,58.896911
227.48152,23.124242,58.897609
227.48244,23.124094,58.89832
227.4834,23.12394,58.899064
227.4843,23.125043,58.902013
227.48521,23.126353,58.905305
227.48611,23.127663,58.908596
227.48701,23.128969,58.911897
227.48792,23.130279,58.915185
227.48882,23.131585,58.918478
227.48972,23.132893,58.921763
227.49063,23.1342,58.925046
227.4916,23.13561,58.928567
227.4925,23.136915,58.931853
227.49341,23.138223,58.935121
227.49431,23.139531,58.938387
227.49521,23.140836,58.941665
227.49611,23.142142,58.944933
227.49701,23.143448,58.948199
227.49791,23.144755,58.951454
227.49883,23.146063,58.954704
227.49979,23.147467,58.958217
227.5007,23.148865,58.959337
227.5016,23.150335,58.958735
227.5025,23.151804,58.95814
227.5034,23.153277,58.957519
227.5043,23.154746,58.956914
227.5052,23.156216,58.956296
227.5061,23.157685,58.955678
227.50702,23.159158,58.955035
227.50792,23.160627,58.954411
227.5089,23.162209,58.953729
227.5098,23.16368,58.95308
227.5107,23.165147,58.952448
227.5116,23.166618,58.951792
227.5125,23.168084,58.951154
227.5134,23.169554,58.950485
227.51431,23.171022,58.94983
227.51521,23.172489,58.949169
227.51611,23.173957,58.948501
227.51709,23.175577,58.947353
227.51799,23.177205,58.944928
227.51889,23.178833,58.942502
227.51979,23.180461,58.940072
227.52069,23.182087,58.937639
227.52159,23.183713,58.9352
227.5225,23.185339,58.932756
227.5234,23.186963,58.930316
227.5243,23.188589,58.92786
227.5252,23.190211,58.925415
227.52618,23.191958,58.922772
227.52708,23.193579,58.920314
227.52798,23.195202,58.917847
227.52888,23.196822,58.915383
227.52979,23.198442,58.912914
227.5307,23.200062,58.910433
227.5316,23.201681,58.907963
227.5325,23.203297,58.905488
227.5334,23.204916,58.902997
227.53438,23.205355,58.905307
227.53528,23.205584,58.908137
227.53618,23.205809,58.910977
227.53708,23.206038,58.913807
227.53798,23.206263,58.91665
227.5389,23.206493,58.919472
227.5398,23.206718,58.922317
227.5407,23.206945,58.925149
227.5416,23.20717,58.927996
227.5425,23.207397,58.930825
227.54347,23.207641,58.933882
227.54437,23.207868,58.93672
227.54527,23.208092,58.939565
227.54617,23.208318,58.942401
227.54709,23.208543,58.945248
227.54799,23.208767,58.94809
227.54889,23.208992,58.950938
227.54979,23.209217,58.953774
227.55069,23.210118,58.957325
227.55167,23.211676,58.961766
227.55257,23.213123,58.965882
227.55347,23.214573,58.969984
227.55438,23.21602,58.974095
227.55528,23.217467,58.978194
227.55618,23.218917,58.982286
227.55708,23.220363,58.986388
227.55798,23.221812,58.99048
227.55888,23.223262,58.994554
227.5598,23.224711,58.998637
227.56076,23.226271,59.003025
227.56166,23.22772,59.007096
227.56258,23.229168,59.011171
227.56348,23.230619,59.015225
227.56438,23.232068,59.019289
227.56528,23.233517,59.023347
227.56618,23.234964,59.027404
227.56708,23.236371,59.030736
227.568,23.237646,59.031849
227.56895,23.239014,59.033077
227.56985,23.240288,59.034192
227.57077,23.24156,59.035313
227.57167,23.242831,59.03643
227.57257,23.244105,59.037538
227.57347,23.245376,59.038652
227.57437,23.246645,59.039769
227.57527,23.247918,59.040867
227.57619,23.249189,59.041971
227.57709,23.25046,59.04307
227.57805,23.251828,59.044254
227.57896,23.2531,59.045339
227.57986,23.25437,59.046431
227.58076,23.255638,59.047534
227.58167,23.256912,59.048603
227.58257,23.25818,59.049694
227.58347,23.259449,59.050772
227.58438,23.268989,59.054049
227.58528,23.2791,59.057305
227.58624,23.290014,59.060619
227.58716,23.300172,59.063506
227.58806,23.31035,59.066228
227.58896,23.320546,59.068783
227.58986,23.330764,59.071165
227.59076,23.341003,59.073362
227.59166,23.351262,59.075392
227.59258,23.361541,59.077237
227.59348,23.371841,59.078905
227.59438,23.382159,59.0804
227.59535,23.393289,59.081821
227.59625,23.403647,59.08294
227.59715,23.414024,59.083885
227.59805,23.424419,59.084643
227.59895,23.434832,59.085228
227.59985,23.445265,59.08562
227.60077,23.482955,59.002601
227.60167,23.536726,58.866587
227.60257,23.590545,58.725624
227.60355,23.648521,58.56827
227.60445,23.702333,58.417031
227.60535,23.756093,58.260882
227.60625,23.809767,58.099857
227.60715,23.863323,57.934013
227.60806,23.916734,57.763395
227.60896,23.969968,57.588088
227.60986,0.022995568,57.408176
227.61076,0.075794797,57.223719
227.61166,0.1283368,57.034849
227.61264,0.18461008,56.826587
227.61354,0.23654545,56.628861
227.61444,0.28815725,56.427032
227.61534,0.33942294,56.221259
227.61626,0.39032674,56.011651
227.61716,0.4364657,55.73165
227.61806,0.47267706,55.308702
227.61896,0.50803525,54.883929
227.61986,0.5425593,54.457541
227.62083,0.5788262,53.996786
227.62173,0.61167158,53.567739
227.62263,0.64373597,53.137744
227.62354,0.67503416,52.707022
227.62445,0.70558408,52.275779
227.62535,0.73540095,51.844239
227.62625,0.76450061,51.412605
227.62715,0.7929011,50.981064
227.62805,0.8206152,50.549841
227.62895,0.84765947,50.119129
227.62993,0.87605566,49.656038
227.63083,0.90175799,49.226985
227.63173,0.92683662,48.799019
227.63264,0.9513073,48.372313
227.63354,0.97528439,47.945749
227.63445,1.005725,47.427955
227.63535,1.0355737,46.907435
227.63625,1.0648398,46.384383
227.63715,1.0935316,45.859042
227.63812,1.1237975,45.290985
227.63902,1.1513242,44.761581
227.63992,1.1783029,44.230582
227.64084,1.2047428,43.698197
227.64174,1.2306504,43.164695
227.64264,1.2560362,42.630258
227.64354,1.2809091,42.095125
227.64444,1.305277,41.559516
227.64534,1.3291486,41.023672
227.64626,1.3525332,40.487784
227.64722,1.3771798,39.910927
227.64813,1.3995779,39.375697
227.64903,1.4215138,38.84113
227.64993,1.4429955,38.30743
227.65083,1.4608914,37.760915
227.65173,1.4771843,37.207899
227.65263,1.493203,36.653974
227.65355,1.5089509,36.099287
227.65445,1.5244283,35.544055
227.65541,1.5407959,34.945714
227.65633,1.5557189,34.389902
227.65723,1.5703756,33.83414
227.65813,1.5847707,33.278548
227.65903,1.5989048,32.723343
227.65993,1.6127793,32.168723
227.66083,1.6263971,31.614861
227.66174,1.6397594,31.061945
227.66264,1.6528685,30.510159
227.6636,1.6667044,29.917424
227.66452,1.6792938,29.368584
227.66542,1.6916354,28.821462
227.66632,1.703732,28.27622
227.66722,1.7140904,27.725481
227.66812,1.7220404,27.163821
227.66902,1.7298694,26.601988
227.66994,1.7375766,26.040143
227.67084,1.7451593,25.478472
227.67174,1.7526153,24.917157
227.67271,1.7605024,24.313255
227.67361,1.7676915,23.753212
227.67451,1.7747498,23.194078
227.67542,1.7816758,22.636009
227.67632,1.7884675,22.079197
227.67722,1.795124,21.523831
227.67813,1.8016439,20.97008
227.67903,1.8080262,20.418138
227.67993,1.8142697,19.868171
227.68091,1.8208372,19.278315
227.68181,1.8267891,18.733046
227.68271,1.8325996,18.190308
227.68361,1.8377808,17.663015
227.68451,1.8380321,17.264155
227.68541,1.8382478,16.865781
227.68633,1.838427,16.467932
227.68723,1.8385673,16.070693
227.68813,1.8386684,15.674116
227.68903,1.8387297,15.278219
227.69,1.8387487,14.852731
227.6909,1.838722,14.458493
227.6918,1.8386517,14.065128
227.6927,1.8385364,13.672682
227.6936,1.8383752,13.281234
227.69452,1.8381681,12.890799
227.69542,1.837912,12.50149
227.69632,1.8376073,12.113316
227.69722,1.8372534,11.726345
227.6982,1.836815,11.311029
227.6991,1.8363544,10.926751
227.7,1.8358416,10.54383
227.7009,1.8309773,10.435477
227.70181,1.8249347,10.402204
227.70271,1.8189084,10.368386
227.70361,1.8128977,10.33406
227.70451,1.8069033,10.299199
227.70541,1.800925,10.263817
227.70631,1.7949633,10.227901
227.70729,1.7885616,10.18863
227.70819,1.782634,10.151637
227.70909,1.7767234,10.11411
227.71,1.7708296,10.076061
227.7109,1.7649524,10.037508
227.7118,1.7590924,9.9984268
227.7127,1.7532489,9.9588443
227.71361,1.7474231,9.9187346
227.71451,1.7416144,9.8781192
227.71548,1.7353781,9.8338146
227.71638,1.7296055,9.7921373
227.71729,1.7239624,9.7513838
227.7182,1.7184606,9.7116883
227.7191,1.7129773,9.6714711
227.72,1.707512,9.6307572
227.7209,1.7020659,9.5895065
227.7218,1.6966383,9.5477505
227.7227,1.6912292,9.5054971
227.72362,1.6858392,9.4627222
227.72458,1.6800559,9.4160953
227.72548,1.6747048,9.3722805
227.7264,1.6693736,9.3279518
227.7273,1.6640612,9.2831264
227.7282,1.6587676,9.2378129
227.7291,1.6534939,9.1919917
227.73,1.6482394,9.145675
227.7309,1.6430042,9.0988768
227.73181,1.6377888,9.0515714
227.73277,1.6321936,9.0000969
227.73367,1.6269363,8.9524963
227.73459,1.6212895,8.9079609
227.73549,1.6156622,8.8629173
227.73639,1.610055,8.8173811
227.73729,1.6044685,8.7713256
227.73819,1.598902,8.7247603
227.73909,1.5933561,8.6776984
227.74,1.587831,8.6301297
227.7409,1.5823261,8.5820601
227.74188,1.5764213,8.5297347
227.74278,1.5709594,8.480637
227.74368,1.5655185,8.4310442
227.74458,1.5600983,8.3809543
227.74548,1.5546991,8.3303829
227.74638,1.5493211,8.2793196
227.7473,1.5439644,8.2277533
227.7482,1.5386287,8.1757151
227.7491,1.5333142,8.1232024
227.75008,1.527615,8.0660918
227.75098,1.5224272,8.0152995
227.75188,1.5172746,7.9644649
227.75278,1.5121443,7.9131398
227.75368,1.5070366,7.8613239
227.75458,1.501951,7.8090239
227.7555,1.4968881,7.7562283
227.7564,1.4918474,7.7029592
227.7573,1.4868293,7.6492082
227.7582,1.481834,7.5949843
227.75917,1.4764799,7.5360371
227.76007,1.4715317,7.4808327
227.76097,1.4666062,7.4251453
227.76187,1.4617036,7.3689873
227.76277,1.4568243,7.3123447
227.76369,1.4519679,7.2552447
227.76459,1.4471346,7.1976905
227.76549,1.4423243,7.1396643
227.76639,1.437537,7.0811839
227.76736,1.4317036,7.0760175
227.76826,1.4256749,7.1225875
227.76917,1.4196492,7.1692993
227.77007,1.4136247,7.2162101
227.77097,1.4076032,7.2632774
227.77188,1.4015844,7.3104993
227.77278,1.3955679,7.3579064
227.77368,1.3895545,7.4054651
227.77458,1.3835437,7.453203
227.77548,1.3775359,7.5010945
227.77646,1.3710698,7.5528502
227.77736,1.3650685,7.601089
227.77826,1.3590709,7.6494803
227.77916,1.3530764,7.6980386
227.78008,1.3470861,7.7467386
227.78098,1.3410987,7.7956162
227.78188,1.335115,7.8446609
227.78278,1.3291359,7.8938374
227.78368,1.3239503,7.9315388
227.78465,1.3225735,7.9101722
227.78555,1.3212949,7.8903523
227.78645,1.3200156,7.8705594
227.78735,1.3187364,7.8507757
227.78827,1.3174577,7.830987
227.78917,1.316178,7.8112331
227.79007,1.3148979,7.7915066
227.79097,1.313618,7.7717795
227.79187,1.3123377,7.7520789
227.79277,1.3110571,7.7323934
227.79375,1.3096783,7.7112026
227.79465,1.3083976,7.6915445
227.79556,1.3071166,7.6719054
227.79646,1.3058353,7.6522876
227.79736,1.3045541,7.6326745
227.79826,1.3032722,7.6130917
227.79916,1.3019903,7.5935188
227.80006,1.3007083,7.5739608
227.80098,1.2993962,7.5554114
227.80194,1.2979768,7.5356572
227.80284,1.2966592,7.5173163
227.80376,1.2953417,7.4989835
227.80466,1.2940233,7.4806937
227.80556,1.292705,7.4624132
227.80646,1.2913862,7.4441542
227.80736,1.2900674,7.4259191
227.80826,1.2887489,7.4076784
227.80917,1.2874298,7.3894762
227.81007,1.2861107,7.3712864
227.81104,1.2846899,7.3517151
227.81195,1.2833705,7.3335635
227.81285,1.2820509,7.315425
227.81375,1.2807311,7.297314
227.81465,1.2794113,7.2792065
227.81555,1.2780909,7.2611347
227.81645,1.2767708,7.2430703
227.81737,1.2752297,7.2340185
227.81827,1.2735094,7.2322678
227.81923,1.2716559,7.2304138
227.82014,1.2699356,7.2286639
227.82104,1.2682149,7.2269308
227.82195,1.2664941,7.225202
227.82285,1.2647732,7.2234735
227.82375,1.2630518,7.2217671
227.82465,1.2613304,7.2200622
227.82556,1.2596092,7.2183524
227.82646,1.2578877,7.2166529
227.82736,1.2561661,7.2149556
227.82834,1.2543119,7.2131394
227.82924,1.2525902,7.2114491
227.83014,1.2508681,7.2097748
227.83104,1.2491459,7.2081086
227.83194,1.2474236,7.2064404
227.83284,1.2457011,7.204786
227.83376,1.2439642,7.2036568
227.83466,1.2421805,7.2042366
227.83556,1.2403974,7.204796
227.83653,1.2384766,7.2054087
227.83743,1.236693,7.2059864
227.83833,1.2349093,7.2065653
227.83923,1.2331253,7.2071483
227.84013,1.2313412,7.2077363
227.84105,1.2295574,7.2083157
227.84195,1.2277733,7.2089052
227.84285,1.2259883,7.2095186
227.84375,1.2242039,7.2101168
227.84473,1.2222819,7.2107687
227.84563,1.2204971,7.2113766
227.84653,1.2187118,7.2119973
227.84743,1.2169269,7.2126108
227.84833,1.2151413,7.2132438
227.84924,1.213356,7.2138634
227.85014,1.2115705,7.2144988
227.85104,1.210118,7.2073376
227.85194,1.2086874,7.199658
227.85284,1.2072573,7.1919729
227.85382,1.2057172,7.1836933
227.85472,1.2042874,7.1759961
227.85562,1.2028571,7.1683125
227.85652,1.2014273,7.1606177
227.85744,1.1999976,7.152922
227.85834,1.1985678,7.1452269
227.85924,1.1971382,7.1375193
227.86014,1.1957084,7.1298272
227.86104,1.194279,7.1221164
227.86201,1.1927396,7.1138176
227.86292,1.1913103,7.1061098
227.86382,1.1898812,7.0983946
227.86472,1.1884517,7.0906875
227.86563,1.1870228,7.0829725
227.86653,1.1855937,7.0752545
227.86743,1.184332,7.0643771
227.86833,1.183169,7.051636
227.86923,1.1820059,7.0388966
227.87013,1.1808436,7.026138
227.87111,1.1795921,7.0123888
227.87201,1.1784297,6.9996399
227.87291,1.1772679,6.9868635
227.87383,1.1761069,6.974073
227.87473,1.1749453,6.9612939
227.87563,1.1737846,6.9484933
227.87653,1.1726238,6.935698
227.87743,1.171463,6.9229043
227.87833,1.1703028,6.9100968
227.8793,1.1690534,6.8963007
227.8802,1.1678937,6.8834737
227.8811,1.1667344,6.8706379
227.88202,1.1655754,6.8577958
227.88292,1.1644164,6.844955
227.88382,1.1632263,6.8317245
227.88472,1.1619704,6.8176727
227.88562,1.1607151,6.8036087
227.88652,1.1594599,6.7895374
227.88744,1.1582051,6.7754646
227.8884,1.1568535,6.7603106
227.88931,1.1555995,6.7462065
227.89021,1.1543454,6.7321139
227.89111,1.1530914,6.7180164
227.89201,1.1518378,6.7039114
227.89291,1.1505843,6.6898009
227.89381,1.1493311,6.6756849
227.89473,1.1480789,6.6615407
227.89563,1.1468263,6.6474035
227.89659,1.1454772,6.6321924
227.8975,1.1442251,6.618049
227.8984,1.1429734,6.6038939
227.8993,1.1417222,6.5897254
227.9002,1.1404743,6.5755474
227.90111,1.1394715,6.5601508
227.90201,1.1384687,6.5447564
227.90292,1.1374665,6.5293435
227.90382,1.1364642,6.5139396
227.90472,1.1354626,6.4985109
227.9057,1.1343841,6.4819006
227.9066,1.1333833,6.4664525
227.9075,1.1323824,6.4510121
227.9084,1.1313822,6.4355573
227.9093,1.1303819,6.4201057
227.9102,1.1293824,6.4046267
227.91112,1.1283834,6.3891399
227.91202,1.1273842,6.3736608
227.91292,1.1263854,6.3581695
227.9139,1.1253103,6.3414736
227.9148,1.1243123,6.3259665
227.9157,1.1233142,6.3104612
227.9166,1.122317,6.2949307
227.9175,1.1211905,6.2818807
227.9184,1.1200108,6.2698438
227.91931,1.1188319,6.2577793
227.92021,1.1176527,6.2457302
227.92111,1.1164737,6.2336723
227.92201,1.1152952,6.221603
227.92299,1.1140263,6.2085957
227.92389,1.1128484,6.1965142
227.92479,1.1116704,6.1844311
227.92569,1.1104928,6.1723379
227.92659,1.1093156,6.1602393
227.9275,1.1081389,6.1481284
227.9284,1.1069622,6.1360142
227.9293,1.1057854,6.1239029
227.9302,1.1046093,6.111778
227.93118,1.1033432,6.0987009
227.93208,1.1021675,6.086566
227.93298,1.1009919,6.0744281
227.93388,1.0996617,6.0660481
227.9348,1.098097,6.0633716
227.9357,1.0965328,6.0606845
227.9366,1.0949679,6.0580193
227.9375,1.0934029,6.0553534
227.9384,1.091838,6.0526943
227.9393,1.0902727,6.0500418
227.94028,1.0885873,6.0471779
227.94118,1.0870223,6.0445216
227.94208,1.0854569,6.0418774
227.943,1.0838918,6.0392233
227.9439,1.0823263,6.0365842
227.9448,1.0807606,6.0339568
227.9457,1.079195,6.0313153
227.9466,1.077629,6.0286992
227.9475,1.0760632,6.026074
227.94847,1.0743768,6.0232516
227.94937,1.0728109,6.0206275
227.95027,1.071215,6.0189573
227.95119,1.0693223,6.0266184
227.95209,1.0674292,6.0342949
227.95299,1.0655362,6.0419739
227.95389,1.0636429,6.0496571
