# GET [h], RA [h], DEC [deg]
232.33945,19.874583,-21.993094
232.34035,19.820123,-22.130045
232.34125,19.765561,-22.263081
232.34215,19.7109,-22.392178
232.34305,19.65614,-22.517312
232.34396,19.601284,-22.63842
232.34486,19.546335,-22.755506
232.34576,19.491295,-22.868509
232.34674,19.431924,-22.985607
232.34764,19.376703,-23.090044
232.34854,19.3214,-23.190304
232.34944,19.266018,-23.286369
232.35034,19.21055,-23.37726
232.35126,19.154967,-23.457847
232.35216,19.099318,-23.534205
232.35306,19.043609,-23.60629
232.35396,18.987841,-23.67409
232.35486,18.932018,-23.737581
232.35583,18.871844,-23.801134
232.35674,18.815918,-23.855633
232.35764,18.759947,-23.905802
232.35854,18.703937,-23.951592
232.35945,18.647888,-23.993009
232.36035,18.591807,-24.030027
232.36125,18.535695,-24.062633
232.36215,18.479559,-24.090857
232.36305,18.4234,-24.114648
232.36403,18.362899,-24.135326
232.36493,18.306704,-24.149917
232.36583,18.2505,-24.16007
232.36673,18.19429,-24.165781
232.36765,18.13811,-24.161143
232.36855,18.081944,-24.150854
232.36945,18.02579,-24.136183
232.37035,17.969651,-24.117117
232.37125,17.913529,-24.093651
232.37215,17.85743,-24.065819
232.37312,17.797044,-24.030966
232.37402,17.741,-23.994066
232.37492,17.684991,-23.95284
232.37584,17.629019,-23.907257
232.37674,17.573086,-23.857382
232.37764,17.517198,-23.803215
232.37854,17.461355,-23.744729
232.37944,17.405565,-23.682008
232.38034,17.349828,-23.615044
232.38132,17.289867,-23.538186
232.38222,17.234253,-23.462474
232.38312,17.178702,-23.382562
232.38403,17.123244,-23.294822
232.38493,17.067884,-23.199578
232.38583,17.012602,-23.100284
232.38673,16.957401,-22.996933
232.38763,16.902283,-22.889577
232.38853,16.847251,-22.778237
232.38951,16.788085,-22.653961
232.39041,16.73324,-22.534467
232.39133,16.678487,-22.411118
232.39223,16.623829,-22.283945
232.39313,16.569269,-22.152952
232.39403,16.514807,-22.018205
232.39493,16.460447,-21.879746
232.39583,16.40619,-21.737595
232.39673,16.352037,-21.591794
232.39764,16.29799,-21.442374
232.3986,16.239905,-21.277482
232.39952,16.186083,-21.120702
232.40042,16.132385,-20.95877
232.40132,16.078851,-20.787179
232.40222,16.025436,-20.612195
232.40312,15.972139,-20.433889
232.40584,15.812962,-19.879561
232.4068,15.756085,-19.673626
232.40771,15.703396,-19.479206
232.40862,15.650826,-19.281752
232.40952,15.598378,-19.081329
232.41042,15.54605,-18.877962
232.41132,15.493843,-18.671739
232.41222,15.441755,-18.462675
232.41313,15.389788,-18.25083
232.41403,15.33794,-18.036265
232.41493,15.286211,-17.819011
232.41591,15.230635,-17.582107
232.41681,15.179151,-17.359469
232.41771,15.127996,-17.127439
232.41861,15.076983,-16.892252
232.41951,15.026088,-16.65466
232.42041,14.97531,-16.414772
232.42133,14.924649,-16.172581
232.42223,14.874103,-15.928174
232.42313,14.823669,-15.681614
232.4241,14.769481,-15.413701
232.425,14.719278,-15.162807
232.4259,14.669184,-14.909888
232.4268,14.619197,-14.655045
232.4277,14.569315,-14.398303
232.4286,14.519536,-14.139728
232.42952,14.46986,-13.879345
232.43042,14.420283,-13.617239
232.43132,14.370803,-13.353475
232.43222,14.32142,-13.088072
232.4332,14.268343,-12.800496
232.4341,14.219267,-12.527125
232.435,14.17036,-12.249077
232.4359,14.121543,-11.969641
232.4368,14.072814,-11.688861
232.43771,14.02417,-11.406782
232.43861,13.975609,-11.123467
232.43951,13.927128,-10.838986
232.44041,13.878725,-10.553378
232.44139,13.826683,-10.244607
232.44229,13.778433,-9.956851
232.44319,13.730253,-9.6681389
232.44409,13.682141,-9.3785207
232.445,13.634094,-9.0880685
232.4459,13.586109,-8.7968058
232.44681,13.538183,-8.5048215
232.44771,13.490314,-8.2121401
232.44861,13.442499,-7.9188397
232.44951,13.394735,-7.6249619
232.45049,13.343407,-7.3052126
232.45139,13.295938,-7.0010261
232.45229,13.248513,-6.6964194
232.4532,13.20113,-6.3914233
232.4541,13.153786,-6.0861178
232.455,13.106479,-5.7805406
232.4559,13.059204,-5.4747687
232.4568,13.011959,-5.1688419
232.4577,12.964741,-4.86283
232.45868,12.913918,-4.5332313
232.45958,12.866747,-4.2271937
232.46048,12.819594,-3.9212372
232.4614,12.772456,-3.6154125
232.4623,12.72533,-3.309765
232.4632,12.678213,-3.0043626
232.4641,12.631102,-2.699245
232.465,12.583994,-2.394492
232.4659,12.536886,-2.0901371
232.46681,12.489777,-1.7862327
232.64667,2.4102855,3.5880027
232.64757,2.364474,3.2536049
232.64847,2.318763,2.9166499
232.64937,2.2731484,2.5771833
232.65034,2.2240247,2.212001
232.65125,2.1780759,1.8832918
232.65215,2.132215,1.5521548
232.65306,2.0864411,1.2187226
232.65396,2.0407488,0.88297298
232.65486,1.9951385,0.54498045
232.65576,1.949605,0.20478066
232.65666,1.904147,-0.1375283
232.65756,1.8587608,-0.48194856
232.65848,1.8134442,-0.82840442
232.65944,1.764714,-1.2037368
232.66035,1.719531,-1.5542722
232.66125,1.6744064,-1.9066722
232.66216,1.6293387,-2.26091
232.66306,1.5843226,-2.6169358
232.66396,1.5393568,-2.974664
232.66486,1.494437,-3.3340673
232.66577,1.4495592,-3.6951049
232.66667,1.4047202,-4.0576726
232.66763,1.355879,-4.4365146
232.66855,1.3104471,-4.7872345
232.66945,1.2650457,-5.1394064
232.67035,1.2196701,-5.4929464
232.67125,1.1743189,-5.8478022
232.67215,1.1289869,-6.2039447
232.67305,1.0836708,-6.5612998
232.67397,1.0383671,-6.9198533
232.67487,0.99307289,-7.2795041
232.67577,0.94778351,-7.6402484
232.67674,0.89901168,-8.0298576
232.67764,0.85371994,-8.3926627
232.67854,0.80842191,-8.7563635
232.67944,0.7631129,-9.120912
232.68034,0.71778981,-9.4862581
232.68124,0.67244719,-9.8523565
232.68216,0.62708137,-10.219164
232.68306,0.58168855,-10.586586
232.68396,0.53600261,-10.946585
232.68494,0.48649253,-11.326525
232.68584,0.44048335,-11.679868
232.68674,0.3944361,-12.033672
232.68764,0.34834786,-12.387858
232.68854,0.30221287,-12.742423
232.68944,0.25602796,-13.097294
232.69035,0.20978897,-13.452404
232.69125,0.16349205,-13.807722
232.69215,0.11713359,-14.163172
232.69313,0.067134459,-14.546058
232.69403,0.020632948,-14.901632
232.69493,23.974056,-15.257173
232.69583,23.9274,-15.612615
232.69673,23.880661,-15.96792
232.69763,23.833834,-16.323008
232.69855,23.786914,-16.677845
232.69945,23.739897,-17.032344
232.70035,23.692652,-17.383661
232.70125,23.644795,-17.723294
232.70222,23.59314,-18.088496
232.70313,23.545061,-18.427041
232.70403,23.496871,-18.764949
232.70493,23.448565,-19.102186
232.70583,23.400137,-19.438706
232.70674,23.351585,-19.774417
232.70764,23.302904,-20.109268
232.70854,23.25409,-20.443225
232.70944,23.20514,-20.776188
232.71042,23.152266,-21.133604
232.71132,23.103018,-21.46433
232.71222,23.05362,-21.793901
232.71312,23.004069,-22.122217
232.71404,22.954359,-22.449233
232.71494,22.904487,-22.774891
232.71584,22.854449,-23.099095
232.71674,22.804242,-23.421783
232.71764,22.753346,-23.729474
232.71854,22.702218,-24.033915
232.71951,22.646966,-24.359887
232.72041,22.595479,-24.660752
232.72131,22.543814,-24.959789
232.72223,22.491967,-25.256944
232.72313,22.439935,-25.552144
232.72403,22.387714,-25.845329
232.72493,22.335304,-26.136411
232.72583,22.282697,-26.425343
232.72673,22.229894,-26.712051
232.7277,22.172806,-27.018225
232.7286,22.119583,-27.300088
232.7295,22.066154,-27.579486
232.73042,22.012518,-27.856368
232.73132,21.95867,-28.130651
232.73222,21.904608,-28.402265
232.73312,21.850329,-28.671147
232.73402,21.795569,-28.928192
232.73492,21.740412,-29.175944
232.73584,21.685047,-29.420752
232.7368,21.625188,-29.681025
232.7377,21.569387,-29.919512
232.73862,21.513375,-30.154837
232.73952,21.457148,-30.386943
232.74042,21.400712,-30.615759
232.74132,21.34406,-30.841206
232.74222,21.287194,-31.06323
232.74312,21.230115,-31.281744
232.74403,21.172821,-31.496673
232.745,21.110882,-31.724074
232.7459,21.053144,-31.931348
232.74681,20.995194,-32.134836
232.74771,20.937031,-32.334459
232.74861,20.878658,-32.530126
232.74951,20.820074,-32.721798
232.75041,20.761203,-32.905219
232.75131,20.70193,-33.073611
232.75223,20.64247,-33.237847
232.75313,20.582826,-33.397871
232.7541,20.51839,-33.565405
232.755,20.458371,-33.716473
232.7559,20.398177,-33.863137
232.7568,20.337809,-34.005335
232.7577,20.277271,-34.143005
232.7586,20.216568,-34.276099
232.75952,20.155705,-34.404565
232.76042,20.094683,-34.528335
232.76132,20.033507,-34.647361
232.7623,19.96746,-34.770164
232.7632,19.905981,-34.879156
232.7641,19.844362,-34.983223
232.765,19.782612,-35.082327
232.7659,19.720733,-35.176431
232.7668,19.65873,-35.265453
232.76772,19.596561,-35.333622
232.76862,19.5343,-35.396249
232.76952,19.471958,-35.453809
232.77042,19.409537,-35.50626
232.7714,19.342238,-35.557003
232.7723,19.279681,-35.598767
232.7732,19.217066,-35.63534
232.7741,19.1544,-35.666692
232.775,19.091693,-35.692812
232.77591,19.02895,-35.713654
232.77681,18.966176,-35.729221
232.77771,18.90338,-35.739477
232.77861,18.840571,-35.744407
232.77959,18.77292,-35.743744
232.78049,18.710102,-35.737564
232.78139,18.64729,-35.726012
232.78229,18.584494,-35.709079
232.78319,18.521718,-35.686746
232.7841,18.459037,-35.649101
232.785,18.396441,-35.601049
232.7859,18.33391,-35.547753
232.7868,18.271446,-35.489162
232.7877,18.209061,-35.42532
232.78868,18.141968,-35.350704
232.78958,18.079763,-35.275996
232.79048,18.017651,-35.19605
232.79138,17.955645,-35.110928
232.7923,17.893749,-35.020603
232.7932,17.831965,-34.925112
232.7941,17.770306,-34.824473
232.795,17.708774,-34.718715
232.7959,17.647373,-34.607838
232.79854,17.468715,-34.254738
232.79944,17.40789,-34.124069
232.80042,17.342642,-33.974045
232.80132,17.282434,-33.819518
232.80222,17.222409,-33.660243
232.80313,17.162573,-33.496264
232.80403,17.102928,-33.327606
232.80493,17.043477,-33.154317
232.80583,16.984223,-32.976456
232.80673,16.92517,-32.794048
232.80763,16.866322,-32.607152
232.80861,16.803179,-32.400903
232.80951,16.744762,-32.204799
232.81041,16.686558,-32.004359
232.81133,16.628567,-31.799598
232.81223,16.570793,-31.590584
232.81313,16.513236,-31.377339
232.81403,16.4559,-31.159946
232.81493,16.398784,-30.938423
232.81583,16.34189,-30.712824
232.8168,16.280871,-30.465377
232.8177,16.2249,-30.219211
232.8186,16.169174,-29.968957
232.81952,16.113681,-29.715054
232.82042,16.058419,-29.457542
232.82132,16.003389,-29.196524
232.82222,15.948589,-28.932006
232.82312,15.894019,-28.664069
232.82402,15.839678,-28.392752
232.82494,15.785565,-28.118113
232.8259,15.727544,-27.818696
232.82681,15.673902,-27.537336
232.82771,15.620484,-27.252824
232.82861,15.56729,-26.965214
232.82951,15.514317,-26.674557
232.83041,15.461565,-26.38088
232.83131,15.40903,-26.084269
232.83223,15.356713,-25.784751
232.83313,15.304609,-25.482404
232.83409,15.249032,-25.145884
232.835,15.197819,-24.826121
232.8359,15.146816,-24.50386
232.8368,15.096021,-24.179143
232.8377,15.045433,-23.852002
232.83861,14.995045,-23.522537
232.83951,14.944858,-23.190759
232.84042,14.894868,-22.856725
232.84132,14.84507,-22.520502
232.84222,14.795463,-22.182134
232.8432,14.742249,-21.815411
232.8441,14.693028,-21.472745
232.845,14.643986,-21.12809
232.8459,14.595122,-20.781482
232.8468,14.546432,-20.432997
232.8477,14.497913,-20.08266
232.84862,14.449562,-19.730518
232.84952,14.401374,-19.376622
232.85042,14.353482,-19.018302
232.8514,14.302457,-18.62307
232.8523,14.255234,-18.254557
232.8532,14.20816,-17.884675
232.8541,14.161231,-17.513433
232.855,14.114442,-17.140877
232.8559,14.06779,-16.767072
232.85681,14.021271,-16.39206
232.85771,13.974881,-16.015896
232.85861,13.928617,-15.638599
232.85951,13.882474,-15.260237
232.86049,13.832915,-14.851589
232.86139,13.787012,-14.471128
232.86229,13.74122,-14.089734
232.86319,13.695534,-13.70742
232.86409,13.649951,-13.324256
232.865,13.604467,-12.940258
232.8659,13.559077,-12.555512
232.8668,13.513778,-12.170014
232.8677,13.469048,-11.774944
232.86868,13.420983,-11.348612
232.86958,13.376432,-10.952233
232.87048,13.331953,-10.555443
232.87138,13.287543,-10.158262
232.8723,13.243197,-9.7607422
232.8732,13.198912,-9.3629311
232.8741,13.154684,-8.9648671
232.875,13.110509,-8.5665861
232.8759,13.066383,-8.1681356
232.8768,13.022302,-7.7695332
232.87778,12.974877,-7.3401612
232.87868,12.930877,-6.9414245
232.87958,12.886912,-6.5426593
232.8805,12.842976,-6.1439197
232.8814,12.799066,-5.7452478
232.8823,12.755178,-5.3466709
232.8832,12.711309,-4.9482347
232.8841,12.667696,-4.5440637
232.885,12.624215,-4.137172
232.88597,12.577392,-3.6994117
232.88687,12.533913,-3.2933691
232.88777,12.49043,-2.8877845
232.88869,12.446937,-2.4827229
232.88959,12.403433,-2.0781973
232.89049,12.359911,-1.6742677
232.89139,12.31637,-1.2709771
233.07167,1.8783004,14.826154
233.07257,1.8312855,14.474064
233.07355,1.7808283,14.092264
233.07445,1.7341372,13.735405
233.07535,1.6875956,13.376338
233.07625,1.641201,13.015136
233.07826,1.5382177,12.201991
233.07916,1.492274,11.834305
233.08006,1.4464621,11.46474
233.08098,1.4007786,11.093349
233.08188,1.35522,10.720225
233.08278,1.309781,10.34538
233.08368,1.2643582,9.9716664
233.08458,1.2186435,9.6074883
233.08556,1.1695348,9.2135066
233.08646,1.1240411,8.8460639
233.08736,1.0786485,8.4771394
233.08826,1.0333524,8.1067778
233.08917,0.98815006,7.7350206
233.09007,0.94303764,7.3619294
233.09097,0.89801117,6.9875672
233.09187,0.85306807,6.6119749
233.09277,0.8082034,6.2351945
233.09375,0.75997172,5.8281766
233.09465,0.71525915,5.4491106
233.09555,0.67061449,5.0690308
233.09645,0.62603299,4.6879713
233.09737,0.58151098,4.3059811
233.09827,0.53704606,3.9231331
233.09917,0.49263348,3.5394622
233.10007,0.4482683,3.1550053
233.10097,0.40369951,2.7757986
233.10187,0.35914075,2.3966197
233.10284,0.31119549,1.9875801
233.10374,0.26670874,1.6071389
233.10466,0.22225105,1.2261607
233.10556,0.17781814,0.84471129
233.10736,0.089014178,0.080523398
233.10826,0.04463412,-0.30212017
233.10916,0.00026558427,-0.6850575
233.11008,23.955903,-1.0682411
233.11104,23.90813,-1.4811298
233.11194,23.863769,-1.8646765
233.11285,23.819402,-2.2483354
233.11375,23.775025,-2.63205
233.11465,23.730637,-3.0157781
233.11555,23.686231,-3.3994666
233.11646,23.641804,-3.7830852
233.11736,23.597202,-4.1623195
233.11827,23.552464,-4.5383688
233.11917,23.507694,-4.9141566
233.12013,23.45944,-5.3185552
233.12105,23.414591,-5.693722
233.12195,23.3697,-6.0684874
233.12285,23.324761,-6.4428386
233.12375,23.279772,-6.816725
233.12465,23.234729,-7.1900765
233.12555,23.189627,-7.5628673
233.12646,23.144465,-7.9350447
233.12737,23.099237,-8.3065588
233.12833,23.050452,-8.7058545
233.12924,23.005077,-9.07585
233.13014,22.959625,-9.4450332
233.13104,22.914092,-9.8133705
233.13194,22.868477,-10.180781
233.13284,22.822774,-10.547246
233.13374,22.77689,-10.910935
233.13466,22.730682,-11.268866
233.13556,22.684377,-11.625673
233.13646,22.63797,-11.981326
233.13744,22.587878,-12.362981
233.13834,22.541251,-12.716054
233.13924,22.494514,-13.067815
233.14014,22.447662,-13.418224
233.14104,22.400693,-13.767211
233.14194,22.353604,-14.114737
233.14285,22.30639,-14.46076
233.14375,22.259049,-14.805215
233.14465,22.211577,-15.148064
233.14563,22.160304,-15.515421
233.14653,22.112552,-15.854755
233.14743,22.064658,-16.192332
233.14833,22.016621,-16.528079
233.14923,21.968439,-16.86195
233.15015,21.920107,-17.1939
233.15105,21.871413,-17.515031
233.15195,21.82256,-17.833805
233.15285,21.773552,-18.150468
233.15375,21.724388,-18.464951
233.15472,21.671262,-18.801161
233.15562,21.621763,-19.11099
233.15652,21.5721,-19.418481
233.15742,21.522269,-19.723623
233.15834,21.47227,-20.02633
233.15924,21.422099,-20.32655
233.16014,21.371755,-20.624244
233.16104,21.321236,-20.919349
233.16194,21.27054,-21.21182
233.16292,21.215744,-21.523785
233.16382,21.164675,-21.8106
233.16472,21.113421,-22.094635
233.16562,21.061985,-22.375803
233.16653,21.010362,-22.65406
233.16743,20.958393,-22.923156
233.16833,20.906156,-23.18603
233.16924,20.853736,-23.445789
233.17014,20.801131,-23.702393
233.17104,20.748342,-23.95579
233.17201,20.691282,-24.22504
233.17291,20.638107,-24.471619
233.17381,20.584743,-24.71483
233.17473,20.531194,-24.954637
233.17563,20.477457,-25.19099
233.17653,20.423535,-25.423811
233.17743,20.369423,-25.653095
233.17833,20.315128,-25.878751
233.17923,20.260645,-26.100751
233.1802,20.201766,-26.335674
233.1811,20.146899,-26.549925
233.182,20.09185,-26.760358
233.18292,20.036617,-26.966929
233.18382,19.981128,-27.166201
233.18472,19.925324,-27.355277
233.18562,19.869349,-27.540286
233.18652,19.813206,-27.7212
233.18742,19.756896,-27.89799
233.18834,19.700421,-28.07059
233.1893,19.63942,-28.251766
233.1902,19.582612,-28.415579
233.19112,19.525646,-28.575086
233.19202,19.468526,-28.730259
233.19292,19.411255,-28.881078
233.19382,19.353835,-29.027472
233.19472,19.296271,-29.169441
233.19562,19.238565,-29.306929
233.19653,19.180721,-29.439889
233.1975,19.118276,-29.578031
233.19841,19.060156,-29.701527
233.19931,19.00191,-29.820441
233.20021,18.943537,-29.934177
233.20111,18.885004,-30.032201
233.20201,18.82637,-30.125489
233.20291,18.767639,-30.214032
233.20383,18.708814,-30.297815
233.20473,18.649903,-30.376842
233.20563,18.590908,-30.451065
233.2066,18.527288,-30.525619
233.2075,18.468138,-30.589864
233.2084,18.408919,-30.649261
233.2093,18.349638,-30.703844
233.2102,18.2903,-30.753576
233.2111,18.23091,-30.798443
233.21202,18.171474,-30.838457
233.21292,18.111994,-30.873615
233.21382,18.052479,-30.903913
233.2148,17.988354,-30.9311
233.2157,17.92878,-30.9513
233.2166,17.869188,-30.966616
233.2175,17.809566,-30.964468
233.2184,17.749947,-30.95294
233.2193,17.690345,-30.936484
233.22021,17.630769,-30.915163
233.22112,17.571219,-30.888953
233.22202,17.511702,-30.857901
233.22292,17.452226,-30.822031
233.22389,17.388223,-30.778047
233.2248,17.328845,-30.732233
233.2257,17.269521,-30.681696
233.2266,17.210256,-30.626424
233.2275,17.151056,-30.566472
233.22841,17.091925,-30.501883
233.22931,17.032867,-30.432665
233.23021,16.973888,-30.358871
233.23111,16.914991,-30.280512
233.23209,16.851662,-30.191106
233.23299,16.79295,-30.103406
233.23389,16.734334,-30.011289
233.23479,16.675817,-29.914756
233.23569,16.617403,-29.813878
233.2366,16.559096,-29.708664
233.2375,16.500899,-29.599192
233.2384,16.442816,-29.485484
233.2393,16.384849,-29.367581
233.2402,16.327003,-29.245528
233.24118,16.264844,-29.109482
233.24208,16.207256,-28.978967
233.24298,16.149796,-28.844427
233.2439,16.092467,-28.705931
233.2448,16.035272,-28.563522
233.2457,15.978212,-28.417237
233.2475,15.864508,-28.113248
233.2484,15.807868,-27.95566
233.24937,15.747031,-27.781836
233.25027,15.690732,-27.614401
233.25117,15.634888,-27.427332
233.25209,15.57921,-27.236824
233.25299,15.523696,-27.042959
233.25389,15.468347,-26.845785
233.25479,15.413166,-26.645349
233.25569,15.358149,-26.441746
233.25659,15.303299,-26.235
233.25757,15.244416,-26.00892
233.25847,15.18991,-25.795889
233.25937,15.135569,-25.579933
233.26028,15.081394,-25.361069
233.26118,15.027382,-25.139421
233.26208,14.973535,-24.914993
233.26299,14.919849,-24.687904
233.26389,14.866326,-24.458165
233.26479,14.812963,-24.225863
233.2657,14.759759,-23.991029
233.26666,14.70264,-23.735401
233.26756,14.649991,-23.485703
233.26848,14.597558,-23.23145
233.26938,14.545286,-22.975013
233.27028,14.493174,-22.716388
233.27118,14.44122,-22.455702
233.27208,14.389423,-22.192964
233.27298,14.337778,-21.928274
233.2739,14.286286,-21.661679
233.27486,14.230999,-21.372531
233.27576,14.179814,-21.102198
233.27667,14.128772,-20.830135
233.27757,14.077872,-20.556436
233.27847,14.027112,-20.28113
233.27937,13.976487,-20.004323
233.28027,13.925998,-19.726004
233.28117,13.875638,-19.446314
233.28209,13.825409,-19.165229
233.28299,13.775304,-18.882879
233.28395,13.72167,-18.570062
233.28487,13.672191,-18.270774
233.28577,13.622837,-17.970387
233.28667,13.573603,-17.668976
233.28757,13.524487,-17.366619
233.28847,13.475485,-17.063339
233.28937,13.426594,-16.759231
233.29028,13.37781,-16.454341
233.29118,13.32913,-16.148734
233.29216,13.276819,-15.818862
233.29306,13.228346,-15.511948
233.29396,13.179966,-15.204478
233.29486,13.131677,-14.896517
233.29576,13.083476,-14.588141
233.29666,13.035358,-14.279381
233.29758,12.987322,-13.970288
233.29848,12.939362,-13.660946
233.29938,12.891478,-13.35137
233.30028,12.843725,-13.039168
233.30125,12.792851,-12.683589
233.30215,12.745683,-12.353369
233.30305,12.698582,-12.023157
233.30396,12.651544,-11.693019
233.30486,12.604564,-11.363014
233.30577,12.557639,-11.033202
233.30667,12.510766,-10.703638
233.30757,12.46394,-10.374398
233.30847,12.417159,-10.045517
233.30945,12.366824,-9.691813
233.31035,12.320123,-9.3638745
233.31125,12.273455,-9.0364761
233.31215,12.226816,-8.7096812
233.31305,12.180204,-8.3835275
233.31396,12.133615,-8.058083
233.31487,12.087044,-7.7334117
233.31577,12.04049,-7.4095401
233.50215,1.7500399,1.745854
233.50305,1.7027413,1.4622925
233.50395,1.6554978,1.1766784
233.50493,1.6046807,0.86694665
233.50583,1.5575459,0.57735724
233.50673,1.5104593,0.28592863
233.50764,1.4634178,-0.0072565181
233.50854,1.4164191,-0.30218489
233.50945,1.3694612,-0.59875501
233.51035,1.3225405,-0.89691004
233.51125,1.2756549,-1.1966202
233.51215,1.2288008,-1.4978114
233.51312,1.1783749,-1.8237339
233.51402,1.131578,-2.1277752
233.51492,1.0848042,-2.4331086
233.51584,1.038051,-2.7396694
233.51674,0.99128457,-3.0463057
233.51764,0.94417723,-3.3408121
233.51854,0.89708516,-3.6364965
233.51944,0.850006,-3.9332911
233.52034,0.80293795,-4.2311231
233.52126,0.75587602,-4.5299657
233.52222,0.70519907,-4.8528534
233.52313,0.65814344,-5.1535556
233.52403,0.61108549,-5.4550949
233.52493,0.56402191,-5.7573983
233.52583,0.51695116,-6.0603797
233.52673,0.46986787,-6.3640053
233.52763,0.42277069,-6.6682017
233.52855,0.3756561,-6.9729208
233.52945,0.32852017,-7.278072
233.53041,0.27773126,-7.6071486
233.53133,0.23054127,-7.9130586
233.53223,0.18332119,-8.2192018
233.53313,0.13606656,-8.5255612
233.53639,23.963761,-9.5930383
233.5373,23.915986,-9.8876419
233.5382,23.868165,-10.182194
233.5391,23.820295,-10.476621
233.54,23.772372,-10.770869
233.54097,23.7207,-11.087506
233.54187,23.672659,-11.381175
233.54277,23.624555,-11.674507
233.54369,23.576387,-11.967392
233.54459,23.52815,-12.259795
233.54549,23.479842,-12.551626
233.54639,23.43146,-12.842849
233.54729,23.382999,-13.133385
233.54819,23.334459,-13.423165
233.54916,23.282091,-13.734326
233.55006,23.233349,-14.021472
233.55098,23.184219,-14.296864
233.55188,23.135004,-14.571349
233.55278,23.085701,-14.844852
233.55368,23.036306,-15.117326
233.55458,22.986819,-15.388691
233.55548,22.937236,-15.658891
233.5564,22.887555,-15.927861
233.5573,22.837772,-16.195549
233.55826,22.784045,-16.482301
233.55917,22.734045,-16.747101
233.56007,22.683937,-17.010412
233.56097,22.633717,-17.272172
233.56187,22.583385,-17.532309
233.56277,22.532937,-17.790771
233.56367,22.482371,-18.047477
233.56459,22.431686,-18.30237
233.56549,22.380879,-18.555375
233.56645,22.326024,-18.825669
233.5684,22.215415,-19.338162
233.5693,22.163843,-19.571735
233.57028,22.10817,-19.820915
233.57118,22.056342,-20.05006
233.57208,22.004391,-20.276962
233.57298,21.952314,-20.501577
233.57388,21.900109,-20.723833
233.5748,21.847774,-20.943674
233.5757,21.795311,-21.161036
233.5766,21.742716,-21.375846
233.5775,21.689991,-21.58804
233.57848,21.633062,-21.813584
233.57938,21.580061,-22.020163
233.58028,21.526926,-22.223947
233.58118,21.473658,-22.424851
233.58208,21.420257,-22.622818
233.583,21.366721,-22.817802
233.5839,21.312866,-23.002927
233.5848,21.25877,-23.180734
233.5857,21.204549,-23.355453
233.5866,21.150206,-23.527042
233.58757,21.091544,-23.708256
233.58847,21.036944,-23.873155
233.58937,20.982224,-24.034756
233.59027,20.927383,-24.192986
233.59119,20.872422,-24.347804
233.59209,20.817343,-24.49915
233.59299,20.762148,-24.646966
233.59389,20.706836,-24.791211
233.59479,20.651411,-24.931812
233.59576,20.591595,-25.079108
233.59666,20.535938,-25.211993
233.59756,20.480172,-25.341086
233.59846,20.4243,-25.466333
233.59938,20.368324,-25.587676
233.60028,20.312235,-25.702013
233.60118,20.256031,-25.805469
233.60208,20.199737,-25.905001
233.60298,20.143362,-26.000601
233.60388,20.086903,-26.092189
233.60486,20.026014,-26.186313
233.60576,19.969396,-26.269481
233.60667,19.912705,-26.348543
233.60757,19.855946,-26.423444
233.60847,19.79912,-26.494156
233.60938,19.742233,-26.560657
233.61028,19.685286,-26.622886
233.61118,19.628285,-26.680837
233.61208,19.571231,-26.734446
233.61305,19.509736,-26.787337
233.61395,19.452587,-26.831875
233.61487,19.395399,-26.871999
233.61577,19.338176,-26.90768
233.61667,19.280921,-26.938907
233.61757,19.223551,-26.956334
233.61847,19.166166,-26.96932
233.61937,19.108771,-26.977868
233.62029,19.05137,-26.981978
233.62119,18.993966,-26.981615
233.62215,18.932149,-26.976233
233.62306,18.874754,-26.96655
233.62396,18.817372,-26.952382
233.62486,18.760003,-26.933707
233.62576,18.702654,-26.910496
233.62666,18.64533,-26.882779
233.62756,18.588033,-26.850497
233.62848,18.530769,-26.813702
233.62938,18.473543,-26.772377
233.63034,18.41196,-26.722761
233.6323,18.288957,-26.607777
233.6332,18.231932,-26.547205
233.63417,18.170617,-26.468491
233.63507,18.113756,-26.389494
233.63597,18.056969,-26.306107
233.63687,18.00026,-26.218319
233.63777,17.943632,-26.126215
233.63869,17.887091,-26.029751
233.63959,17.830638,-25.928961
233.64049,17.774276,-25.823843
233.64139,17.718009,-25.714427
233.64236,17.657525,-25.591828
233.64326,17.601467,-25.473555
233.64417,17.545514,-25.351053
233.64507,17.489669,-25.224329
233.64597,17.433936,-25.093406
233.64688,17.378318,-24.958346
233.64778,17.322816,-24.819122
233.64868,17.267431,-24.675773
233.64958,17.212171,-24.528337
233.65048,17.157143,-24.372195
233.65146,17.09813,-24.19531
233.65236,17.04347,-24.026986
233.65326,16.988946,-23.854871
233.65416,16.934559,-23.678894
233.65508,16.880311,-23.499186
233.65598,16.826202,-23.315698
233.65688,16.772236,-23.128519
233.65778,16.718413,-22.937682
233.65868,16.664734,-22.743208
233.65965,16.607088,-22.529748
233.66055,16.553711,-22.32784
233.66145,16.500481,-22.122431
233.66235,16.447399,-21.913524
233.66327,16.394465,-21.701194
233.66417,16.34168,-21.485464
233.66507,16.289045,-21.266348
233.66597,16.236559,-21.043958
233.66687,16.184251,-20.81667
233.66777,16.132187,-20.580816
233.66875,16.076289,-20.323381
233.66965,16.024539,-20.081189
233.67056,15.972941,-19.836006
233.67146,15.921492,-19.587875
233.67236,15.870193,-19.336846
233.67326,15.819043,-19.08296
233.67416,15.768041,-18.826271
233.67506,15.717185,-18.566814
233.67598,15.666476,-18.304619
233.67694,15.612029,-18.019277
