# GET [h], theta [deg], phi [deg]
230.557,38.454225,47.855832
230.55792,37.890159,47.113781
230.55882,37.333775,46.34766
230.55972,36.785444,45.556784
230.56062,36.245512,44.740404
230.56152,35.714361,43.897806
230.56242,35.192373,43.0283
230.56334,34.679993,42.131214
230.56424,34.177602,41.205777
230.56514,33.685652,40.251395
230.56612,33.165323,39.193245
230.56702,32.674604,38.197622
230.56792,32.195367,37.170163
230.56882,31.728103,36.110239
230.56972,31.273356,35.017286
230.57062,30.831668,33.890795
230.57153,30.403629,32.730418
230.57243,29.989789,31.535811
230.57333,29.59075,30.306794
230.57431,29.178275,28.94471
230.57521,28.811901,27.644164
230.57611,28.462217,26.309524
230.57701,28.129819,24.941189
230.57791,27.815327,23.53978
230.57883,27.519354,22.106111
230.57973,27.242485,20.641154
230.58063,26.9853,19.146227
230.58153,26.748375,17.622762
230.58243,26.532236,16.072456
230.5834,26.323293,14.375111
230.5843,26.151884,12.775471
230.5852,26.002698,11.155618
230.5861,25.876092,9.518154
230.58702,25.772418,7.8658341
230.58792,25.691907,6.20148
230.58882,25.634797,4.5281325
230.58972,25.601224,2.8490003
230.59062,25.591269,1.1672463
230.5916,25.60697,-0.64311303
230.5925,25.646056,-2.3200878
230.5934,25.708592,-3.9897994
230.5943,25.794423,-5.6491663
230.59521,25.903284,-7.2952386
230.59612,26.034881,-8.9251348
230.59702,26.188865,-10.536213
230.59792,26.364842,-12.125964
230.59882,26.562336,-13.692068
230.59972,26.780881,-15.23249
230.6007,27.020688,-16.878276
230.6016,27.257677,-18.385081
230.6025,27.514668,-19.863593
230.60341,27.791089,-21.31236
230.60431,28.086361,-22.730237
230.60521,28.399898,-24.116158
230.60611,28.731084,-25.469455
230.60701,29.079332,-26.789465
230.60791,29.443999,-28.075836
230.60889,29.854388,-29.423205
230.60979,30.251241,-30.639033
230.61069,30.662674,-31.820984
230.6116,31.088096,-32.969191
230.6125,31.526938,-34.083973
230.6134,31.978628,-35.165709
230.6143,32.442626,-36.214893
230.6152,32.918417,-37.232059
230.6161,33.405459,-38.217814
230.61702,33.898845,-39.180717
230.61798,34.43432,-40.198105
230.6189,34.94218,-41.112569
230.6198,35.459863,-41.998664
230.6207,35.986901,-42.857051
230.6216,36.522916,-43.688462
230.6225,37.067488,-44.493634
230.6234,37.620269,-45.273306
230.6243,38.180869,-46.028194
230.62521,38.748952,-46.759053
230.62617,39.368752,-47.520096
230.62709,39.951332,-48.203329
230.62799,40.540457,-48.864762
230.62889,41.135825,-49.505055
230.62979,41.737136,-50.124884
230.63069,42.344166,-50.724936
230.63159,42.956635,-51.305817
230.6325,43.574317,-51.868191
230.6334,44.196293,-52.413934
230.63431,44.814386,-52.958142
230.63528,45.485464,-53.525444
230.63618,46.113454,-54.035401
230.63708,46.745926,-54.529667
230.63799,47.382656,-55.008736
230.63889,48.023518,-55.473134
230.63979,48.668335,-55.923301
230.6407,49.316921,-56.359686
230.6416,49.969159,-56.782762
230.6425,50.624902,-57.192931
230.64348,51.334809,-57.620687
230.64438,51.997361,-58.00534
230.64528,52.663017,-58.378315
230.64618,53.331643,-58.739933
230.64708,54.003111,-59.090589
230.64798,54.677346,-59.4306
230.6489,55.354194,-59.76028
230.6498,56.033595,-60.079958
230.6507,56.70928,-60.39989
230.6516,57.385604,-60.713398
230.65257,58.116719,-61.040765
230.65347,58.798053,-61.335511
230.65437,59.481686,-61.621602
230.65527,60.16753,-61.899304
230.65617,60.855498,-62.168819
230.65709,61.545504,-62.430399
230.65799,62.237513,-62.684248
230.65889,62.931447,-62.930589
230.65979,63.627224,-63.169587
230.66077,64.378503,-63.419019
230.66167,65.077945,-63.643425
230.66257,65.779025,-63.861061
230.66347,66.48172,-64.072118
230.66437,67.185982,-64.27675
230.66528,67.891728,-64.475109
230.66618,68.598934,-64.667346
230.66708,69.304573,-64.85802
230.66798,70.008143,-65.048061
230.66888,70.713159,-65.232396
230.66986,71.473993,-65.424675
230.67076,72.181886,-65.597569
230.67166,72.891118,-65.76513
230.67258,73.601602,-65.927482
230.67348,74.313339,-66.084714
230.67438,75.026296,-66.236936
230.67528,75.740402,-66.384253
230.67618,76.455646,-66.526748
230.67708,77.171997,-66.664516
230.67805,77.944623,-66.807691
230.67896,78.663133,-66.935915
230.67986,79.382636,-67.05966
230.68077,80.1031,-67.17901
230.68167,80.824524,-67.294016
230.68257,81.546847,-67.404766
230.68347,82.269313,-67.512163
230.68437,82.98851,-67.620216
230.68527,83.708647,-67.724226
230.68625,84.485153,-67.831766
230.68715,85.207071,-67.927534
230.68805,85.929846,-68.019411
230.68896,86.653392,-68.107444
230.68987,87.37775,-68.191664
230.69077,88.102851,-68.272131
230.69167,88.828715,-68.348875
230.69257,89.555267,-68.421929
230.69347,90.28254,-68.491305
230.69438,91.010449,-68.557062
230.69534,91.795123,-68.62385
230.69624,92.524386,-68.68213
230.69716,93.254231,-68.736862
230.69806,93.984693,-68.788048
230.69896,94.715719,-68.835705
230.69986,95.447293,-68.879848
230.70076,96.173915,-68.923179
230.70166,96.900084,-68.963578
230.70258,97.626779,-69.000548
230.70354,98.409994,-69.036543
230.70444,99.137783,-69.0664
230.70535,99.866046,-69.092839
230.70625,100.5948,-69.115842
230.70715,101.32399,-69.135404
230.70805,102.05364,-69.151517
230.70895,102.78371,-69.164165
230.70985,103.51416,-69.173338
230.71077,104.245,-69.179
230.71167,104.97621,-69.181148
230.71265,105.76406,-69.179474
230.71355,106.49598,-69.174211
230.71445,107.22822,-69.165325
230.71535,107.96075,-69.152796
230.71625,108.69357,-69.136576
230.71715,109.42374,-69.117295
230.71805,110.15165,-69.094863
230.71896,110.87982,-69.068654
230.71986,111.60823,-69.038625
230.72084,112.39289,-69.001948
230.72174,113.12174,-68.963813
230.72264,113.85075,-68.921645
230.72354,114.57993,-68.875397
230.72444,115.30926,-68.824998
230.72534,116.03872,-68.770362
230.72626,116.76825,-68.711397
230.72716,117.49789,-68.648022
230.72806,118.22759,-68.580136
230.72896,118.95733,-68.507621
230.72993,119.74323,-68.42425
230.73083,120.47299,-68.341805
230.73174,121.20271,-68.254381
230.73264,121.93239,-68.161851
230.73354,122.66099,-68.063253
230.73445,123.38611,-67.956502
230.73535,124.11108,-67.844182
230.73625,124.83587,-67.726142
230.73715,125.56044,-67.602206
230.73813,126.34048,-67.461922
230.73903,127.06452,-67.325122
230.73993,127.78826,-67.181804
230.74083,128.51166,-67.031754
230.74173,129.23468,-66.874744
230.74265,129.95727,-66.710516
230.74355,130.67942,-66.538793
230.74445,131.40109,-66.359293
230.74535,132.12221,-66.171727
230.74625,132.84276,-65.975778
230.74722,133.61801,-65.754976
230.74812,134.33719,-65.540505
230.74902,135.05563,-65.316537
230.74992,135.77327,-65.08265
230.75084,136.4846,-64.834297
230.75174,137.19451,-64.574771
230.75264,137.90339,-64.303957
230.75354,138.61117,-64.021326
230.75444,139.31776,-63.72633
230.75542,140.07728,-63.39412
230.75632,140.78114,-63.071486
230.75722,141.48356,-62.734517
230.75812,142.18442,-62.382491
230.75903,142.8836,-62.014636
230.75993,143.58102,-61.6301
230.76083,144.27653,-61.227997
230.76173,144.97001,-60.807373
230.76263,145.6613,-60.367198
230.76353,146.35026,-59.906372
230.76451,147.0894,-59.385648
230.76541,147.77295,-58.878051
230.76633,148.4536,-58.345894
230.76723,149.12696,-57.780221
230.76813,149.79419,-57.182069
230.76903,150.45766,-56.554448
230.76993,151.11711,-55.895552
230.77083,151.77222,-55.203405
230.77173,152.42266,-54.475903
230.7727,153.11751,-53.650355
230.7736,153.75709,-52.842093
230.77452,154.39078,-51.991029
230.77542,155.01816,-51.094339
230.77632,155.63869,-50.149093
230.77722,156.25181,-49.152056
230.77812,156.85693,-48.099861
230.77902,157.45335,-46.988875
230.77994,158.04037,-45.815349
230.78084,158.61719,-44.575188
230.7818,159.22597,-43.160315
230.78271,159.77872,-41.768237
230.96945,37.944077,67.883218
230.97035,37.232871,67.491887
230.97125,36.523798,67.083887
230.97215,35.81697,66.658277
230.97305,35.112512,66.214074
230.97395,34.410588,65.750223
230.97493,33.657678,65.227387
230.97583,32.961526,64.718985
230.97673,32.26843,64.187131
230.97765,31.578611,63.630486
230.97855,30.892248,63.047418
230.97945,30.209628,62.436382
230.98035,29.53098,61.79557
230.98125,28.856572,61.123085
230.98215,28.186746,60.416924
230.98312,27.470887,59.616219
230.98402,26.806012,58.850931
230.98492,26.144836,58.050654
230.98584,25.489453,57.207191
230.98674,24.840311,56.317554
230.98764,24.197919,55.378559
230.98854,23.562833,54.386749
230.98944,22.935658,53.338423
230.99034,22.317073,52.22963
230.99132,21.661364,50.963127
230.99222,21.063061,49.715039
230.99312,20.475854,48.392728
230.99403,19.900728,46.991197
230.99493,19.338765,45.505266
230.99583,18.791146,43.92958
230.99673,18.259172,42.25876
230.99763,17.744251,40.487386
230.99854,17.247916,38.610173
230.99945,16.771816,36.622191
231.00041,16.273183,34.391716
231.00131,15.82051,32.244504
231.00223,15.391979,29.971962
231.00313,14.989671,27.571208
231.00403,14.615773,25.040589
231.00493,14.272522,22.380547
231.00583,13.962215,19.594013
231.00673,13.687098,16.686232
231.00764,13.449353,13.66584
231.0086,13.237434,10.300356
231.00952,13.083537,7.086702
231.01042,12.972456,3.8060574
231.01132,12.905326,0.47905262
231.01222,12.882846,-2.8719276
231.01312,12.905255,-6.2234842
231.01402,12.972375,-9.5522722
231.01492,13.08349,-12.835914
231.01584,13.237521,-16.05354
231.01674,13.433024,-19.187253
231.01772,13.687907,-22.450698
231.01862,13.963617,-25.36503
231.01952,14.274714,-28.15877
231.02042,14.618944,-30.826409
231.02132,14.994041,-33.365093
231.02222,15.397761,-35.774314
231.02313,15.827913,-38.05545
231.02403,16.282451,-40.211539
231.02493,16.759364,-42.246591
231.02591,17.295881,-44.308425
231.02681,17.813559,-46.108352
231.02771,18.348363,-47.803785
231.02861,18.898855,-49.400597
231.02951,19.463713,-50.904639
231.03041,20.041728,-52.321662
231.03133,20.63178,-53.657157
231.03223,21.232938,-54.916569
231.03313,21.844237,-56.104801
231.03403,22.464871,-57.22667
231.035,23.142826,-58.365714
231.0359,23.780546,-59.363651
231.0368,24.425531,-60.307973
231.0377,25.07721,-61.20237
231.0386,25.735091,-62.050104
231.03952,26.398698,-62.854273
231.04042,27.067649,-63.617772
231.04132,27.741544,-64.343222
231.04222,28.420037,-65.03311
231.0432,29.155508,-65.738855
231.0441,29.842573,-66.361889
231.045,30.533331,-66.955795
231.0459,31.227594,-67.52238
231.0468,31.925085,-68.063277
231.04771,32.625606,-68.580049
231.04861,33.328985,-69.074088
231.04951,34.035052,-69.546758
231.05042,34.743634,-69.999248
231.05132,35.454608,-70.432727
231.05229,36.222755,-70.879491
231.05319,36.938228,-71.276774
231.0541,37.655681,-71.658065
231.055,38.37502,-72.02425
231.05591,39.096119,-72.37607
231.05681,39.818924,-72.714321
231.05771,40.543324,-73.03969
231.05861,41.269242,-73.352793
231.05951,41.996601,-73.654269
231.06049,42.781446,-73.966574
231.06139,43.511577,-74.245663
231.06229,44.242948,-74.514758
231.0632,44.97549,-74.774331
231.0641,45.709166,-75.024812
231.065,46.443919,-75.266635
231.0659,47.179698,-75.500162
231.0668,47.916462,-75.725786
231.0677,48.654151,-75.943838
231.0686,49.392765,-76.154645
231.06958,50.189129,-76.373919
231.07048,50.929483,-76.570657
231.0714,51.670613,-76.76103
231.0723,52.412517,-76.945324
231.0732,53.155154,-77.123759
231.0741,53.8985,-77.296583
231.075,54.642514,-77.464009
231.0759,55.387173,-77.626241
231.07681,56.132454,-77.783496
231.07777,56.935752,-77.947466
231.07867,57.682256,-78.094925
231.07959,58.429313,-78.237932
231.08049,59.176926,-78.376659
231.08139,59.925057,-78.511237
231.08229,60.673692,-78.641828
231.08319,61.422815,-78.768558
231.08409,62.172404,-78.891565
231.085,62.922442,-79.010968
231.0859,63.672926,-79.12688
231.08687,64.481607,-79.247947
231.08778,65.232973,-79.356987
231.08868,65.984725,-79.462859
231.08958,66.736863,-79.565679
231.09048,67.489375,-79.665535
231.09138,68.242253,-79.762513
231.09229,68.995463,-79.856703
231.0932,69.749024,-79.948173
231.0941,70.502927,-80.037017
231.09506,71.31519,-80.129827
231.09598,72.069737,-80.213422
231.09688,72.824604,-80.294606
231.09778,73.579766,-80.373433
231.09868,74.335214,-80.449957
231.09958,75.090935,-80.524249
231.10048,75.846936,-80.596358
231.1014,76.603204,-80.666339
231.1023,77.359698,-80.73425
231.1032,78.116503,-80.800115
231.10417,78.931754,-80.868844
231.10507,79.68904,-80.93065
231.10597,80.446529,-80.990566
231.10687,81.204271,-81.048623
231.10777,81.962207,-81.10487
231.10867,82.720393,-81.159326
231.10959,83.478736,-81.212056
231.11049,84.237336,-81.263056
231.11139,84.99613,-81.312384
231.11237,85.813468,-81.363659
231.11327,86.572657,-81.409585
231.11417,87.332013,-81.453919
231.11507,88.091567,-81.496681
231.11597,88.851281,-81.537906
231.11688,89.611171,-81.5776
231.11778,90.37123,-81.615781
231.11868,91.131452,-81.652493
231.11958,91.89184,-81.687742
231.12048,92.65239,-81.721528
231.12146,93.471593,-81.756324
231.12236,94.232448,-81.787161
231.12326,94.993443,-81.816597
231.12416,95.754587,-81.844639
231.12508,96.515852,-81.871309
231.12598,97.277279,-81.896594
231.12688,98.038816,-81.920535
231.12778,98.800504,-81.943105
231.12868,99.562307,-81.96434
231.12965,100.38284,-81.985706
231.13055,101.14489,-82.004154
231.13145,101.90707,-82.021265
231.13235,102.66936,-82.037051
231.13327,103.43174,-82.051498
231.13417,104.19425,-82.064622
231.13507,104.95685,-82.0764
231.13597,105.71957,-82.086841
231.13687,106.48238,-82.095945
231.13777,107.24528,-82.103691
231.13875,108.06698,-82.110537
231.13965,108.83009,-82.115467
231.14055,109.59328,-82.119023
231.14146,110.35655,-82.121191
231.14236,111.11992,-82.121972
231.14326,111.88336,-82.121328
231.14417,112.64688,-82.119266
231.14507,113.41047,-82.115755
231.14597,114.17415,-82.110785
231.14694,114.99664,-82.103769
231.14784,115.76046,-82.09569
231.14874,116.52434,-82.086074
231.14966,117.28827,-82.074913
231.15056,118.05228,-82.062147
231.15146,118.81634,-82.047772
231.15236,119.58045,-82.031743
231.15326,120.34461,-82.014023
231.15416,121.10883,-81.994584
231.15508,121.87308,-81.973369
231.15604,122.69618,-81.948513
231.15695,123.46052,-81.923492
231.15785,124.2249,-81.896553
231.15875,124.98931,-81.867662
231.15965,125.75375,-81.836752
231.16055,126.51822,-81.80374
231.16145,127.28271,-81.76859
231.16235,128.04722,-81.731219
231.16327,128.81172,-81.691562
231.16423,129.63508,-81.646182
231.16515,130.3996,-81.601504
231.16605,131.16414,-81.554256
231.16695,131.92551,-81.501355
231.16785,132.67964,-81.438748
231.16875,133.43369,-81.373085
231.16965,134.18768,-81.304256
231.17056,134.94158,-81.232095
231.17146,135.6954,-81.156484
231.17242,136.50711,-81.070972
231.17334,137.26071,-80.987628
231.17424,138.01422,-80.900282
231.17514,138.76761,-80.808729
231.17604,139.52087,-80.712772
231.17694,140.27399,-80.612166
231.17784,141.02698,-80.506686
231.17876,141.77977,-80.396014
231.17966,142.53242,-80.279921
231.18056,143.28489,-80.158039
231.18153,144.09501,-80.019934
231.18243,144.84704,-79.884957
231.18333,145.59885,-79.743045
231.18423,146.34734,-79.572619
231.18513,147.09544,-79.393507
231.18604,147.84314,-79.205179
231.18695,148.5904,-79.006985
231.18785,149.3372,-78.798244
231.18875,150.0835,-78.578138
231.18973,150.8866,-78.327487
231.19063,151.63174,-78.081064
231.19153,152.37625,-77.820404
231.19243,153.12007,-77.544366
231.19333,153.86316,-77.251664
231.19423,154.60544,-76.940882
231.19514,155.34684,-76.610396
231.19604,156.08729,-76.258441
231.19695,156.82669,-75.882984
231.19785,157.56494,-75.48177
231.19882,158.35857,-75.01793
231.19972,159.09405,-74.554621
231.20062,159.82796,-74.056461
231.20152,160.55852,-73.494741
231.20242,161.28574,-72.870197
231.3918,41.761005,63.521391
231.39272,41.094286,63.023241
231.39362,40.431342,62.507586
231.39458,39.721869,61.931856
231.3955,39.067437,61.377463
231.3964,38.417404,60.803118
231.3973,37.772004,60.207936
231.3982,37.13146,59.591015
231.3991,36.496045,58.951396
231.4,35.866004,58.288048
231.40091,35.235643,57.611093
231.40181,34.609703,56.910843
231.40277,33.942382,56.126537
231.40369,33.32942,55.368978
231.40459,32.723226,54.581862
231.40549,32.124198,53.763924
231.40639,31.532731,52.913793
231.40729,30.949263,52.03007
231.40819,30.374233,51.111362
231.4091,29.808119,50.156136
231.41,29.251447,49.162952
231.4109,28.70475,48.130288
231.41188,28.127826,46.972317
231.41278,27.60373,45.852824
231.41368,27.091475,44.689245
231.41458,26.591744,43.480127
231.41548,26.105234,42.224054
231.41638,25.632714,40.919823
231.4173,25.169192,39.572343
231.4182,24.715435,38.179672
231.4191,24.277821,36.734545
231.42007,23.825632,35.118786
231.42097,23.424413,33.562566
231.42188,23.042146,31.952325
231.42278,22.679757,30.288156
231.42368,22.338213,28.570555
231.42458,22.018475,26.800503
231.42549,21.721491,24.979324
231.42639,21.448193,23.108987
231.42729,21.199488,21.192011
231.42819,20.976235,19.231315
231.42917,20.765208,17.075151
231.43007,20.59732,15.035938
231.43097,20.457145,12.965828
231.43187,20.345227,10.870115
231.43279,20.262029,8.7543202
231.43369,20.205165,6.6241101
231.43459,20.166666,4.4830039
231.43549,20.157639,2.3372082
231.43639,20.178116,0.19313874
231.43736,20.233034,-2.1065895
231.43826,20.314298,-4.2268091
231.43916,20.424346,-6.3261785
231.44006,20.562692,-8.399117
231.44098,20.728766,-10.440353
231.44188,20.921903,-12.445199
231.44278,21.141318,-14.409431
231.44368,21.386225,-16.329492
231.44458,21.655716,-18.202152
231.44548,21.948877,-20.025037
231.44646,22.289976,-21.930237
231.44736,22.629254,-23.644038
231.44826,22.989253,-25.303687
231.44917,23.368974,-26.908678
231.45007,23.76748,-28.458924
231.45097,24.175645,-29.97455
231.45187,24.600193,-31.439097
231.45277,25.041251,-32.850828
231.45367,25.497977,-34.210672
231.45465,26.006372,-35.618241
231.45555,26.492963,-36.873834
231.45645,26.992734,-38.081223
231.45737,27.504954,-39.24184
231.45827,28.028934,-40.357209
231.45917,28.564029,-41.428846
231.46007,29.10959,-42.458326
231.46097,29.665035,-43.447195
231.46187,30.229811,-44.397
231.46278,30.803389,-45.309295
231.46375,31.430374,-46.251528
231.46465,32.020703,-47.09068
231.46556,32.618383,-47.896806
231.46646,33.223039,-48.671333
231.46736,33.830191,-49.427471
231.46826,34.440908,-50.162872
231.46916,35.057839,-50.870224
231.47006,35.680646,-51.55072
231.47098,36.308998,-52.20547
231.47194,36.991584,-52.883069
231.47285,37.630598,-53.487779
231.47375,38.274316,-54.069932
231.47466,38.922516,-54.630476
231.47556,39.574953,-55.170312
231.47646,40.231436,-55.690291
231.47736,40.891729,-56.191247
231.47827,41.555651,-56.673929
231.47917,42.223047,-57.139109
231.48007,42.893714,-57.587467
231.48105,43.619461,-58.052315
231.48195,44.296439,-58.467897
231.48285,44.976232,-58.86863
231.48375,45.657196,-59.258692
231.48465,46.336796,-59.644284
231.48555,47.019007,-60.016548
231.48647,47.703666,-60.37597
231.48737,48.390735,-60.723019
231.48827,49.080035,-61.058155
231.48924,49.824795,-61.406251
231.49014,50.518471,-61.718001
231.49104,51.214137,-62.019096
231.49194,51.911649,-62.309906
231.49284,52.610985,-62.590781
231.49374,53.31201,-62.86206
231.49466,54.014672,-63.124071
231.49556,54.718913,-63.377111
231.49646,55.424662,-63.621466
231.49736,56.131828,-63.85743
231.49834,56.89495,-64.102443
231.49924,57.6049,-64.321773
231.50014,58.316118,-64.533479
231.50104,59.02532,-64.749065
231.50194,59.735675,-64.957715
231.50285,60.447269,-65.159275
231.50375,61.16005,-65.353948
231.50465,61.873958,-65.541911
231.50555,62.588964,-65.723377
231.50653,63.360107,-65.911713
231.50743,64.077211,-66.080194
231.50833,64.795272,-66.242688
231.50923,65.514241,-66.399322
231.51013,66.23407,-66.550252
231.51105,66.954751,-66.69563
231.51195,67.676239,-66.835562
231.51285,68.3985,-66.970196
231.51375,69.121497,-67.099623
231.51465,69.845198,-67.223983
231.51563,70.625317,-67.352353
231.51653,71.350391,-67.466508
231.51743,72.074074,-67.580302
231.51833,72.797389,-67.691667
231.51924,73.521328,-67.798434
231.52014,74.245881,-67.900687
231.52104,74.971,-67.998507
231.52194,75.696686,-68.091967
231.52284,76.422902,-68.181154
231.52382,77.205572,-68.272461
231.52472,77.932797,-68.352951
231.52562,78.660505,-68.429349
231.52654,79.388628,-68.501726
231.52744,80.11719,-68.570109
231.52834,80.846147,-68.63457
231.52924,81.575471,-68.695154
231.53014,82.30516,-68.751883
231.53104,83.035174,-68.804826
231.53195,83.765497,-68.854006
231.53291,84.552327,-68.902785
231.53381,85.282308,-68.945978
231.53473,86.01085,-68.988693
231.53563,86.739659,-69.027775
231.53653,87.468784,-69.063241
231.53743,88.198148,-69.095133
231.53833,88.927742,-69.123449
231.53923,89.657564,-69.148219
231.54015,90.387561,-69.169444
231.5411,91.173953,-69.188349
231.542,91.904334,-69.202245
231.54292,92.634839,-69.212616
231.54382,93.365491,-69.219464
231.54472,94.096258,-69.222788
231.54562,94.827122,-69.22258
231.54652,95.558062,-69.218836
231.54742,96.28907,-69.211541
231.54834,97.020098,-69.200688
231.54924,97.751169,-69.186254
231.5502,98.538348,-69.166792
231.55112,99.266191,-69.147404
231.55202,99.994058,-69.124397
231.55292,100.7219,-69.097751
231.55382,101.44972,-69.067451
231.55472,102.17749,-69.03344
231.55562,102.90519,-68.995709
231.55653,103.63279,-68.954189
231.55743,104.36031,-68.90885
231.5584,105.14364,-68.855702
231.55931,105.87087,-68.802278
231.56021,106.59794,-68.744876
231.56111,107.32483,-68.683437
231.56201,108.05152,-68.617912
231.56291,108.77799,-68.548212
231.56381,109.50421,-68.474283
231.56473,110.23014,-68.396048
231.56563,110.95581,-68.313412
231.56653,111.68117,-68.226318
231.5675,112.46,-68.127704
231.5684,113.18199,-68.031448
231.5693,113.90361,-67.930465
231.5702,114.62483,-67.824645
231.5711,115.34561,-67.713882
231.57202,116.06594,-67.598058
231.57292,116.78578,-67.477042
231.57382,117.50513,-67.35071
231.57472,118.22392,-67.21893
231.5757,118.99736,-67.070755
231.5766,119.71493,-66.927176
231.5775,120.43186,-66.777694
231.5784,121.1481,-66.622115
231.5793,121.86365,-66.460281
231.58022,122.57841,-66.291999
231.58112,123.29241,-66.117073
231.58202,124.00557,-65.935282
231.58292,124.71785,-65.746428
231.5839,125.48286,-65.534422
231.5848,126.19079,-65.329085
231.5857,126.89768,-65.115949
231.5866,127.6035,-64.894763
231.5875,128.30817,-64.665229
231.58841,129.01164,-64.427053
231.58931,129.71386,-64.179935
231.59021,130.41477,-63.923538
231.59111,131.11427,-63.65751
231.59201,131.81233,-63.381493
231.59299,132.56236,-63.072626
231.59389,133.25714,-62.77461
231.59479,133.95022,-62.465345
231.59569,134.64151,-62.144366
231.5966,135.33093,-61.811221
231.5975,136.01835,-61.465381
231.5984,136.70371,-61.106326
231.5993,137.38687,-60.733479
231.6002,138.0675,-60.346005
231.60118,138.79291,-59.906612
231.60208,139.46376,-59.482282
231.60298,140.13182,-59.041503
231.60388,140.79696,-58.583568
231.6048,141.45898,-58.107685
231.6057,142.11774,-57.613007
231.6066,142.77306,-57.098676
231.6075,143.42473,-56.563769
231.6084,144.07256,-56.007307
231.6093,144.71631,-55.428282
231.61028,145.40476,-54.778244
231.61118,146.03928,-54.148795
231.61208,146.66897,-53.493279
231.61299,147.2935,-52.810399
231.61389,147.91261,-52.098823
231.61479,148.52594,-51.357161
231.61569,149.13315,-50.58394
231.6166,149.73385,-49.777633
231.6175,150.32454,-48.931844
231.61847,150.95114,-47.978531
231.61937,151.52474,-47.05376
231.62029,152.08989,-46.08912
231.62119,152.64607,-45.08277
231.62209,153.19271,-44.032868
231.62299,153.72921,-42.937535
231.62389,154.25493,-41.79489
231.62479,154.76918,-40.603036
231.6257,155.27125,-39.360101
231.6266,155.76037,-38.064255
231.62756,156.27171,-36.60753
231.62848,156.73131,-35.196382
231.62938,157.17535,-33.727337
231.63028,157.6029,-32.199157
231.63118,158.01298,-30.610835
231.63208,158.40461,-28.961697
231.63298,158.77673,-27.251385
231.80591,47.732337,59.859413
231.80681,46.948401,59.417896
231.80771,46.16827,58.958583
231.80869,45.332612,58.44316
231.80959,44.561036,57.944369
231.81049,43.793928,57.425244
231.81139,43.031527,56.884865
231.81229,42.274095,56.322247
231.8132,41.521913,55.736401
231.8141,40.775257,55.126192
231.815,40.03446,54.490546
231.8159,39.299854,53.828234
231.81688,38.520216,53.088931
231.81778,37.889278,52.484726
231.81868,37.263515,51.857939
231.81958,36.643191,51.207601
231.82048,36.028604,50.532765
231.8214,35.420039,49.832417
231.8223,34.81779,49.105482
231.8232,34.22224,48.350892
231.8241,33.633733,47.567542
231.825,33.052638,46.754282
231.82597,32.435602,45.843671
231.82687,31.871239,44.96451
231.82777,31.315596,44.05175
231.82867,30.769155,43.104144
231.82959,30.232442,42.120471
231.83049,29.705954,41.09946
231.83139,29.190257,40.039902
231.83229,28.685945,38.940598
231.83319,28.193618,37.800407
231.83417,27.666051,36.543181
231.83507,27.184654,35.337759
231.83597,26.716792,34.087338
231.83687,26.263198,32.790834
231.83778,25.824631,31.447431
231.83868,25.401865,30.056345
231.83958,24.995717,28.617087
231.84048,24.607023,27.129362
231.84138,24.236604,25.593092
231.84229,23.885347,24.008603
231.84326,23.529468,22.248908
231.84416,23.220739,20.566404
231.84506,22.933782,18.838565
231.84598,22.669459,17.067282
231.84688,22.428554,15.254643
231.84778,22.211842,13.403366
231.84868,22.020041,11.516562
231.84958,21.853817,9.597811
231.85048,21.713746,7.651018
231.85146,21.592756,5.5282291
231.85236,21.508562,3.5376221
231.85327,21.451836,1.5334411
231.85417,21.422773,-0.47922703
231.85507,21.421509,-2.4949249
231.85597,21.448042,-4.508403
231.85687,21.502265,-6.5142418
231.85777,21.58399,-8.5072666
231.85867,21.692896,-10.482497
231.85959,21.828576,-12.435125
231.86055,22.004081,-14.507693
231.86147,22.193703,-16.399759
231.86237,22.408344,-18.256898
231.86327,22.647303,-20.075976
231.86417,22.909788,-21.854203
231.86507,23.195031,-23.589319
231.86597,23.502184,-25.279563
231.86688,23.82956,-26.924513
231.86778,24.159783,-28.545776
231.86874,24.537727,-30.240242
231.86966,24.908477,-31.765119
231.87056,25.297466,-33.243006
231.87146,25.703875,-34.673961
231.87236,26.126876,-36.05815
231.87326,26.565693,-37.396096
231.87416,27.019573,-38.688488
231.87508,27.487741,-39.936062
231.87598,27.969523,-41.139859
231.87688,28.464202,-42.300889
231.87785,29.010623,-43.504719
231.87875,29.53004,-44.58065
231.87965,30.060463,-45.617484
231.88055,30.601281,-46.616463
231.88145,31.151987,-47.578927
231.88235,31.712037,-48.506102
231.88327,32.28096,-49.399285
231.88417,32.851295,-50.270994
231.88507,33.427376,-51.11532
231.88605,34.056553,-51.990857
231.88695,34.648527,-52.773751
231.88785,35.247589,-53.528808
231.88875,35.853352,-54.25709
231.88965,36.465508,-54.959639
231.89055,37.083745,-55.637483
231.89146,37.707767,-56.291596
231.89236,38.337284,-56.922927
231.89326,38.972064,-57.532419
231.89417,39.611824,-58.120886
231.89514,40.306117,-58.732101
231.89604,40.955518,-59.279602
231.89694,41.609244,-59.80858
231.89784,42.267081,-60.31979
231.89874,42.928845,-60.813899
231.89966,43.594349,-61.291592
231.90056,44.259839,-61.759564
231.90146,44.924114,-62.220315
231.90236,45.59189,-62.666419
231.90334,46.314753,-63.131085
231.90424,46.989329,-63.548508
231.90514,47.666975,-63.952921
231.90604,48.347545,-64.344786
231.90695,49.030951,-64.724585
