# GET [h], theta [deg], phi [deg]
262.20258,57.274551,-139.67267
262.20346,57.297201,-139.64417
262.20438,57.319873,-139.61569
262.2053,57.34256,-139.58722
262.20618,57.365272,-139.5588
262.20715,57.389761,-139.52821
262.20807,57.412509,-139.49982
262.20895,57.435291,-139.47147
262.20987,57.458076,-139.44314
262.21075,57.4809,-139.41483
262.21167,57.503727,-139.38655
262.21255,57.526586,-139.3583
262.21347,57.54946,-139.33006
262.2144,57.572361,-139.30184
262.21527,57.595275,-139.27367
262.21625,57.619979,-139.24335
262.21716,57.632845,-139.22279
262.21805,57.620486,-139.22116
262.21896,57.608138,-139.21952
262.21985,57.595789,-139.2179
262.22076,57.583433,-139.21626
262.22168,57.571083,-139.21462
262.22256,57.558729,-139.21302
262.22348,57.546365,-139.21138
262.22446,57.533061,-139.20963
262.22534,57.520693,-139.20801
262.22626,57.508337,-139.20639
262.22714,57.495983,-139.20478
262.22806,57.483613,-139.20315
262.22897,57.471253,-139.20153
262.22986,57.458878,-139.19991
262.23077,57.446523,-139.1983
262.23166,57.43416,-139.19669
262.23257,57.421785,-139.19508
262.23355,57.408466,-139.19335
262.23444,57.400286,-139.18905
262.23535,57.392194,-139.18469
262.23624,57.384091,-139.18034
262.23715,57.376002,-139.17598
262.23807,57.367911,-139.17161
262.23895,57.359807,-139.16726
262.23987,57.351716,-139.16289
262.24075,57.343611,-139.15854
262.24173,57.334891,-139.15384
262.24265,57.326803,-139.14947
262.24353,57.318703,-139.14512
262.24445,57.31061,-139.14074
262.24536,57.302503,-139.13638
262.24625,57.294401,-139.13201
262.24716,57.286312,-139.12764
262.24805,57.278203,-139.12328
262.24896,57.270106,-139.11891
262.24985,57.262003,-139.11454
262.25082,57.289768,-139.11436
262.25174,57.336064,-139.11678
262.25262,57.382346,-139.11924
262.25354,57.428616,-139.12172
262.25446,57.474872,-139.12424
262.25534,57.521114,-139.12681
262.25626,57.567345,-139.12941
262.25714,57.613568,-139.13204
262.25806,57.659773,-139.13471
262.25903,57.709503,-139.13763
262.25992,57.755683,-139.14038
262.26083,57.801838,-139.14316
262.26175,57.847985,-139.14597
262.26263,57.894132,-139.14883
262.26355,57.940253,-139.15172
262.26443,57.986356,-139.15465
262.26535,58.032448,-139.15761
262.26624,58.078527,-139.16062
262.26715,58.110606,-139.17444
262.26813,58.107569,-139.21836
262.26904,58.104785,-139.25914
262.26993,58.10203,-139.29993
262.27084,58.099307,-139.34072
262.27173,58.096615,-139.38151
262.27264,58.093944,-139.4223
262.27353,58.091317,-139.46311
262.27444,58.088707,-139.5039
262.27536,58.086136,-139.54471
262.2763,58.083404,-139.58865
262.27722,58.080887,-139.62946
262.27814,58.078403,-139.67027
262.27902,58.075953,-139.71108
262.27994,58.07353,-139.75189
262.28082,58.071136,-139.79272
262.28174,58.06879,-139.83353
262.28265,58.066458,-139.87435
262.28354,58.064153,-139.91518
262.28445,58.02717,-139.89577
262.28543,57.986498,-139.87345
262.28632,57.948715,-139.85272
262.28723,57.910926,-139.83199
262.28812,57.873118,-139.81128
262.28903,57.835292,-139.79055
262.28992,57.797472,-139.76984
262.29083,57.759621,-139.74912
262.29175,57.721768,-139.72841
262.29263,57.683904,-139.7077
262.2936,57.64311,-139.68541
262.29453,57.605217,-139.66469
262.2975,57.479789,-139.59623
262.2984,57.441846,-139.57554
262.29932,57.403888,-139.55484
262.3002,57.365923,-139.53416
262.30112,57.360728,-139.52284
262.302,57.356252,-139.51172
262.30298,57.351433,-139.49975
262.3039,57.34697,-139.48862
262.30478,57.3425,-139.47748
262.3057,57.338039,-139.46635
262.3066,57.333564,-139.45521
262.3075,57.329099,-139.44405
262.3084,57.324646,-139.4329
262.3093,57.320182,-139.42175
262.3102,57.315733,-139.41058
262.3111,57.311273,-139.39942
262.31207,57.306479,-139.38738
262.313,57.302016,-139.3762
262.3139,57.29757,-139.36501
262.3148,57.293114,-139.35383
262.3157,57.288674,-139.34263
262.3166,57.284224,-139.33143
262.3175,57.298358,-139.34632
262.3184,57.321603,-139.374
262.3193,57.344849,-139.40168
262.32028,57.369897,-139.43149
262.32117,57.393149,-139.45916
262.32208,57.416389,-139.48683
262.323,57.439643,-139.51449
262.32388,57.462902,-139.54216
262.3248,57.486149,-139.56982
262.32568,57.509396,-139.59749
262.3266,57.532656,-139.62514
262.3275,57.555898,-139.65279
262.3284,57.579152,-139.68044
262.32938,57.604203,-139.71022
262.3303,57.627452,-139.73785
262.33118,57.650706,-139.7655
262.3321,57.673955,-139.79313
262.33298,57.697216,-139.82077
262.3339,57.711556,-139.83742
262.33478,57.710246,-139.83482
262.3357,57.70895,-139.83219
262.3366,57.707651,-139.82957
262.33755,57.706251,-139.82676
262.33847,57.704956,-139.82413
262.3394,57.703661,-139.82149
262.34027,57.70236,-139.81886
262.3412,57.70107,-139.81622
262.34207,57.699762,-139.81359
262.343,57.698463,-139.81093
262.3439,57.697175,-139.80829
262.3448,57.695879,-139.80564
262.3457,57.694583,-139.80298
262.34668,57.693186,-139.80011
262.34756,57.691893,-139.79745
262.34848,57.690592,-139.79478
262.34937,57.689304,-139.79211
262.35028,57.68701,-139.78753
262.35117,57.667539,-139.75025
262.35208,57.648078,-139.71298
262.353,57.628642,-139.6757
262.35388,57.609206,-139.6384
262.35486,57.588293,-139.59824
262.35577,57.568879,-139.56092
262.35666,57.549487,-139.5236
262.35757,57.530092,-139.48626
262.35846,57.51072,-139.44894
262.35938,57.491349,-139.4116
262.3603,57.471994,-139.37424
262.36118,57.45265,-139.33688
262.3621,57.433312,-139.29952
262.36307,57.412503,-139.25926
262.36395,57.393198,-139.22188
262.36487,57.373886,-139.18448
262.36575,57.354603,-139.14708
262.36667,57.335319,-139.10966
262.36758,57.339735,-139.11991
262.36847,57.352158,-139.14625
262.3694,57.364579,-139.17256
262.37027,57.377013,-139.19889
262.3712,57.389442,-139.22518
262.37216,57.402844,-139.25351
262.37305,57.415294,-139.2798
262.37396,57.427743,-139.30607
262.37485,57.440211,-139.33234
262.37576,57.452676,-139.35859
262.37668,57.465142,-139.38484
262.37756,57.477619,-139.41108
262.37848,57.490112,-139.4373
262.37936,57.502608,-139.46354
262.38034,57.516068,-139.49176
262.38126,57.528582,-139.51795
262.38214,57.541088,-139.54415
262.38306,57.553601,-139.57032
262.38397,57.574168,-139.5868
262.38486,57.604936,-139.59099
262.38577,57.63571,-139.59517
262.38666,57.666471,-139.59938
262.38757,57.697237,-139.60359
262.38846,57.727984,-139.60783
262.38943,57.761101,-139.6124
262.39035,57.791828,-139.61666
262.39124,57.822565,-139.62094
262.39215,57.853284,-139.62522
262.39307,57.884002,-139.62952
262.39395,57.914707,-139.63384
262.39487,57.94541,-139.63818
262.39575,57.976113,-139.64253
262.39667,58.006796,-139.64689
262.39764,58.039833,-139.6516
262.39853,58.070508,-139.65599
262.39944,58.10117,-139.66039
262.40036,58.124118,-139.6612
262.40125,58.096326,-139.63825
262.40216,58.06853,-139.61529
262.40305,58.04074,-139.59234
262.40396,58.012947,-139.56936
262.40485,57.985136,-139.54639
262.40576,57.957327,-139.5234
262.40674,57.927382,-139.49865
262.40765,57.899557,-139.47565
262.40854,57.871743,-139.45265
262.40945,57.843911,-139.42965
262.41034,57.816078,-139.40663
262.41125,57.788252,-139.38361
262.41214,57.760404,-139.36059
262.41306,57.73256,-139.33756
262.41397,57.704701,-139.31451
262.41492,57.67471,-139.28969
262.41583,57.646849,-139.26664
262.41675,57.618988,-139.24358
262.41763,57.598499,-139.23499
262.41855,57.579597,-139.22944
262.41943,57.560683,-139.22392
262.42035,57.541759,-139.21839
262.42126,57.522842,-139.21286
262.42215,57.503922,-139.20733
262.42307,57.485,-139.2018
262.42404,57.464607,-139.19585
262.42493,57.445676,-139.19032
262.42584,57.426748,-139.18479
262.42673,57.407814,-139.17927
262.42764,57.388878,-139.17374
262.42853,57.369929,-139.16822
262.42944,57.350985,-139.1627
262.43036,57.332034,-139.15717
262.43124,57.313081,-139.15164
262.43222,57.292675,-139.14568
262.43314,57.273723,-139.14016
262.43402,57.265698,-139.14099
262.43494,57.267885,-139.14775
262.43582,57.270065,-139.15452
262.43674,57.272267,-139.16128
262.43765,57.274453,-139.16803
262.43854,57.276653,-139.17479
262.43945,57.278842,-139.18155
262.44034,57.281032,-139.1883
262.4413,57.283395,-139.19558
262.44223,57.285591,-139.20232
262.4431,57.287784,-139.20908
262.44403,57.28999,-139.21581
262.44492,57.292179,-139.22256
262.44583,57.294383,-139.2293
262.44675,57.296575,-139.23604
262.44763,57.298779,-139.24278
262.44855,57.300969,-139.24951
262.44952,57.303345,-139.25676
262.4504,57.305553,-139.26283
262.45132,57.307818,-139.26634
262.4522,57.310063,-139.26987
262.45313,57.312335,-139.27338
262.45404,57.31459,-139.27689
262.45493,57.316843,-139.2804
262.45584,57.319112,-139.28391
262.45673,57.321366,-139.28742
262.45764,57.323625,-139.29092
262.45862,57.326055,-139.29469
262.4595,57.328309,-139.29819
262.46042,57.330572,-139.30169
262.46133,57.332833,-139.30518
262.46222,57.335091,-139.30867
262.46313,57.337352,-139.31217
262.46402,57.339613,-139.31565
262.46494,57.341875,-139.31914
262.46582,57.344143,-139.32262
262.4668,57.346577,-139.32637
262.4677,57.347888,-139.33136
262.4686,57.349088,-139.3365
262.4695,57.350287,-139.34166
262.47043,57.351492,-139.34679
262.4713,57.352695,-139.35195
262.47223,57.353913,-139.35708
262.4731,57.355106,-139.36223
262.47403,57.356318,-139.36736
262.47495,57.357525,-139.37249
262.4759,57.358822,-139.37803
262.4768,57.360035,-139.38315
262.47772,57.361243,-139.38828
262.4786,57.362448,-139.39341
262.47952,57.363657,-139.39853
262.4804,57.364869,-139.40366
262.48132,57.366079,-139.40878
262.4822,57.367283,-139.4139
262.48312,57.368503,-139.41902
262.4841,57.37052,-139.42413
262.485,57.372942,-139.42858
262.4859,57.375373,-139.43303
262.48682,57.377792,-139.43746
262.4877,57.38022,-139.44192
262.48862,57.382647,-139.44635
262.4895,57.385061,-139.45079
262.49042,57.387497,-139.45522
262.49133,57.389915,-139.45965
262.49222,57.392344,-139.46409
262.4932,57.394951,-139.46885
262.4941,57.397388,-139.47328
262.495,57.399813,-139.4777
262.4959,57.402232,-139.48211
262.4968,57.404657,-139.48654
262.4977,57.407084,-139.49095
262.4986,57.40951,-139.49536
262.4995,57.411942,-139.49978
262.50043,57.422242,-139.49864
262.5014,57.465419,-139.47496
262.5023,57.505523,-139.45302
262.5032,57.545639,-139.43113
262.5041,57.585773,-139.4093
262.505,57.625916,-139.38751
262.5059,57.66607,-139.36578
262.5068,57.706242,-139.3441
262.50772,57.746427,-139.32246
262.5086,57.786614,-139.30089
262.50952,57.826823,-139.27936
262.5105,57.870125,-139.25623
262.51138,57.910358,-139.23482
262.5123,57.950596,-139.21344
262.51318,57.990854,-139.19212
262.5141,58.031125,-139.17085
262.515,58.071395,-139.14963
262.5159,58.111677,-139.12846
262.5168,58.151984,-139.10734
262.5177,58.151286,-139.11789
262.51868,58.145707,-139.13299
262.5196,58.14053,-139.147
262.52048,58.135359,-139.16102
262.5214,58.130196,-139.17504
262.52228,58.125024,-139.18907
262.5232,58.119864,-139.20308
262.5241,58.114709,-139.21709
262.525,58.109561,-139.23112
262.5259,58.104422,-139.24515
262.5268,58.099273,-139.25917
262.52777,58.093746,-139.27427
262.5287,58.088619,-139.28829
262.52957,58.083486,-139.30234
262.5305,58.078365,-139.31635
262.5314,58.073251,-139.33039
262.5323,58.06813,-139.34441
262.5332,58.063025,-139.35844
262.5341,58.057574,-139.37189
262.535,58.051887,-139.38495
262.53598,58.04577,-139.39901
262.53687,58.040092,-139.41206
262.53778,58.03442,-139.42512
262.53867,58.028747,-139.43817
262.53958,58.023083,-139.45124
262.5405,58.017417,-139.46429
262.54138,58.011767,-139.47737
262.5423,58.006116,-139.49042
262.54318,58.000462,-139.50349
262.5441,57.994821,-139.51655
262.54507,57.988748,-139.53061
262.54596,57.983103,-139.54369
262.54688,57.977475,-139.55675
262.5478,57.971843,-139.56982
262.54868,57.966215,-139.5829
262.5496,57.960612,-139.59596
262.55048,57.955045,-139.60964
262.5514,57.949654,-139.62481
262.55228,57.944263,-139.63999
262.55325,57.938464,-139.65634
262.55417,57.933092,-139.67151
262.55508,57.927716,-139.68668
262.55597,57.922345,-139.70187
262.5569,57.916985,-139.71704
262.55777,57.911619,-139.73224
262.5587,57.906272,-139.74741
262.55957,57.900929,-139.7626
262.5605,57.89558,-139.77779
262.56146,57.889829,-139.79415
262.56235,57.884502,-139.80934
262.56326,57.879181,-139.82453
262.56418,57.873854,-139.83971
262.56506,57.868538,-139.85493
262.56598,57.863227,-139.87011
262.56686,57.857917,-139.88531
262.56778,57.845753,-139.88534
262.5687,57.833431,-139.88504
262.56958,57.821113,-139.88474
262.57056,57.807848,-139.88441
262.57147,57.795524,-139.8841
262.57236,57.783198,-139.88381
262.57327,57.770874,-139.88351
262.57416,57.75855,-139.88321
262.57507,57.746226,-139.88291
262.57596,57.7339,-139.88262
262.57687,57.72158,-139.88232
262.5778,57.709253,-139.88202
262.57874,57.695973,-139.88171
262.57965,57.683651,-139.88141
262.58057,57.671322,-139.88111
262.58145,57.658992,-139.88083
262.58237,57.646655,-139.88053
262.58325,57.634326,-139.88025
262.58417,57.621413,-139.85893
262.58508,57.608229,-139.8273
262.58597,57.59506,-139.79567
262.58688,57.581883,-139.76403
262.58786,57.567722,-139.72994
262.58875,57.554583,-139.6983
262.58966,57.541446,-139.66664
262.59055,57.528321,-139.63499
262.59146,57.515207,-139.60331
262.59235,57.502096,-139.57164
262.59326,57.489001,-139.53996
262.59418,57.475928,-139.50827
262.59506,57.462853,-139.47659
262.59604,57.448777,-139.44245
262.59695,57.435729,-139.41075
262.59784,57.422678,-139.37905
262.59875,57.409643,-139.34734
262.59964,57.396625,-139.31562
262.60056,57.386936,-139.29135
262.60147,57.383082,-139.28016
262.60236,57.379234,-139.26899
262.60327,57.375402,-139.2578
262.60416,57.371558,-139.24661
262.60513,57.367418,-139.23457
262.60605,57.363588,-139.22337
262.60693,57.359742,-139.21218
262.60785,57.355907,-139.20098
262.60876,57.352077,-139.18978
262.60965,57.348236,-139.17859
262.61057,57.344403,-139.16739
262.61145,57.34057,-139.1562
262.61237,57.336746,-139.14499
262.61334,57.332625,-139.13293
262.61423,57.328793,-139.12174
262.61514,57.32497,-139.11053
262.61603,57.321152,-139.09933
262.61694,57.317785,-139.08921
262.61786,57.322337,-139.0976
262.61874,57.326889,-139.10599
262.61966,57.331433,-139.11437
262.62054,57.335982,-139.12276
262.62146,57.340542,-139.13114
262.62244,57.345442,-139.14017
262.62332,57.349993,-139.14855
262.62424,57.354541,-139.15692
262.62515,57.359097,-139.16529
262.62604,57.363654,-139.17367
262.62695,57.368216,-139.18203
262.62784,57.372771,-139.1904
262.62875,57.377318,-139.19876
262.62964,57.381883,-139.20712
262.6306,57.386789,-139.21613
262.63153,57.391351,-139.22447
262.63242,57.395906,-139.23283
262.63333,57.400466,-139.24118
262.63425,57.406395,-139.2475
262.63513,57.412776,-139.25315
262.63605,57.419157,-139.25879
262.63693,57.425537,-139.26443
262.63785,57.431919,-139.27006
262.63876,57.438305,-139.27571
262.6397,57.445183,-139.28178
262.64063,57.451553,-139.2874
262.64154,57.457946,-139.29302
262.64243,57.464326,-139.29865
262.64334,57.47071,-139.30427
262.64423,57.477096,-139.30989
262.64514,57.483477,-139.3155
262.64603,57.48986,-139.32112
262.64694,57.496244,-139.32672
262.64792,57.503113,-139.33276
262.64883,57.509494,-139.33836
262.64972,57.515874,-139.34396
262.65063,57.525703,-139.34754
262.65152,57.539885,-139.34856
262.65244,57.55408,-139.34957
262.65332,57.568267,-139.3506
262.65424,57.582456,-139.35163
262.65515,57.596634,-139.35265
262.65604,57.610822,-139.35368
262.657,57.626097,-139.35481
262.65793,57.640271,-139.35585
262.6588,57.654452,-139.3569
262.65973,57.668632,-139.35793
262.6606,57.682819,-139.359
262.66153,57.696987,-139.36005
262.66245,57.711161,-139.3611
262.66333,57.725337,-139.36217
262.66425,57.739514,-139.36324
262.66522,57.754766,-139.36439
262.6661,57.768937,-139.36547
262.66702,57.783632,-139.36686
262.6679,57.801732,-139.37035
262.66882,57.819837,-139.37384
262.6697,57.837935,-139.37734
262.67062,57.856038,-139.38083
262.67154,57.874129,-139.38433
262.67242,57.89221,-139.38784
262.67334,57.910311,-139.39134
262.67432,57.929791,-139.39513
262.6752,57.947877,-139.39865
262.67612,57.965955,-139.40218
262.677,57.984039,-139.40571
262.67792,58.002114,-139.40924
262.67883,58.020196,-139.41277
262.67972,58.038258,-139.41631
262.68063,58.056335,-139.41985
262.68152,58.074396,-139.42341
262.6825,58.093854,-139.42724
262.6834,58.111917,-139.43078
262.6843,58.111876,-139.44612
262.6852,58.107986,-139.46395
262.6861,58.1041,-139.48178
262.687,58.100215,-139.49961
262.68793,58.096351,-139.51744
262.6888,58.09249,-139.53527
262.68973,58.088631,-139.5531
262.6906,58.08478,-139.57094
262.6916,58.080639,-139.59013
262.6925,58.076798,-139.60797
262.6934,58.072974,-139.62581
262.6943,58.069148,-139.64363
262.69522,58.065328,-139.66147
262.6961,58.061518,-139.67931
262.69702,58.057705,-139.69714
262.6979,58.053917,-139.71498
262.69882,58.050128,-139.73281
262.6998,58.04605,-139.75202
262.70068,58.036103,-139.75708
262.7016,58.020411,-139.75017
262.7025,58.004686,-139.74326
262.7034,57.988987,-139.73635
262.7043,57.973279,-139.72945
262.7052,57.957561,-139.72253
262.70612,57.941856,-139.71561
262.707,57.926142,-139.70871
262.70792,57.910415,-139.70178
262.7089,57.893491,-139.69432
262.70978,57.877774,-139.68741
262.7107,57.862048,-139.68047
262.7116,57.846326,-139.67353
262.7125,57.830598,-139.66661
262.7134,57.814865,-139.65967
262.7143,57.799137,-139.65274
262.7152,57.783404,-139.6458
262.71613,57.767669,-139.63885
262.71707,57.751542,-139.62703
262.718,57.739773,-139.59929
262.7189,57.727997,-139.57157
262.7198,57.716227,-139.54382
262.7207,57.704463,-139.51609
262.7216,57.692705,-139.48834
262.7225,57.680972,-139.46059
262.7234,57.66923,-139.43284
262.7243,57.657502,-139.40508
262.72522,57.645776,-139.37732
262.72617,57.633163,-139.34741
262.72708,57.621448,-139.31965
262.728,57.609746,-139.29186
262.72888,57.598064,-139.26408
262.7298,57.586376,-139.2363
262.73068,57.574696,-139.20851
262.7316,57.563026,-139.18072
262.7325,57.55136,-139.15292
262.7334,57.539701,-139.12512
262.73438,57.537091,-139.11158
262.7353,57.536445,-139.10198
262.73618,57.535805,-139.09239
262.7371,57.53518,-139.08278
262.73798,57.534537,-139.07318
262.7389,57.533916,-139.06357
262.73978,57.533282,-139.05398
262.7407,57.532657,-139.04438
262.7416,57.532027,-139.03477
262.7425,57.531402,-139.02517
262.74347,57.530727,-139.01482
262.7444,57.530109,-139.0052
262.74527,57.52949,-138.99561
262.7462,57.528869,-138.98599
262.74707,57.528254,-138.97639
262.748,57.527636,-138.96676
262.7489,57.527021,-138.95716
262.7498,57.526405,-138.94754
262.7507,57.530632,-138.94721
262.75168,57.540037,-138.95616
262.75256,57.548779,-138.96449
262.75348,57.557509,-138.9728
262.75436,57.566252,-138.98113
262.75528,57.574993,-138.98943
262.7562,57.583732,-138.99773
262.75708,57.592469,-139.00605
262.758,57.60121,-139.01436
262.75888,57.609939,-139.02266
262.75986,57.619354,-139.0316
262.76077,57.628089,-139.03989
262.76166,57.636823,-139.0482
262.76257,57.645569,-139.05649
262.76346,57.654294,-139.06478
262.76437,57.663037,-139.07306
262.7653,57.671774,-139.08134
262.76617,57.68051,-139.08963
262.7671,57.689172,-139.09796
262.76797,57.697538,-139.10651
262.76895,57.706553,-139.11571
262.76987,57.714926,-139.12424
262.77075,57.723296,-139.13278
262.77167,57.73166,-139.14131
262.77258,57.740033,-139.14983
262.77347,57.748399,-139.15836
262.77438,57.756772,-139.16689
262.77527,57.765144,-139.17542
262.77618,57.77351,-139.18394
262.77716,57.782525,-139.1931
262.77805,57.790897,-139.20162
262.77896,57.799257,-139.21013
262.77985,57.807623,-139.21864
262.78076,57.815995,-139.22715
262.78168,57.82437,-139.23565
262.78256,57.832739,-139.24415
262.78348,57.841111,-139.25265
262.78436,57.848061,-139.26196
262.78528,57.854864,-139.27134
262.78625,57.862176,-139.28145
262.78714,57.868976,-139.29084
262.78806,57.875781,-139.30021
262.78897,57.882579,-139.30958
262.78986,57.889383,-139.31896
262.79077,57.896185,-139.32833
262.79166,57.902987,-139.33771
262.79257,57.90978,-139.34708
262.79346,57.916586,-139.35644
262.79443,57.923919,-139.36652
262.79535,57.930723,-139.37588
262.79626,57.937517,-139.38524
262.79715,57.944322,-139.3946
262.79807,57.95113,-139.40395
262.79895,57.957932,-139.41331
262.79987,57.964741,-139.42265
262.80075,57.972331,-139.43223
262.80167,57.980477,-139.44197
262.80258,57.988619,-139.45169
262.80353,57.997378,-139.46218
262.80444,58.005514,-139.4719
262.80536,58.01365,-139.48162
262.80624,58.021794,-139.49136
262.80716,58.029934,-139.50107
262.80804,58.038066,-139.51079
262.80896,58.046203,-139.52051
262.80988,58.054346,-139.53021
262.81076,58.06249,-139.53994
262.81174,58.071246,-139.55039
262.81265,58.079391,-139.5601
262.81354,58.087528,-139.5698
262.81445,58.095672,-139.5795
262.81534,58.103811,-139.58921
262.81625,58.111952,-139.5989
262.81714,58.112538,-139.6072
262.81805,58.094294,-139.612
262.81897,58.076051,-139.61679
262.81985,58.057802,-139.62158
262.82083,58.038152,-139.62674
262.82175,58.019913,-139.63153
262.82263,58.001669,-139.63632
262.82355,57.983434,-139.6411
262.82443,57.965182,-139.64589
262.82535,57.946948,-139.65066
262.82626,57.928697,-139.65544
262.82715,57.910468,-139.66022
262.82806,57.892221,-139.665
262.82904,57.872582,-139.67014
262.82993,57.854346,-139.67491
262.83084,57.836098,-139.67968
262.83173,57.81787,-139.68444
262.83264,57.799631,-139.68922
262.83353,57.781401,-139.69398
262.83444,57.75626,-139.68602
262.83536,57.730968,-139.67775
262.83624,57.705677,-139.6695
262.83716,57.68038,-139.66123
262.83813,57.653117,-139.65232
262.83902,57.627807,-139.64404
262.83994,57.602497,-139.63576
262.84082,57.577167,-139.62748
262.84174,57.551845,-139.61918
262.84265,57.526525,-139.61087
262.84354,57.501187,-139.60258
262.84445,57.47584,-139.59426
262.84534,57.450493,-139.58594
262.8463,57.423198,-139.57698
262.84723,57.397849,-139.56865
262.8481,57.372496,-139.56032
262.84903,57.347129,-139.55197
262.84995,57.321763,-139.54362
262.85083,57.308018,-139.52478
262.85175,57.299986,-139.50076
262.85263,57.291965,-139.47676
262.85355,57.283946,-139.45275
262.85443,57.275932,-139.42874
262.8554,57.267306,-139.40287
262.85632,57.259313,-139.37884
262.8572,57.251319,-139.35483
262.85812,57.24334,-139.3308
262.85904,57.23536,-139.30677
262.85992,57.227384,-139.28273
262.86084,57.219427,-139.2587
262.86172,57.211463,-139.23467
262.86264,57.203514,-139.21061
262.86362,57.194952,-139.18472
262.8645,57.187021,-139.16067
262.86542,57.179086,-139.13662
262.86633,57.171168,-139.11256
262.86722,57.181767,-139.09097
262.86813,57.224919,-139.07374
262.86902,57.268073,-139.05654
262.86993,57.311228,-139.03938
262.87082,57.354395,-139.02226
262.87173,57.39756,-139.00519
262.8727,57.444057,-138.98684
262.8736,57.487253,-138.96984
262.8745,57.53044,-138.95288
262.87543,57.573649,-138.93596
262.8763,57.616846,-138.91908
262.87723,57.660062,-138.90224
262.8781,57.703282,-138.88544
262.87903,57.746508,-138.86868
262.87994,57.789739,-138.85194
262.8809,57.836314,-138.83397
262.8818,57.879551,-138.81734
262.88272,57.922803,-138.80072
262.8836,57.963985,-138.78619
262.88452,57.969733,-138.80632
262.8854,57.975474,-138.82646
262.88632,57.981225,-138.8466
262.8872,57.986972,-138.86675
262.88812,57.99273,-138.88687
262.88904,57.998501,-138.90699
262.89,58.004707,-138.92867
262.8909,58.010482,-138.94881
262.8918,58.016261,-138.96894
262.8927,58.022043,-138.98906
262.89362,58.027837,-139.00918
262.8945,58.033615,-139.0293
262.89542,58.039418,-139.04942
262.89633,58.04522,-139.06954
262.89722,58.051028,-139.08966
262.8982,58.057287,-139.11131
262.8991,58.063105,-139.13142
262.9,58.06893,-139.15154
262.9009,58.04186,-139.19727
262.9018,58.003747,-139.25171
262.9027,57.965703,-139.30622
262.90363,57.927732,-139.36081
262.9045,57.889842,-139.41546
262.90543,57.852038,-139.47018
262.9063,57.814299,-139.52498
262.9073,57.773744,-139.58407
262.9082,57.736168,-139.63901
262.9091,57.698667,-139.69402
262.91,57.66124,-139.7491
262.9109,57.623888,-139.80426
262.9118,57.586611,-139.85947
262.91272,57.549413,-139.91477
262.9136,57.512292,-139.97014
262.91452,57.475255,-140.02556
262.9155,57.435454,-140.08534
262.91638,57.398564,-140.14092
262.9173,57.375586,-140.1698
262.91818,57.370209,-140.16466
262.9191,57.364843,-140.15949
262.92,57.359476,-140.15432
262.9209,57.354095,-140.14917
262.9218,57.348735,-140.14401
262.9227,57.343365,-140.13884
262.9236,57.337987,-140.13367
262.9246,57.332213,-140.1281
262.92548,57.326837,-140.12293
262.9264,57.321469,-140.11776
262.92728,57.316102,-140.1126
262.9282,57.310734,-140.10743
262.9291,57.305355,-140.10225
262.93,57.299991,-140.09707
262.9309,57.294625,-140.09189
262.9318,57.289244,-140.08672
262.93277,57.283468,-140.08114
262.9337,57.278171,-140.07432
262.93457,57.273369,-140.05688
262.9355,57.26858,-140.03941
262.9364,57.263785,-140.02195
262.9373,57.259011,-140.00449
262.9382,57.254227,-139.98702
262.9391,57.249449,-139.96956
262.94,57.244676,-139.95209
262.94098,57.239536,-139.93327
262.94186,57.234776,-139.9158
262.94278,57.230018,-139.89833
262.9437,57.225257,-139.88085
262.94458,57.220507,-139.86337
262.9455,57.215753,-139.8459
262.94638,57.211011,-139.82842
262.9473,57.206274,-139.81094
262.94818,57.201534,-139.79346
262.9491,57.196799,-139.77598
262.95007,57.191705,-139.75715
262.95096,57.185398,-139.73864
262.95187,57.178761,-139.71992
262.9528,57.172123,-139.7012
262.95367,57.165485,-139.68249
262.9546,57.158852,-139.66374
262.95547,57.152231,-139.64503
262.9564,57.145603,-139.62628
262.9573,57.138985,-139.60754
262.95825,57.131869,-139.58737
262.95917,57.125255,-139.56863
262.96008,57.118649,-139.54988
262.96097,57.11204,-139.53113
262.96188,57.105448,-139.51239
262.96277,57.09885,-139.49364
262.96368,57.092256,-139.47489
262.96457,57.085673,-139.45613
262.96548,57.079093,-139.43737
262.9664,57.072516,-139.4186
262.96735,57.067717,-139.40089
262.96826,57.065562,-139.38696
262.96918,57.063416,-139.37302
262.97006,57.061266,-139.35908
262.97098,57.059125,-139.34514
262.97186,57.056987,-139.33121
262.97278,57.054841,-139.31726
262.9737,57.052706,-139.30331
262.97458,57.050582,-139.28938
262.97556,57.04828,-139.27436
262.97647,57.046154,-139.26041
262.97736,57.044036,-139.24647
262.97827,57.041912,-139.23253
262.97916,57.039793,-139.21859
262.98007,57.03767,-139.20463
262.98096,57.035564,-139.19069
262.98187,57.033452,-139.17673
262.9828,57.031343,-139.16278
262.98367,57.031073,-139.15235
262.98465,57.043809,-139.16585
262.98557,57.055623,-139.17838
262.98645,57.067434,-139.19092
262.98737,57.079249,-139.20346
262.98825,57.091065,-139.216
262.98917,57.102877,-139.22853
262.99008,57.114685,-139.24106
262.99097,57.126507,-139.2536
262.99188,57.138312,-139.26612
262.99286,57.151038,-139.27962
262.99374,57.162848,-139.29216
262.99466,57.174661,-139.30468
262.99554,57.186472,-139.31721
262.99646,57.198278,-139.32973
262.99738,57.210084,-139.34226
262.99826,57.221898,-139.35478
262.99918,57.233712,-139.3673
263.00006,57.245529,-139.37983
