# GET [h], theta [deg], phi [deg]
227.11229,81.005656,126.74489
227.11327,81.030879,126.76232
227.11417,81.054285,126.7785
227.11507,81.077685,126.79468
227.11597,81.101079,126.81088
227.11688,81.124372,126.82666
227.11778,81.141655,126.8139
227.11868,81.158945,126.80115
227.11958,81.176241,126.7884
227.12048,81.19354,126.77566
227.12146,81.212178,126.76194
227.12236,81.229493,126.7492
227.12326,81.24681,126.73647
227.12416,81.264137,126.72375
227.12508,81.281467,126.71104
227.12598,81.298806,126.69832
227.12688,81.316148,126.68561
227.12778,81.333498,126.67291
227.12868,81.350852,126.66022
227.12958,81.368214,126.64752
227.13055,81.386916,126.63386
227.13145,81.404289,126.62118
227.13235,81.421667,126.60849
227.13327,81.439051,126.59582
227.13417,81.42266,126.59627
227.13507,81.392248,126.60216
227.13597,81.361843,126.60808
227.13687,81.331439,126.614
227.13777,81.301041,126.61993
227.13875,81.268305,126.62633
227.13965,81.237912,126.6323
227.14055,81.207524,126.63827
227.14146,81.177137,126.64426
227.14236,81.146755,126.65026
227.14326,81.116374,126.65627
227.14417,81.086001,126.6623
227.14507,81.055626,126.66834
227.14597,81.025258,126.6744
227.14688,80.994892,126.68047
227.14784,80.962193,126.687
227.14874,80.931837,126.69311
227.14966,80.90148,126.6992
227.15056,80.875521,126.70313
227.15146,80.856186,126.70377
227.15236,80.836851,126.70441
227.15326,80.817513,126.70505
227.15416,80.798176,126.7057
227.15508,80.778838,126.70636
227.15604,80.758015,126.70707
227.15695,80.738676,126.70773
227.15785,80.719338,126.7084
227.15875,80.7,126.70908
227.15965,80.680661,126.70975
227.16055,80.661323,126.71043
227.16145,80.641983,126.71112
227.16235,80.622644,126.71182
227.16327,80.603304,126.71252
227.16417,80.583964,126.71322
227.16515,80.563136,126.71398
227.16605,80.543795,126.7147
227.16695,80.52676,126.71535
227.16785,80.532631,126.71543
227.16875,80.538503,126.7155
227.16965,80.544378,126.71557
227.17056,80.550251,126.71565
227.17146,80.556126,126.71573
227.17236,80.561997,126.71581
227.17334,80.568324,126.71588
227.17424,80.574195,126.71596
227.17514,80.58007,126.71604
227.17604,80.585941,126.71611
227.17694,80.591813,126.71619
227.17784,80.597687,126.71626
227.17876,80.603559,126.71635
227.17966,80.609434,126.71643
227.18056,80.615306,126.71651
227.18146,80.62118,126.71658
227.18243,80.627502,126.71667
227.18333,80.633375,126.71675
227.18423,80.642902,126.71282
227.18513,80.653446,126.70778
227.18604,80.663984,126.70274
227.18695,80.67453,126.6977
227.18785,80.685071,126.69266
227.18875,80.695615,126.68762
227.18965,80.706162,126.68259
227.19063,80.717521,126.67717
227.19153,80.72807,126.67214
227.19243,80.738621,126.66712
227.19333,80.749172,126.66208
227.19423,80.759724,126.65706
227.19514,80.77028,126.65204
227.19604,80.780835,126.64702
227.19695,80.791392,126.642
227.19785,80.801951,126.63698
227.19882,80.813321,126.63158
227.19972,80.823882,126.62657
227.20062,80.824206,126.6214
227.20152,80.813255,126.61605
227.20242,80.802305,126.6107
227.20334,80.791353,126.60536
227.20424,80.780399,126.60001
227.20514,80.769443,126.59467
227.20604,80.758487,126.58933
227.20694,80.74753,126.58399
227.20792,80.735725,126.57824
227.20882,80.724764,126.57291
227.20972,80.713802,126.56757
227.21063,80.702836,126.56223
227.21153,80.691871,126.55689
227.21243,80.680906,126.55156
227.21333,80.669936,126.54623
227.21423,80.658966,126.5409
227.21513,80.647995,126.53557
227.21611,80.636177,126.52983
227.21701,80.630271,126.52368
227.21791,80.649412,126.51341
227.21883,80.668556,126.50314
227.21973,80.687707,126.49288
227.22063,80.70686,126.48263
227.22153,80.726021,126.47237
227.22243,80.745188,126.46213
227.22333,80.764359,126.4519
227.22424,80.783533,126.44167
227.2252,80.804189,126.43065
227.2261,80.823373,126.42044
227.22702,80.842564,126.41023
227.22792,80.861759,126.40002
227.22882,80.880956,126.38982
227.22972,80.900162,126.37963
227.23062,80.919372,126.36943
227.23152,80.938584,126.35925
227.23244,80.957802,126.34907
227.2334,80.978505,126.33812
227.2343,80.991364,126.33434
227.23521,81.00319,126.33159
227.23611,81.015016,126.32885
227.23701,81.026843,126.32612
227.23792,81.03867,126.32337
227.23882,81.050498,126.32063
227.23972,81.062327,126.3179
227.24063,81.074159,126.31517
227.24153,81.08599,126.31244
227.2425,81.098729,126.30949
227.24341,81.110562,126.30678
227.24431,81.122393,126.30405
227.24521,81.134226,126.30132
227.24611,81.146059,126.2986
227.24701,81.157893,126.29588
227.24791,81.169731,126.29317
227.24883,81.181565,126.29045
227.24973,81.193401,126.28774
227.2507,81.192581,126.30344
227.2516,81.179891,126.3344
227.2525,81.167217,126.36538
227.2534,81.154553,126.39634
227.2543,81.141907,126.42733
227.2552,81.129277,126.45831
227.2561,81.11666,126.4893
227.25702,81.104055,126.52029
227.25792,81.091469,126.55129
227.25882,81.078897,126.58229
227.2598,81.065368,126.61568
227.2607,81.052828,126.64669
227.2616,81.0403,126.6777
227.2625,81.027787,126.70871
227.2634,81.015287,126.73973
227.26431,81.002803,126.77076
227.26521,80.990334,126.80178
227.26611,80.977878,126.83281
227.26701,80.966504,126.86162
227.26799,80.959939,126.88079
227.26889,80.953844,126.89858
227.26979,80.947755,126.91637
227.27069,80.94167,126.93417
227.27159,80.935586,126.95197
227.2725,80.929511,126.96977
227.2734,80.923441,126.98758
227.2743,80.917375,127.00538
227.2752,80.911311,127.02318
227.27611,80.905253,127.04098
227.27708,80.898734,127.06016
227.27798,80.892682,127.07797
227.27888,80.886639,127.09577
227.27979,80.880599,127.11358
227.2807,80.874563,127.13139
227.2816,80.868531,127.1492
227.2825,80.862505,127.16701
227.2834,80.856483,127.18482
227.2843,80.855394,127.18972
227.28528,80.855082,127.19274
227.28618,80.854795,127.19555
227.28708,80.854506,127.19836
227.28798,80.854216,127.20116
227.2889,80.853928,127.20397
227.2898,80.85364,127.20677
227.2907,80.853356,127.20958
227.2916,80.853067,127.21239
227.2925,80.852779,127.21519
227.2934,80.852491,127.218
227.29437,80.852179,127.22102
227.29527,80.851892,127.22383
227.29617,80.851605,127.22664
227.29709,80.851317,127.22945
227.29799,80.85103,127.23225
227.29889,80.850743,127.23506
227.29979,80.850455,127.23786
227.30069,80.842512,127.22785
227.30159,80.828378,127.20747
227.30257,80.813148,127.18552
227.30347,80.799002,127.16513
227.30438,80.78485,127.14476
227.30528,80.770694,127.12438
227.30618,80.75653,127.10401
227.30708,80.742364,127.08363
227.30798,80.728191,127.06325
227.30888,80.714015,127.04288
227.3098,80.699831,127.02251
227.3107,80.685645,127.00214
227.31166,80.670359,126.98019
227.31258,80.656163,126.95982
227.31348,80.641958,126.93946
227.31438,80.62775,126.91908
227.31528,80.613537,126.89872
227.31618,80.59932,126.87834
227.31708,80.584581,126.85786
227.318,80.568249,126.83702
227.3189,80.551913,126.81617
227.31985,80.534314,126.79372
227.32077,80.517964,126.77288
227.32167,80.501611,126.75204
227.32257,80.485249,126.7312
227.32347,80.468882,126.71035
227.32437,80.452507,126.68952
227.32527,80.436127,126.66868
227.32619,80.419742,126.64785
227.32709,80.403347,126.62702
227.32799,80.386947,126.60618
227.32896,80.369281,126.58375
227.32986,80.352868,126.56292
227.33076,80.336451,126.54209
227.33167,80.320027,126.52127
227.33257,80.303595,126.50044
227.33347,80.28716,126.47962
227.33438,80.291948,126.48854
227.33528,80.298149,126.49943
227.33618,80.304352,126.51033
227.33716,80.311028,126.52206
227.33806,80.317229,126.53296
227.33896,80.323427,126.54386
227.33986,80.329622,126.55475
227.34138,80.340108,126.57319
227.34229,80.346301,126.58409
227.3432,80.352494,126.59498
227.3441,80.358689,126.60588
227.34506,80.365355,126.61762
227.34598,80.371544,126.62852
227.34688,80.377735,126.63941
227.34778,80.383922,126.65031
227.34868,80.390108,126.66121
227.34958,80.396297,126.6721
227.35048,80.404092,126.68464
227.3514,80.415277,126.70063
227.3523,80.426459,126.71663
227.35327,80.438498,126.73383
227.35417,80.449674,126.74983
227.35507,80.460846,126.76582
227.35597,80.472016,126.78181
227.35687,80.483182,126.7978
227.35777,80.494348,126.81379
227.35867,80.505509,126.82979
227.35959,80.516665,126.84578
227.36049,80.527819,126.86177
227.36139,80.53897,126.87776
227.36237,80.550974,126.89499
227.36327,80.562121,126.91098
227.36417,80.573264,126.92698
227.36507,80.584399,126.94298
227.36597,80.595536,126.95897
227.36688,80.606571,126.97492
227.36778,80.610996,126.98674
227.36868,80.615416,126.99857
227.36958,80.619842,127.0104
227.37056,80.624604,127.02315
227.37146,80.629029,127.03498
227.37236,80.633453,127.04681
227.37326,80.637871,127.05864
227.37416,80.642293,127.07047
227.37508,80.646715,127.08231
227.37598,80.651132,127.09413
227.37688,80.655553,127.10596
227.37778,80.659973,127.1178
227.37868,80.664392,127.12963
227.37965,80.669151,127.14237
227.38055,80.673565,127.15419
227.38145,80.677984,127.16602
227.38235,80.682401,127.17786
227.38327,80.686814,127.18969
227.38417,80.692518,127.1886
227.38507,80.698756,127.18215
227.38597,80.704993,127.1757
227.38687,80.711233,127.16925
227.38785,80.717958,127.16231
227.38875,80.724199,127.15586
227.38965,80.730442,127.14941
227.39055,80.736687,127.14297
227.39146,80.742935,127.13653
227.39236,80.74918,127.13008
227.39326,80.755428,127.12364
227.39417,80.761681,127.1172
227.39507,80.76793,127.11075
227.39597,80.774182,127.10431
227.39694,80.780915,127.09737
227.39784,80.787172,127.09094
227.39874,80.793425,127.08449
227.39966,80.799682,127.07806
227.40056,80.800891,127.07217
227.40146,80.794495,127.06709
227.40236,80.788097,127.06202
227.40326,80.781699,127.05695
227.40416,80.775299,127.05188
227.40514,80.768406,127.04641
227.40604,80.762006,127.04134
227.40695,80.755604,127.03627
227.40785,80.749203,127.0312
227.40875,80.742799,127.02612
227.40965,80.736396,127.02105
227.41055,80.729991,127.01599
227.41145,80.723588,127.01092
227.41235,80.71718,127.00584
227.41327,80.710775,127.00078
227.41423,80.703875,126.99532
227.41515,80.697465,126.99026
227.41605,80.691057,126.98518
227.41695,80.684996,126.97958
227.41785,80.682383,126.9686
227.41875,80.67977,126.95762
227.41965,80.677159,126.94663
227.42056,80.674549,126.93565
227.42146,80.671934,126.92466
227.42242,80.669121,126.91284
227.42334,80.66651,126.90186
227.42424,80.663898,126.89088
227.42514,80.661286,126.87989
227.42604,80.658672,126.86891
227.42694,80.656062,126.85793
227.42784,80.653449,126.84695
227.42876,80.650834,126.83597
227.42966,80.648224,126.82499
227.43056,80.645611,126.814
227.43153,80.642798,126.80218
227.43243,80.640184,126.79119
227.43333,80.637574,126.78021
227.43423,80.631784,126.77008
227.43513,80.625121,126.76019
227.43604,80.618456,126.7503
227.43695,80.61179,126.74041
227.43785,80.605123,126.73052
227.43875,80.598455,126.72064
227.43973,80.591268,126.70999
227.44063,80.584598,126.7001
227.44153,80.577927,126.69021
227.44243,80.571253,126.68032
227.44333,80.564579,126.67043
227.44423,80.557904,126.66054
227.44514,80.551228,126.65065
227.44604,80.544548,126.64077
227.44695,80.537868,126.63088
227.44785,80.531189,126.62099
227.44882,80.523994,126.61034
227.44972,80.517312,126.60046
227.45062,80.511488,126.58963
227.45152,80.506614,126.57776
227.45242,80.501739,126.5659
227.45334,80.496862,126.55402
227.45424,80.491983,126.54215
227.45514,80.487106,126.53028
227.45604,80.48223,126.51842
227.45702,80.476974,126.50563
227.45792,80.472095,126.49377
227.45882,80.467215,126.4819
227.45972,80.462334,126.47002
227.46063,80.457451,126.45816
227.46153,80.452569,126.44628
227.46243,80.447688,126.43442
227.46333,80.442805,126.42255
227.46423,80.43792,126.41068
227.46513,80.433034,126.3988
227.46611,80.427775,126.38603
227.46701,80.423711,126.3752
227.46791,80.423706,126.36951
227.46883,80.423706,126.36383
227.46973,80.423704,126.35815
227.47063,80.423699,126.35247
227.47153,80.423698,126.34679
227.47243,80.423698,126.34111
227.47333,80.423695,126.33543
227.4743,80.423692,126.32931
227.4752,80.423694,126.32363
227.4761,80.423692,126.31795
227.47702,80.42369,126.31227
227.47792,80.42369,126.30659
227.47882,80.423691,126.30091
227.47972,80.423688,126.29523
227.48062,80.423689,126.28954
227.48152,80.42369,126.28386
227.48244,80.42369,126.27819
227.4834,80.423691,126.27207
227.4843,80.430603,126.27908
227.48521,80.438631,126.28815
227.48611,80.446659,126.29721
227.48701,80.454684,126.30628
227.48792,80.462713,126.31535
227.48882,80.470735,126.32441
227.48972,80.47876,126.33348
227.49063,80.48678,126.34255
227.4916,80.495415,126.35232
227.4925,80.503435,126.36138
227.49341,80.51145,126.37046
227.49431,80.519465,126.37953
227.49521,80.527481,126.3886
227.49611,80.535493,126.39767
227.49701,80.543506,126.40674
227.49791,80.551514,126.41581
227.49883,80.559525,126.42489
227.49979,80.568146,126.43465
227.5007,80.574703,126.44209
227.5016,80.580082,126.44819
227.5025,80.585466,126.4543
227.5034,80.590846,126.4604
227.5043,80.596226,126.4665
227.5052,80.601607,126.47261
227.5061,80.606986,126.47872
227.50702,80.612363,126.48482
227.50792,80.617742,126.49093
227.5089,80.623533,126.49751
227.5098,80.628909,126.50361
227.5107,80.634285,126.50971
227.5116,80.639662,126.51582
227.5125,80.645038,126.52193
227.5134,80.650408,126.52804
227.51431,80.655782,126.53414
227.51521,80.661154,126.54025
227.51611,80.666528,126.54636
227.51709,80.67211,126.55481
227.51799,80.676649,126.56851
227.51889,80.68119,126.58224
227.51979,80.685731,126.59595
227.52069,80.69027,126.60967
227.52159,80.694806,126.62339
227.5225,80.699345,126.6371
227.5234,80.703883,126.65083
227.5243,80.708421,126.66453
227.5252,80.712958,126.67826
227.52618,80.717843,126.69303
227.52708,80.722378,126.70675
227.52798,80.726915,126.72046
227.52888,80.73145,126.73418
227.52979,80.735984,126.74789
227.5307,80.740516,126.76161
227.5316,80.745052,126.77533
227.5325,80.749583,126.78905
227.5334,80.754116,126.80276
227.53438,80.757858,126.81209
227.53528,80.761177,126.82001
227.53618,80.764493,126.82793
227.53708,80.767811,126.83585
227.53798,80.771126,126.84378
227.5389,80.774443,126.85168
227.5398,80.77776,126.85961
227.5407,80.781074,126.86753
227.5416,80.784391,126.87545
227.5425,80.787704,126.88336
227.54347,80.791274,126.89189
227.54437,80.79459,126.89981
227.54527,80.797903,126.90773
227.54617,80.801218,126.91565
227.54709,80.804534,126.92357
227.54799,80.807843,126.93149
227.54889,80.811158,126.93941
227.54979,80.814469,126.94733
227.55069,80.821164,126.95373
227.55167,80.831318,126.95931
227.55257,80.840747,126.96449
227.55347,80.850173,126.96967
227.55438,80.859599,126.97485
227.55528,80.869019,126.98003
227.55618,80.878443,126.98522
227.55708,80.887864,126.9904
227.55798,80.897286,126.99559
227.55888,80.906703,127.00077
227.5598,80.916122,127.00596
227.56076,80.926262,127.01155
227.56166,80.935678,127.01673
227.56258,80.945093,127.02193
227.56348,80.954507,127.02711
227.56438,80.963919,127.03231
227.56528,80.973329,127.03749
227.56618,80.982734,127.04269
227.56708,80.991361,127.04845
227.568,80.997574,127.05598
227.56895,81.004268,127.06409
227.56985,81.010479,127.07162
227.57077,81.016692,127.07915
227.57167,81.022901,127.08668
227.57257,81.029113,127.0942
227.57347,81.035321,127.10174
227.57437,81.041527,127.10927
227.57527,81.047736,127.1168
227.57619,81.053943,127.12434
227.57709,81.060145,127.13187
227.57805,81.066827,127.13997
227.57896,81.07303,127.14751
227.57986,81.079233,127.15503
227.58076,81.085435,127.16257
227.58167,81.091638,127.1701
227.58257,81.097835,127.17763
227.58347,81.104031,127.18516
227.58438,81.146744,127.12253
227.58528,81.191981,127.05527
227.58624,81.240813,126.98287
227.58716,81.286254,126.91569
227.58806,81.331797,126.84856
227.58896,81.377432,126.78146
227.58986,81.423171,126.71441
227.59076,81.469003,126.64741
227.59166,81.514934,126.58044
227.59258,81.560959,126.51352
227.59348,81.607084,126.44664
227.59438,81.653306,126.37981
227.59535,81.703187,126.30788
227.59625,81.749605,126.24113
227.59715,81.796122,126.17443
227.59805,81.84273,126.10777
227.59895,81.889437,126.04115
227.59985,81.936239,125.97457
227.60077,82.03835,125.6401
227.60167,82.175162,125.14859
227.60257,82.314673,124.6576
227.60355,82.467892,124.12946
227.60445,82.612885,123.6396
227.60535,82.76047,123.15031
227.60625,82.910599,122.66156
227.60715,83.063234,122.17339
227.60806,83.218341,121.68577
227.60896,83.375882,121.19873
227.60986,83.535812,120.71226
227.61076,83.698092,120.22634
227.61166,83.862689,119.74101
227.61264,84.042486,119.21897
227.61354,84.21176,118.7348
227.61444,84.383221,118.2512
227.61534,84.556833,117.76816
227.61626,84.732555,117.28567
227.61716,84.83863,116.79936
227.61806,84.794612,116.304
227.61896,84.750798,115.80859
227.61986,84.707195,115.31311
227.62083,84.660475,114.77945
227.62173,84.617322,114.28385
227.62263,84.574403,113.7882
227.62354,84.531715,113.29248
227.62445,84.489271,112.79671
227.62535,84.447077,112.30087
227.62625,84.405137,111.80497
227.62715,84.363461,111.30902
227.62805,84.32205,110.813
227.62895,84.280914,110.31692
227.62993,84.236932,109.7826
227.63083,84.196389,109.28639
227.63173,84.15614,108.79011
227.63264,84.116195,108.29378
227.63354,84.076679,107.79935
227.63445,84.045884,107.44037
227.63535,84.015249,107.08135
227.63625,83.984769,106.7223
227.63715,83.954458,106.36322
227.63812,83.921998,105.97647
227.63902,83.89203,105.6173
227.63992,83.862237,105.2581
227.64084,83.832617,104.89886
227.64174,83.803176,104.53959
227.64264,83.773909,104.18028
227.64354,83.744829,103.82094
227.64444,83.715929,103.46155
227.64534,83.687223,103.10213
227.64626,83.658703,102.74268
227.64722,83.628208,102.35553
227.64813,83.60009,101.99599
227.64903,83.572175,101.63642
227.64993,83.544457,101.27682
227.65083,83.477506,100.90747
227.65173,83.3943,100.53399
227.65263,83.311188,100.16041
227.65355,83.228182,99.786731
227.65445,83.145295,99.412939
227.65541,83.056177,99.010267
227.65633,82.973569,98.63624
227.65723,82.891108,98.262112
227.65813,82.808805,97.887857
227.65903,82.726669,97.513477
227.65993,82.644713,97.138976
227.66083,82.562949,96.764357
227.66174,82.481379,96.389611
227.66264,82.400018,96.014738
227.6636,82.312643,95.610881
227.66452,82.231748,95.235731
227.66542,82.151092,94.860463
227.66632,82.070687,94.485048
227.66722,81.969335,94.108993
227.66812,81.83629,93.731971
227.66902,81.703481,93.354728
227.66994,81.570933,92.977248
227.67084,81.438658,92.599516
227.67174,81.306671,92.221549
227.67271,81.164881,91.814224
227.67361,81.03355,91.435708
227.67451,80.902569,91.056937
227.67542,80.771948,90.677894
227.67632,80.6417,90.298564
227.67722,80.511849,89.918965
227.67813,80.382408,89.539076
227.67903,80.2534,89.158889
227.67993,80.124836,88.778408
227.68091,79.986898,88.36831
227.68181,79.859315,87.987198
227.68271,79.73223,87.605771
227.68361,79.603943,87.241238
227.68451,79.458949,87.047714
227.68541,79.314124,86.85399
227.68633,79.169469,86.660051
227.68723,79.024987,86.465913
227.68813,78.880692,86.271563
227.68903,78.736583,86.076996
227.69,78.5816,85.867215
227.6909,78.437895,85.672188
227.6918,78.294395,85.476934
227.6927,78.151096,85.281439
227.6936,78.008015,85.085719
227.69452,77.865153,84.889761
227.69542,77.722511,84.693561
227.69632,77.580094,84.497116
227.69722,77.437917,84.300415
227.6982,77.285065,84.088311
227.6991,77.143386,83.891088
227.7,77.001953,83.693595
227.7009,76.89678,83.755635
227.70181,76.801592,83.88943
227.70271,76.706429,84.023313
227.70361,76.611295,84.157284
227.70451,76.516188,84.291344
227.70541,76.421112,84.425506
227.70631,76.326067,84.55975
227.70729,76.223748,84.704431
227.70819,76.128774,84.838875
227.70909,76.033837,84.973411
227.71,75.938938,85.108043
227.7109,75.844078,85.242773
227.7118,75.749259,85.377613
227.7127,75.654481,85.512544
227.71361,75.559748,85.647577
227.71451,75.465062,85.782712
227.71548,75.363145,85.928365
227.71638,75.268558,86.063724
227.71729,75.176076,86.201807
227.7182,75.085912,86.342883
227.7191,74.995807,86.484068
227.72,74.905765,86.625363
227.7209,74.815786,86.76676
227.7218,74.725872,86.908279
227.7227,74.636027,87.049912
227.72362,74.546249,87.191664
227.72458,74.449647,87.344438
227.72548,74.360014,87.486428
227.7264,74.27046,87.628536
227.7273,74.180979,87.770763
227.7282,74.091573,87.913111
227.7291,74.002249,88.05558
227.73,73.913003,88.198167
227.7309,73.823839,88.340884
227.73181,73.734758,88.483724
227.73277,73.638918,88.637694
227.73367,73.549128,88.780093
227.73459,73.455027,88.919154
227.73549,73.361006,89.058354
227.73639,73.267075,89.197696
227.73729,73.173232,89.337159
227.73819,73.079473,89.476758
227.73909,72.985809,89.616501
227.74,72.89224,89.756381
227.7409,72.798759,89.896396
227.74188,72.698202,90.047346
227.74278,72.604924,90.187663
227.74368,72.511749,90.328116
227.74458,72.41867,90.468715
227.74548,72.325698,90.609469
227.74638,72.232831,90.750371
227.7473,72.140066,90.891411
227.7482,72.047414,91.0326
227.7491,71.954873,91.173947
227.75008,71.855334,91.326335
227.75098,71.765143,91.470964
227.75188,71.675416,91.616228
227.75278,71.58581,91.761646
227.75368,71.496331,91.907216
227.75458,71.406975,92.052946
227.7555,71.317745,92.198834
227.7564,71.228644,92.344878
227.7573,71.139673,92.491085
227.7582,71.050838,92.637454
227.75917,70.955315,92.795262
227.76007,70.866761,92.941969
227.76097,70.77834,93.08884
227.76187,70.690059,93.235877
227.76277,70.601919,93.383079
227.76369,70.513922,93.530444
227.76459,70.426075,93.677982
227.76549,70.338369,93.825686
227.76639,70.250813,93.973565
227.76736,70.167895,93.953499
227.76826,70.100925,93.776797
227.76917,70.034105,93.599951
227.77007,69.967434,93.422971
227.77097,69.900924,93.245835
227.77188,69.834568,93.068558
227.77278,69.768372,92.891134
227.77368,69.702337,92.713563
227.77458,69.636467,92.535841
227.77548,69.570756,92.357973
227.77646,69.500182,92.166256
227.77736,69.434822,91.988076
227.77826,69.369635,91.809754
227.77916,69.304617,91.631274
227.78008,69.239775,91.452646
227.78098,69.175106,91.273869
227.78188,69.110618,91.094938
227.78278,69.046308,90.91585
227.78368,68.988744,90.763048
227.78465,68.961774,90.739143
227.78555,68.936734,90.716935
227.78645,68.911696,90.69472
227.78735,68.88666,90.672508
227.78827,68.861629,90.650277
227.78917,68.836599,90.628046
227.79007,68.811571,90.605806
227.79097,68.786545,90.583558
227.79187,68.761523,90.561304
227.79277,68.736504,90.539037
227.79375,68.709565,90.515052
227.79465,68.684552,90.49277
227.79556,68.659541,90.470485
227.79646,68.634535,90.448192
227.79736,68.60953,90.425887
227.79826,68.584527,90.403585
227.79916,68.559527,90.381265
227.80006,68.53453,90.358942
227.80098,68.509492,90.333646
227.80194,68.482523,90.305878
227.80284,68.457484,90.280075
227.80376,68.43245,90.254273
227.80466,68.407419,90.228463
227.80556,68.382392,90.202643
227.80646,68.357367,90.176815
227.80736,68.332348,90.150978
227.80826,68.307332,90.125132
227.80917,68.282321,90.099277
227.81007,68.257314,90.073413
227.81104,68.230387,90.045548
227.81195,68.205388,90.019666
227.81285,68.180393,89.993774
227.81375,68.155403,89.967873
227.81465,68.130414,89.941963
227.81555,68.105431,89.916044
227.81645,68.080452,89.890112
227.81737,68.055762,89.871183
227.81827,68.031303,89.857924
227.81923,68.004964,89.84365
227.82014,67.980507,89.830377
227.82104,67.956052,89.817105
227.82195,67.931597,89.803828
227.82285,67.907143,89.79054
227.82375,67.882691,89.777265
227.82465,67.85824,89.763974
227.82556,67.83379,89.750677
227.82646,67.80934,89.737378
227.82736,67.784893,89.724068
227.82834,67.758566,89.709744
227.82924,67.734119,89.696424
227.83014,67.709676,89.68311
227.83104,67.685232,89.66978
227.83194,67.660789,89.656452
227.83284,67.636349,89.643129
227.83376,67.611906,89.629985
227.83466,67.587456,89.617475
227.83556,67.563007,89.60496
227.83653,67.536677,89.591472
227.83743,67.512231,89.578943
227.83833,67.487786,89.566409
227.83923,67.46334,89.553875
227.84013,67.438896,89.541328
227.84105,67.414454,89.528787
227.84195,67.390013,89.516239
227.84285,67.365571,89.503682
227.84375,67.341131,89.491121
227.84473,67.314812,89.477595
227.84563,67.290375,89.465024
227.84653,67.265938,89.452454
227.84743,67.241503,89.439869
227.84833,67.217069,89.427295
227.84924,67.192634,89.414706
227.85014,67.168204,89.402113
227.85104,67.145444,89.402691
227.85194,67.122793,89.404149
227.85284,67.100145,89.405602
227.85382,67.075754,89.407172
227.85472,67.053106,89.408632
227.85562,67.030455,89.410086
227.85652,67.007807,89.411551
227.85744,66.985158,89.413006
227.85834,66.962509,89.414472
227.85924,66.939859,89.415928
227.86014,66.91721,89.417384
227.86104,66.894561,89.41884
227.86201,66.870169,89.42042
227.86292,66.84752,89.421883
227.86382,66.824872,89.423335
227.86472,66.802221,89.424804
227.86563,66.779575,89.426263
227.86653,66.756924,89.427726
227.86743,66.735395,89.43526
227.86833,66.714525,89.446363
227.86923,66.693655,89.457481
227.87013,66.672788,89.468584
227.87111,66.650315,89.480558
227.87201,66.629449,89.491675
227.87291,66.608582,89.502796
227.87383,66.587718,89.51392
227.87473,66.566851,89.525052
227.87563,66.545988,89.536178
227.87653,66.525124,89.547318
227.87743,66.504262,89.55845
227.87833,66.483401,89.569603
227.8793,66.460936,89.581604
227.8802,66.440075,89.592752
227.8811,66.419215,89.603904
227.88202,66.398356,89.61506
227.88292,66.377498,89.62623
227.88382,66.356064,89.63727
227.88472,66.333412,89.648071
227.88562,66.310764,89.658876
227.88652,66.288115,89.669684
227.88744,66.265467,89.680507
227.8884,66.241077,89.69216
227.88931,66.218429,89.702974
227.89021,66.195784,89.713796
227.89111,66.173139,89.72463
227.89201,66.150495,89.735461
227.89291,66.12785,89.746296
227.89381,66.105208,89.757138
227.89473,66.082566,89.767976
227.89563,66.059923,89.778822
227.89659,66.03554,89.790512
227.8975,66.0129,89.801376
227.8984,65.990261,89.812229
227.8993,65.967624,89.82309
227.9002,65.945026,89.834026
227.90111,65.925357,89.849504
227.90201,65.905687,89.864987
227.90292,65.886019,89.880469
227.90382,65.866353,89.895956
227.90472,65.846689,89.911453
227.9057,65.825514,89.928149
227.9066,65.805851,89.94365
227.9075,65.786191,89.959157
227.9084,65.766535,89.974674
227.9093,65.746878,89.990195
227.9102,65.727222,90.005715
227.91112,65.707568,90.021241
227.91202,65.687916,90.036782
227.91292,65.668266,90.052324
227.9139,65.647106,90.069054
227.9148,65.627459,90.084605
227.9157,65.607813,90.100166
227.9166,65.588169,90.115726
227.9175,65.567668,90.128365
227.9184,65.546811,90.1398
227.91931,65.525954,90.151228
227.92021,65.5051,90.162671
227.92111,65.484244,90.174117
227.92201,65.463392,90.185568
227.92299,65.440933,90.197893
227.92389,65.420082,90.209355
227.92479,65.39923,90.220819
227.92569,65.378378,90.232279
227.92659,65.35753,90.243749
227.9275,65.336684,90.255212
227.9284,65.315836,90.266695
227.9293,65.294987,90.278177
227.9302,65.274143,90.289656
227.93118,65.251693,90.30203
227.93208,65.23085,90.313519
227.93298,65.210007,90.325021
227.93388,65.188435,90.327814
227.9348,65.165759,90.317517
227.9357,65.143087,90.307216
227.9366,65.120414,90.296911
227.9375,65.097741,90.286607
227.9384,65.075071,90.276294
227.9393,65.052398,90.265977
227.94028,65.027984,90.254856
227.94118,65.005316,90.244536
227.94208,64.982647,90.234208
227.943,64.959978,90.223877
227.9439,64.937312,90.213542
227.9448,64.914645,90.203207
227.9457,64.891978,90.192864
227.9466,64.869314,90.182517
227.9475,64.84665,90.172166
227.94847,64.822242,90.161007
227.94937,64.799577,90.150653
227.95027,64.776858,90.138882
227.95119,64.753554,90.113103
227.95209,64.730256,90.08732
227.95299,64.706963,90.061524
227.95389,64.68367,90.035721
227.95479,64.660385,90.009903
227.95569,64.637105,89.984075
227.9566,64.613829,89.958237
227.95757,64.588766,89.930407
227.95847,64.565501,89.904549
227.95938,64.542239,89.878686
227.96028,64.518979,89.852813
227.96118,64.495727,89.826924
