#GET [h], A15_xpos-J2000[km], A15_ypos-J2000[km], A15_zpos-J2000[km], A15_xvel-J2000[km/s], A15_yvel-J2000[km/s], A15_zvel-J2000[km/s],XRay_point_RA [h], XRay_point_DEC [deg]
274.37326,72035.02,-145723.28,-95330.672,-0.33583903,1.4312515,0.63820967,19.393006,38.187832
274.37418,72033.908,-145718.54,-95328.558,-0.33585299,1.4312801,0.63822852,19.393438,38.214737
274.37506,72032.844,-145714.01,-95326.536,-0.33586635,1.4313076,0.63824655,19.39387,38.241628
274.37598,72031.731,-145709.27,-95324.422,-0.33588031,1.4313363,0.63826541,19.394304,38.268521
274.37686,72030.667,-145704.74,-95322.4,-0.33589367,1.4313637,0.63828344,19.394738,38.295414
274.37778,72029.555,-145700,-95320.286,-0.33590763,1.4313924,0.6383023,19.395174,38.322309
274.3787,72028.442,-145695.25,-95318.172,-0.3359216,1.4314211,0.63832115,19.395611,38.349205
274.37958,72027.378,-145690.72,-95316.15,-0.33593496,1.4314485,0.63833919,19.396049,38.376107
274.3805,72026.265,-145685.98,-95314.036,-0.33594893,1.4314772,0.63835805,19.396489,38.403008
274.38138,72025.201,-145681.44,-95312.014,-0.33596229,1.4315047,0.63837609,19.39693,38.42993
274.38235,72024.028,-145676.45,-95309.785,-0.33597702,1.4315349,0.63839597,19.397407,38.458916
274.38327,72022.915,-145671.71,-95307.67,-0.335991,1.4315636,0.63841483,19.39785,38.485823
274.38416,72021.839,-145667.12,-95305.625,-0.33600451,1.4315914,0.63843308,19.400168,38.480957
274.38507,72020.738,-145662.43,-95303.533,-0.33601833,1.4316198,0.63845174,19.403141,38.464938
274.386,72019.613,-145657.64,-95301.396,-0.33603246,1.4316488,0.63847081,19.406114,38.448902
274.38687,72018.56,-145653.15,-95299.396,-0.33604568,1.4316759,0.63848865,19.409084,38.432829
274.3878,72017.435,-145648.36,-95297.259,-0.33605981,1.4317049,0.63850772,19.412052,38.416726
274.38867,72016.383,-145643.88,-95295.259,-0.33607302,1.4317321,0.63852556,19.415018,38.400598
274.3896,72015.258,-145639.08,-95293.121,-0.33608715,1.4317611,0.63854464,19.417983,38.384456
274.39056,72014.096,-145634.13,-95290.914,-0.33610174,1.431791,0.63856433,19.421174,38.367037
274.39145,72013.019,-145629.55,-95288.868,-0.33611526,1.4318188,0.63858258,19.424135,38.350828
274.39236,72011.918,-145624.86,-95286.776,-0.33612909,1.4318472,0.63860125,19.427094,38.334597
274.39325,72010.841,-145620.27,-95284.73,-0.33614262,1.431875,0.63861951,19.430051,38.318337
274.39417,72009.728,-145615.53,-95282.615,-0.3361566,1.4319037,0.63863838,19.433007,38.302064
274.39508,72008.627,-145610.84,-95280.523,-0.33617043,1.4319321,0.63865705,19.43596,38.285761
274.39597,72007.549,-145606.25,-95278.477,-0.33618396,1.4319599,0.63867532,19.438912,38.269426
274.39688,72006.448,-145601.56,-95276.385,-0.3361978,1.4319883,0.63869399,19.441862,38.253063
274.39777,72005.371,-145596.97,-95274.338,-0.33621133,1.4320161,0.63871225,19.44481,38.236678
274.39874,72004.197,-145591.97,-95272.108,-0.33622607,1.4320463,0.63873216,19.447983,38.219014
274.39966,72003.083,-145587.23,-95269.992,-0.33624006,1.4320751,0.63875104,19.450927,38.202571
274.40054,72002.018,-145582.69,-95267.969,-0.33625344,1.4321025,0.6387691,19.453128,38.185783
274.40146,72000.904,-145577.95,-95265.853,-0.33626743,1.4321312,0.63878798,19.454356,38.168589
274.40237,71999.803,-145573.26,-95263.761,-0.33628127,1.4321597,0.63880666,19.455583,38.151374
274.40326,71998.725,-145568.67,-95261.714,-0.33629481,1.4321874,0.63882493,19.456809,38.134156
274.40417,71997.624,-145563.97,-95259.621,-0.33630865,1.4322159,0.63884361,19.458035,38.116942
274.40506,71996.546,-145559.39,-95257.574,-0.33632218,1.4322437,0.63886188,19.45926,38.099719
274.40598,71995.432,-145554.64,-95255.458,-0.33633618,1.4322724,0.63888077,19.460485,38.082499
274.40686,71994.367,-145550.11,-95253.435,-0.33634957,1.4322999,0.63889884,19.461709,38.06527
274.40784,71993.18,-145545.05,-95251.181,-0.33636447,1.4323305,0.63891896,19.463027,38.046728
274.40875,71992.078,-145540.36,-95249.087,-0.33637832,1.4323589,0.63893765,19.464249,38.029485
274.40967,71990.964,-145535.62,-95246.971,-0.33639232,1.4323876,0.63895654,19.465472,38.012252
274.41055,71989.898,-145531.08,-95244.947,-0.33640571,1.4324151,0.63897461,19.466693,37.99501
274.41147,71988.784,-145526.34,-95242.831,-0.33641971,1.4324439,0.63899351,19.467915,37.977765
274.41235,71987.718,-145521.8,-95240.807,-0.3364331,1.4324713,0.63901158,19.469136,37.960534
274.41327,71986.604,-145517.05,-95238.69,-0.3364471,1.4325001,0.63903048,19.470356,37.943282
274.41415,71985.538,-145512.52,-95236.666,-0.3364605,1.4325276,0.63904856,19.471576,37.926033
274.41507,71984.424,-145507.77,-95234.549,-0.3364745,1.4325563,0.63906745,19.472795,37.908788
274.41605,71983.237,-145502.72,-95232.295,-0.33648942,1.4325869,0.63908759,19.474107,37.890201
274.41693,71982.171,-145498.18,-95230.27,-0.33650281,1.4326144,0.63910567,19.475043,37.87495
274.41785,71981.056,-145493.43,-95228.153,-0.33651682,1.4326432,0.63912457,19.474001,37.873783
274.41876,71979.954,-145488.74,-95226.06,-0.33653068,1.4326716,0.63914327,19.472959,37.8726
274.41965,71978.876,-145484.15,-95224.012,-0.33654423,1.4326994,0.63916156,19.471917,37.871415
274.42056,71977.773,-145479.46,-95221.918,-0.33655808,1.4327279,0.63918026,19.470875,37.870226
274.42145,71976.695,-145474.87,-95219.87,-0.33657164,1.4327557,0.63919855,19.469834,37.869043
274.42236,71975.592,-145470.17,-95217.776,-0.3365855,1.4327841,0.63921725,19.468793,37.867854
274.42328,71974.477,-145465.43,-95215.659,-0.33659951,1.4328129,0.63923616,19.467751,37.866652
274.42416,71973.411,-145460.89,-95213.634,-0.33661291,1.4328404,0.63925425,19.466709,37.865448
274.42514,71972.223,-145455.83,-95211.379,-0.33662784,1.432871,0.63927439,19.465588,37.864164
274.42606,71971.109,-145451.09,-95209.261,-0.33664185,1.4328998,0.6392933,19.464546,37.86295
274.42694,71970.042,-145446.55,-95207.236,-0.33665526,1.4329273,0.63931139,19.463504,37.861733
274.42786,71968.927,-145441.8,-95205.119,-0.33666928,1.4329561,0.63933031,19.462462,37.860524
274.42874,71967.86,-145437.26,-95203.093,-0.33668268,1.4329836,0.6393484,19.461421,37.859306
274.42966,71966.745,-145432.52,-95200.976,-0.3366967,1.4330123,0.63936732,19.460379,37.858079
274.43054,71965.679,-145427.98,-95198.95,-0.33671011,1.4330399,0.63938541,19.459337,37.856846
274.43146,71964.564,-145423.23,-95196.833,-0.33672413,1.4330686,0.63940433,19.458295,37.855616
274.43237,71963.46,-145418.54,-95194.738,-0.336738,1.4330971,0.63942305,19.457254,37.854381
274.4343,71961.121,-145408.58,-95190.295,-0.33676742,1.4331574,0.63946274,19.454933,37.852236
274.4352,71960.03,-145403.94,-95188.223,-0.33678114,1.4331856,0.63948125,19.453806,37.851593
274.4361,71958.938,-145399.3,-95186.152,-0.33679486,1.4332137,0.63949976,19.452678,37.850925
274.437,71957.847,-145394.65,-95184.08,-0.33680858,1.4332419,0.63951828,19.451551,37.850274
274.43793,71956.72,-145389.85,-95181.939,-0.33682275,1.433271,0.63953741,19.450422,37.849596
274.4388,71955.665,-145385.36,-95179.936,-0.33683602,1.4332982,0.63955531,19.449295,37.848935
274.4398,71954.452,-145380.2,-95177.633,-0.33685127,1.4333295,0.63957588,19.44808,37.848189
274.4407,71953.361,-145375.56,-95175.561,-0.33686499,1.4333576,0.6395944,19.446952,37.847512
274.4416,71952.269,-145370.92,-95173.489,-0.33687872,1.4333858,0.63961292,19.445825,37.846838
274.4425,71951.178,-145366.27,-95171.416,-0.33689244,1.4334139,0.63963144,19.444697,37.846145
274.4434,71950.086,-145361.63,-95169.344,-0.33690617,1.4334421,0.63964996,19.443569,37.845448
274.4443,71948.995,-145356.98,-95167.271,-0.3369199,1.4334703,0.63966849,19.442441,37.844754
274.44522,71947.879,-145352.24,-95165.153,-0.33693393,1.4334991,0.63968742,19.441314,37.844052
274.4461,71946.811,-145347.7,-95163.126,-0.33694736,1.4335266,0.63970553,19.440186,37.843347
274.44702,71945.695,-145342.95,-95161.008,-0.33696139,1.4335554,0.63972447,19.439058,37.842635
274.448,71944.506,-145337.89,-95158.751,-0.33697634,1.4335861,0.63974464,19.437842,37.841853
274.44888,71943.439,-145333.35,-95156.724,-0.33698977,1.4336136,0.63976276,19.436715,37.841144
274.4498,71942.323,-145328.6,-95154.605,-0.33700381,1.4336424,0.6397817,19.435586,37.840408
274.45068,71941.255,-145324.06,-95152.578,-0.33701724,1.4336699,0.63979982,19.434461,37.837589
274.4516,71940.139,-145319.31,-95150.459,-0.33703128,1.4336987,0.63981876,19.433338,37.833289
274.4525,71939.047,-145314.67,-95148.386,-0.33704501,1.4337269,0.63983729,19.432215,37.828991
274.4534,71937.955,-145310.02,-95146.313,-0.33705875,1.4337551,0.63985583,19.431091,37.824686
274.4543,71936.863,-145305.38,-95144.24,-0.33707249,1.4337833,0.63987436,19.429968,37.820369
274.4552,71935.771,-145300.73,-95142.167,-0.33708623,1.4338114,0.6398929,19.428845,37.816051
274.45612,71934.654,-145295.98,-95140.048,-0.33710027,1.4338403,0.63991184,19.427722,37.811726
274.4571,71933.465,-145290.92,-95137.79,-0.33711523,1.4338709,0.63993203,19.426513,37.807069
274.45798,71932.397,-145286.38,-95135.763,-0.33712867,1.4338985,0.63995016,19.425391,37.802737
274.4589,71931.28,-145281.63,-95133.643,-0.33714272,1.4339273,0.63996911,19.424268,37.798398
274.45978,71930.212,-145277.09,-95131.616,-0.33715616,1.4339549,0.63998724,19.423146,37.794055
274.4607,71929.096,-145272.34,-95129.496,-0.3371702,1.4339837,0.64000619,19.422024,37.789716
274.4616,71928.003,-145267.7,-95127.423,-0.33718395,1.4340119,0.64002473,19.420902,37.785369
274.4625,71926.911,-145263.05,-95125.349,-0.33719769,1.4340401,0.64004328,19.41978,37.781011
274.4634,71925.818,-145258.4,-95123.275,-0.33721144,1.4340682,0.64006182,19.418658,37.77665
274.4643,71924.726,-145253.76,-95121.202,-0.33722519,1.4340964,0.64008037,19.417537,37.772285
274.46527,71923.548,-145248.75,-95118.966,-0.33724001,1.4341268,0.64010036,19.41633,37.767588
274.4662,71922.419,-145243.95,-95116.823,-0.33725421,1.434156,0.64011952,19.415207,37.763201
274.46707,71921.363,-145239.46,-95114.819,-0.33726751,1.4341832,0.64013745,19.414158,37.760002
274.468,71920.234,-145234.66,-95112.675,-0.33728172,1.4342123,0.64015662,19.413292,37.759842
274.4689,71919.141,-145230.01,-95110.601,-0.33729547,1.4342405,0.64017517,19.412426,37.759671
274.4698,71918.048,-145225.36,-95108.527,-0.33730922,1.4342687,0.64019372,19.411561,37.759508
274.4707,71916.955,-145220.71,-95106.453,-0.33732297,1.4342969,0.64021228,19.410695,37.759341
274.4716,71915.862,-145216.07,-95104.379,-0.33733673,1.4343252,0.64023083,19.409829,37.759162
274.4725,71914.769,-145211.42,-95102.304,-0.33735048,1.4343534,0.64024939,19.408964,37.759003
274.4734,71913.676,-145206.77,-95100.23,-0.33736424,1.4343816,0.64026794,19.408097,37.758802
274.47437,71912.498,-145201.76,-95097.994,-0.33737907,1.434412,0.64028794,19.407165,37.758623
274.47528,71911.393,-145197.07,-95095.897,-0.33739298,1.4344405,0.64030671,19.406299,37.758433
274.47617,71910.312,-145192.47,-95093.845,-0.33740658,1.4344684,0.64032506,19.405433,37.758245
274.47708,71909.206,-145187.77,-95091.747,-0.3374205,1.4344969,0.64034383,19.404567,37.758051
274.478,71908.089,-145183.02,-95089.627,-0.33743456,1.4345257,0.6403628,19.403701,37.75787
274.47888,71907.02,-145178.48,-95087.598,-0.33744802,1.4345533,0.64038095,19.402835,37.757671
274.4798,71905.902,-145173.72,-95085.477,-0.33746209,1.4345822,0.64039993,19.401969,37.757476
274.48068,71904.833,-145169.18,-95083.448,-0.33747555,1.4346098,0.64041808,19.401103,37.757283
274.4816,71903.715,-145164.43,-95081.327,-0.33748962,1.4346386,0.64043706,19.400236,37.757056
274.48257,71902.537,-145159.42,-95079.091,-0.33750445,1.434669,0.64045707,19.399304,37.756854
274.48346,71901.455,-145154.82,-95077.039,-0.33751807,1.4346969,0.64047543,19.398438,37.75665
274.48438,71900.338,-145150.07,-95074.917,-0.33753214,1.4347258,0.64049442,19.399311,37.771872
274.4853,71899.22,-145145.32,-95072.796,-0.33754621,1.4347546,0.6405134,19.400237,37.787564
274.48618,71898.15,-145140.77,-95070.767,-0.33755968,1.4347822,0.64053156,19.401164,37.803249
274.4871,71897.032,-145136.02,-95068.646,-0.33757375,1.4348111,0.64055054,19.402093,37.818946
274.48798,71895.963,-145131.48,-95066.616,-0.33758722,1.4348387,0.6405687,19.403021,37.834623
274.4889,71894.845,-145126.73,-95064.495,-0.33760129,1.4348675,0.64058769,19.40395,37.8503
274.48978,71893.775,-145122.18,-95062.465,-0.33761476,1.4348951,0.64060585,19.40488,37.865975
274.4907,71892.657,-145117.43,-95060.344,-0.33762884,1.434924,0.64062484,19.405811,37.881647
274.49167,71891.478,-145112.42,-95058.107,-0.33764369,1.4349544,0.64064486,19.406814,37.898526
274.49258,71890.372,-145107.72,-95056.008,-0.33765761,1.434983,0.64066365,19.407748,37.914203
274.49347,71889.29,-145103.12,-95053.955,-0.33767124,1.4350109,0.64068202,19.408681,37.929866
274.4944,71888.16,-145098.31,-95051.81,-0.33768547,1.4350401,0.64070122,19.409615,37.94553
274.49527,71887.102,-145093.82,-95049.804,-0.33769879,1.4350674,0.64071919,19.410551,37.961202
274.4962,71885.971,-145089.02,-95047.659,-0.33771303,1.4350965,0.64073839,19.411486,37.976858
274.49707,71884.914,-145084.52,-95045.652,-0.33772635,1.4351238,0.64075635,19.412423,37.992515
274.498,71883.783,-145079.72,-95043.506,-0.33774059,1.435153,0.64077556,19.41336,38.008165
274.4989,71882.689,-145075.07,-95041.43,-0.33775437,1.4351813,0.64079414,19.414299,38.023819
274.49985,71881.533,-145070.16,-95039.239,-0.33776892,1.4352111,0.64081376,19.41531,38.04068
274.50076,71880.427,-145065.46,-95037.14,-0.33778286,1.4352396,0.64083256,19.416565,38.057952
274.50168,71879.308,-145060.7,-95035.017,-0.33779695,1.4352685,0.64085156,19.417981,38.076054
274.50256,71878.238,-145056.16,-95032.987,-0.33781042,1.4352961,0.64086974,19.419399,38.094151
274.50348,71877.119,-145051.4,-95030.864,-0.33782452,1.435325,0.64088874,19.420818,38.112244
274.50436,71876.049,-145046.86,-95028.834,-0.337838,1.4353526,0.64090692,19.422239,38.130328
274.50528,71874.93,-145042.1,-95026.711,-0.33785209,1.4353815,0.64092593,19.423659,38.148387
274.5062,71873.811,-145037.35,-95024.589,-0.33786619,1.4354104,0.64094494,19.425083,38.166475
274.50708,71872.741,-145032.8,-95022.558,-0.33787967,1.435438,0.64096312,19.426506,38.18453
274.508,71871.622,-145028.05,-95020.435,-0.33789377,1.4354669,0.64098213,19.427931,38.202579
274.50897,71870.442,-145023.03,-95018.197,-0.33790863,1.4354974,0.64100217,19.429467,38.222017
274.50986,71869.359,-145018.44,-95016.143,-0.33792227,1.4355253,0.64102057,19.430895,38.240061
274.51077,71868.252,-145013.73,-95014.043,-0.33793622,1.4355539,0.64103937,19.432325,38.258102
274.51166,71867.169,-145009.13,-95011.989,-0.33794986,1.4355818,0.64105777,19.433756,38.276133
274.51257,71866.062,-145004.43,-95009.889,-0.3379638,1.4356104,0.64107658,19.435187,38.294156
274.51346,71864.979,-144999.83,-95007.835,-0.33797745,1.4356384,0.64109497,19.43662,38.312171
274.51437,71863.872,-144995.13,-95005.735,-0.3379914,1.4356669,0.64111378,19.438055,38.330179
274.5153,71862.74,-144990.32,-95003.589,-0.33800565,1.4356961,0.64113301,19.439491,38.34819
274.51617,71861.682,-144985.83,-95001.581,-0.33801899,1.4357235,0.641151,19.440928,38.366189
274.51715,71860.489,-144980.76,-94999.319,-0.33803402,1.4357543,0.64117126,19.442102,38.38212
274.51807,71859.37,-144976.01,-94997.195,-0.33804812,1.4357832,0.64119028,19.442493,38.390502
274.51895,71858.299,-144971.46,-94995.164,-0.33806162,1.4358108,0.64120848,19.442882,38.398867
274.51987,71857.179,-144966.7,-94993.04,-0.33807573,1.4358397,0.6412275,19.443272,38.407223
274.52075,71856.108,-144962.15,-94991.009,-0.33808922,1.4358674,0.6412457,19.443662,38.415596
274.52167,71854.988,-144957.4,-94988.885,-0.33810333,1.4358963,0.64126472,19.444052,38.42395
274.52258,71853.88,-144952.69,-94986.784,-0.33811729,1.4359249,0.64128354,19.444443,38.432312
274.52347,71852.797,-144948.09,-94984.729,-0.33813094,1.4359528,0.64130195,19.444834,38.440686
274.52438,71851.689,-144943.39,-94982.629,-0.3381449,1.4359814,0.64132078,19.445225,38.449049
274.52527,71850.606,-144938.79,-94980.574,-0.33815856,1.4360094,0.64133919,19.445615,38.457403
274.52625,71849.413,-144933.72,-94978.311,-0.33817359,1.4360402,0.64135946,19.446037,38.466414
274.52716,71848.305,-144929.02,-94976.21,-0.33818756,1.4360688,0.64137828,19.446429,38.474776
274.52805,71847.221,-144924.42,-94974.155,-0.33820121,1.4360967,0.6413967,19.446821,38.483138
274.52896,71846.114,-144919.71,-94972.054,-0.33821518,1.4361254,0.64141553,19.447212,38.491491
274.52985,71845.03,-144915.11,-94969.999,-0.33822884,1.4361533,0.64143394,19.447605,38.499862
274.53076,71843.922,-144910.41,-94967.897,-0.3382428,1.4361819,0.64145277,19.447998,38.50823
274.53168,71842.802,-144905.65,-94965.773,-0.33825692,1.4362109,0.64147181,19.44839,38.516583
274.53256,71841.73,-144901.1,-94963.741,-0.33827043,1.4362385,0.64149002,19.448783,38.524944
274.53348,71840.61,-144896.34,-94961.616,-0.33828455,1.4362674,0.64150906,19.449176,38.533303
274.53445,71839.428,-144891.33,-94959.376,-0.33829944,1.4362979,0.64152914,19.448638,38.520397
274.53534,71838.344,-144886.73,-94957.321,-0.33831311,1.4363259,0.64154756,19.448115,38.507866
274.53625,71837.236,-144882.02,-94955.219,-0.33832708,1.4363545,0.6415664,19.447593,38.495332
274.53714,71836.152,-144877.42,-94953.163,-0.33834074,1.4363825,0.64158482,19.44707,38.482795
274.53806,71835.031,-144872.66,-94951.038,-0.33835487,1.4364114,0.64160387,19.446549,38.47026
274.53897,71833.923,-144867.96,-94948.936,-0.33836885,1.4364401,0.64162271,19.446027,38.457716
274.53986,71832.839,-144863.35,-94946.881,-0.33838251,1.4364681,0.64164114,19.445506,38.445171
274.54077,71831.73,-144858.65,-94944.779,-0.33839649,1.4364967,0.64165998,19.444985,38.43263
274.54166,71830.646,-144854.05,-94942.723,-0.33841016,1.4365247,0.64167841,19.444465,38.420109
274.54257,71829.537,-144849.34,-94940.621,-0.33842414,1.4365533,0.64169725,19.443945,38.407554
274.54355,71828.343,-144844.27,-94938.357,-0.33843919,1.4365841,0.64171755,19.443386,38.394051
274.54443,71827.271,-144839.72,-94936.324,-0.33845271,1.4366118,0.64173577,19.442866,38.381507
274.54535,71826.15,-144834.96,-94934.198,-0.33846685,1.4366407,0.64175483,19.442347,38.368965
274.54626,71825.041,-144830.26,-94932.096,-0.33848083,1.4366694,0.64177368,19.441829,38.356424
274.54715,71823.957,-144825.65,-94930.04,-0.3384945,1.4366974,0.64179211,19.441311,38.343872
274.54807,71822.836,-144820.9,-94927.914,-0.33850864,1.4367263,0.64181117,19.440792,38.331316
274.54895,71821.763,-144816.34,-94925.881,-0.33852216,1.436754,0.6418294,19.440275,38.318772
274.54987,71820.642,-144811.59,-94923.755,-0.3385363,1.436783,0.64184846,19.439758,38.306227
274.55075,71819.57,-144807.03,-94921.722,-0.33854983,1.4368106,0.64186669,19.43933,38.289733
274.55173,71818.375,-144801.97,-94919.457,-0.33856489,1.4368415,0.641887,19.438918,38.269826
274.55264,71817.266,-144797.26,-94917.354,-0.33857888,1.4368701,0.64190585,19.438536,38.251328
274.55353,71816.181,-144792.66,-94915.298,-0.33859256,1.4368981,0.6419243,19.438153,38.232817
274.55444,71815.072,-144787.95,-94913.195,-0.33860655,1.4369268,0.64194316,19.437773,38.214335
274.55536,71813.951,-144783.19,-94911.069,-0.33862069,1.4369557,0.64196222,19.437392,38.195844
274.55624,71812.878,-144778.64,-94909.035,-0.33863422,1.4369834,0.64198046,19.437012,38.177351
274.55716,71811.756,-144773.88,-94906.909,-0.33864837,1.4370124,0.64199953,19.436633,38.158859
274.55804,71810.683,-144769.33,-94904.875,-0.3386619,1.4370401,0.64201777,19.436255,38.140374
274.55896,71809.562,-144764.57,-94902.749,-0.33867605,1.437069,0.64203684,19.435876,38.121879
274.55988,71808.44,-144759.81,-94900.622,-0.3386902,1.437098,0.64205591,19.435498,38.103375
274.56082,71807.294,-144754.94,-94898.449,-0.33870466,1.4371276,0.6420754,19.435092,38.083463
274.56174,71806.172,-144750.18,-94896.323,-0.33871881,1.4371566,0.64209448,19.434716,38.064979
274.56265,71805.062,-144745.48,-94894.219,-0.3387328,1.4371852,0.64211335,19.43434,38.046485
274.56354,71803.977,-144740.87,-94892.162,-0.3387465,1.4372133,0.6421318,19.433965,38.027996
274.56445,71802.867,-144736.16,-94890.058,-0.3387605,1.4372419,0.64215067,19.43359,38.00951
274.56534,71801.782,-144731.56,-94888.001,-0.33877419,1.4372699,0.64216913,19.433216,37.99102
274.56625,71800.672,-144726.85,-94885.897,-0.33878819,1.4372986,0.642188,19.432842,37.97253
274.56714,71799.587,-144722.25,-94883.84,-0.33880188,1.4373266,0.64220646,19.432545,37.953618
274.56805,71798.477,-144717.54,-94881.736,-0.33881589,1.4373553,0.64222533,19.432386,37.933951
274.56903,71797.281,-144712.47,-94879.47,-0.33883097,1.4373862,0.64224566,19.432215,37.912763
274.56992,71796.196,-144707.86,-94877.412,-0.33884467,1.4374142,0.64226412,19.432057,37.893108
274.57083,71795.086,-144703.15,-94875.308,-0.33885867,1.4374429,0.642283,19.431899,37.87344
274.57175,71793.963,-144698.39,-94873.181,-0.33887283,1.4374718,0.64230209,19.431742,37.853775
274.57263,71792.89,-144693.84,-94871.146,-0.33888638,1.4374996,0.64232034,19.431586,37.834111
274.57355,71791.767,-144689.08,-94869.019,-0.33890054,1.4375285,0.64233943,19.43143,37.814451
274.57443,71790.694,-144684.52,-94866.984,-0.33891409,1.4375563,0.64235769,19.431274,37.794787
274.57535,71789.571,-144679.76,-94864.856,-0.33892825,1.4375853,0.64237678,19.431118,37.775126
274.57626,71788.461,-144675.05,-94862.752,-0.33894227,1.4376139,0.64239567,19.430963,37.755466
274.57715,71787.375,-144670.45,-94860.694,-0.33895597,1.437642,0.64241414,19.43081,37.73581
274.57813,71786.179,-144665.37,-94858.427,-0.33897106,1.4376729,0.64243448,19.430644,37.714638
274.57904,71785.068,-144660.66,-94856.323,-0.33898508,1.4377015,0.64245337,19.430491,37.694988
274.57993,71783.982,-144656.06,-94854.264,-0.33899878,1.4377296,0.64247184,19.430337,37.675331
274.58084,71782.872,-144651.35,-94852.159,-0.3390128,1.4377583,0.64249073,19.430185,37.655678
274.58173,71781.786,-144646.74,-94850.101,-0.33902651,1.4377863,0.6425092,19.430033,37.636025
274.58264,71780.675,-144642.03,-94847.996,-0.33904053,1.437815,0.6425281,19.429882,37.616372
274.58353,71779.589,-144637.43,-94845.937,-0.33905424,1.4378431,0.64254657,19.429673,37.597998
274.58444,71778.478,-144632.72,-94843.832,-0.33906826,1.4378717,0.64256547,19.428328,37.604948
274.58536,71777.355,-144627.95,-94841.704,-0.33908243,1.4379007,0.64258457,19.426983,37.611891
274.58633,71776.171,-144622.93,-94839.46,-0.33909738,1.4379313,0.64260471,19.425534,37.619368
274.58722,71775.084,-144618.32,-94837.401,-0.33911109,1.4379594,0.6426232,19.424188,37.6263
274.58813,71773.973,-144613.61,-94835.296,-0.33912511,1.4379881,0.64264209,19.422841,37.633231
274.58902,71772.887,-144609.01,-94833.237,-0.33913883,1.4380161,0.64266058,19.421495,37.64016
274.58994,71771.763,-144604.24,-94831.109,-0.33915301,1.4380451,0.64267969,19.420148,37.647075
274.59082,71770.689,-144599.69,-94829.073,-0.33916657,1.4380729,0.64269796,19.4188,37.653982
274.59174,71769.566,-144594.93,-94826.944,-0.33918075,1.4381019,0.64271708,19.417453,37.660902
274.59265,71768.455,-144590.22,-94824.839,-0.33919478,1.4381306,0.64273598,19.416105,37.6678
274.59354,71767.368,-144585.61,-94822.779,-0.3392085,1.4381587,0.64275447,19.414755,37.674681
274.59445,71766.256,-144580.9,-94820.674,-0.33922253,1.4381874,0.64277337,19.413407,37.681578
274.59543,71765.06,-144575.82,-94818.406,-0.33923764,1.4382183,0.64279374,19.411953,37.688992
274.5963,71763.997,-144571.32,-94816.393,-0.33925106,1.4382457,0.64281181,19.410603,37.695867
274.59723,71762.861,-144566.5,-94814.24,-0.3392654,1.4382751,0.64283114,19.409253,37.702735
274.5981,71761.799,-144562,-94812.227,-0.33927881,1.4383025,0.64284922,19.407903,37.7096
274.59903,71760.663,-144557.18,-94810.075,-0.33929316,1.4383318,0.64286854,19.406552,37.716465
274.59995,71759.539,-144552.42,-94807.946,-0.33930735,1.4383609,0.64288766,19.405201,37.723325
274.60083,71758.464,-144547.86,-94805.909,-0.33932092,1.4383886,0.64290595,19.404888,37.740087
274.60175,71757.34,-144543.1,-94803.78,-0.33933511,1.4384177,0.64292508,19.40494,37.760317
274.60263,71756.265,-144538.54,-94801.743,-0.33934868,1.4384454,0.64294337,19.404992,37.780552
274.6036,71755.08,-144533.52,-94799.498,-0.33936365,1.438476,0.64296353,19.405048,37.802337
274.60452,71753.956,-144528.76,-94797.368,-0.33937784,1.4385051,0.64298266,19.405102,37.822577
274.6054,71752.881,-144524.2,-94795.331,-0.33939142,1.4385328,0.64300095,19.405156,37.84283
274.60632,71751.757,-144519.43,-94793.202,-0.33940562,1.4385619,0.64302008,19.40521,37.863068
274.6072,71750.682,-144514.88,-94791.164,-0.3394192,1.4385897,0.64303838,19.405265,37.883313
274.60812,71749.558,-144510.11,-94789.035,-0.33943339,1.4386187,0.64305751,19.40532,37.903561
274.60904,71748.433,-144505.35,-94786.905,-0.33944759,1.4386477,0.64307664,19.405376,37.923808
274.60992,71747.358,-144500.79,-94784.868,-0.33946117,1.4386755,0.64309494,19.405432,37.944057
274.61084,71746.234,-144496.03,-94782.738,-0.33947537,1.4387045,0.64311408,19.405489,37.964315
274.61182,71745.036,-144490.95,-94780.469,-0.3394905,1.4387355,0.64313446,19.40555,37.986118
274.6127,71743.96,-144486.39,-94778.431,-0.33950409,1.4387633,0.64315276,19.405607,38.006368
274.61362,71742.836,-144481.63,-94776.301,-0.33951829,1.4387923,0.6431719,19.405666,38.026641
274.6145,71741.76,-144477.07,-94774.264,-0.33953188,1.4388201,0.6431902,19.405725,38.046895
274.61542,71740.636,-144472.3,-94772.133,-0.33954608,1.4388491,0.64320934,19.405783,38.067151
274.61633,71739.523,-144467.59,-94770.026,-0.33956013,1.4388779,0.64322828,19.405843,38.087411
274.61722,71738.435,-144462.98,-94767.965,-0.33957388,1.438906,0.64324679,19.40639,38.108538
274.61813,71737.323,-144458.27,-94765.858,-0.33958793,1.4389347,0.64326573,19.407579,38.130817
274.61902,71736.235,-144453.66,-94763.797,-0.33960167,1.4389628,0.64328425,19.408767,38.153067
274.61993,71735.122,-144448.94,-94761.69,-0.33961573,1.4389916,0.64330318,19.409959,38.175331
274.6209,71733.936,-144443.92,-94759.443,-0.33963071,1.4390222,0.64332337,19.411241,38.199279
274.6218,71732.836,-144439.25,-94757.359,-0.33964461,1.4390506,0.6433421,19.412437,38.221547
