#GET [h], A15_xpos-J2000[km], A15_ypos-J2000[km], A15_zpos-J2000[km], A15_xvel-J2000[km/s], A15_yvel-J2000[km/s], A15_zvel-J2000[km/s],XRay_point_RA [h], XRay_point_DEC [deg]
224.76772,105698.55,-321795.57,-159714.84,-0.58938473,0.75620613,0.053059857,22.131868,-70.556124
224.76862,105696.64,-321793.12,-159714.67,-0.58901407,0.75623476,0.053252572,22.136469,-70.530553
224.76952,105694.73,-321790.67,-159714.5,-0.58864398,0.75626322,0.053444849,22.141061,-70.504929
224.77042,105692.82,-321788.22,-159714.32,-0.58827446,0.7562915,0.053636688,22.145637,-70.479279
224.77132,105690.91,-321785.77,-159714.15,-0.58790551,0.7563196,0.053828088,22.1502,-70.453595
224.7723,105688.84,-321783.1,-159713.96,-0.5875044,0.75635,0.054036004,22.155094,-70.425902
224.7732,105686.93,-321780.65,-159713.78,-0.58713664,0.75637773,0.05422649,22.159629,-70.400141
224.7741,105685.03,-321778.19,-159713.61,-0.58676944,0.75640528,0.054416539,22.164152,-70.374348
224.775,105683.13,-321775.74,-159713.43,-0.58640281,0.75643265,0.054606151,22.168664,-70.348517
224.77591,105681.2,-321773.26,-159713.25,-0.58603268,0.75646014,0.054797426,22.173152,-70.322667
224.77681,105679.3,-321770.81,-159713.08,-0.5856672,0.75648714,0.05498616,22.177639,-70.296761
224.77771,105677.4,-321768.36,-159712.9,-0.58530228,0.75651395,0.055174458,22.182108,-70.270833
224.77861,105675.51,-321765.91,-159712.72,-0.58493793,0.75654059,0.055362321,22.186569,-70.24487
224.77951,105673.61,-321763.45,-159712.54,-0.58457415,0.75656703,0.055549749,22.191012,-70.218876
224.78041,105671.72,-321761,-159712.36,-0.58421094,0.75659329,0.055736742,22.195442,-70.192842
224.78139,105669.65,-321758.33,-159712.16,-0.58381609,0.75662167,0.055939862,22.200195,-70.164779
224.78229,105667.76,-321755.88,-159711.98,-0.58345407,0.75664754,0.056125947,22.204602,-70.138675
224.78319,105665.87,-321753.42,-159711.8,-0.58309262,0.75667321,0.056311598,22.208993,-70.112543
224.7841,105663.96,-321750.94,-159711.62,-0.58272772,0.75669898,0.056498871,22.214277,-70.107757
224.785,105662.07,-321748.49,-159711.43,-0.58236742,0.75672427,0.05668365,22.220088,-70.114964
224.7859,105660.18,-321746.04,-159711.25,-0.58200768,0.75674937,0.056867996,22.225909,-70.122098
224.7868,105658.29,-321743.59,-159711.06,-0.58164851,0.75677427,0.05705191,22.231738,-70.129177
224.7877,105656.41,-321741.13,-159710.88,-0.5812899,0.75679898,0.057235391,22.237575,-70.136187
224.7886,105654.52,-321738.68,-159710.69,-0.58093187,0.75682349,0.057418441,22.24342,-70.143152
224.78958,105652.47,-321736.01,-159710.49,-0.58054266,0.75684996,0.05761727,22.249722,-70.150583
224.79048,105650.59,-321733.56,-159710.3,-0.58018582,0.75687407,0.057799417,22.255588,-70.15741
224.79138,105648.71,-321731.1,-159710.12,-0.57982955,0.75689797,0.057981134,22.261466,-70.164161
224.7923,105646.79,-321728.59,-159709.93,-0.57946595,0.7569222,0.058166444,22.267339,-70.170882
224.7932,105644.91,-321726.14,-159709.74,-0.57911083,0.7569457,0.058347289,22.273234,-70.177516
224.7941,105643.03,-321723.69,-159709.55,-0.57875628,0.756969,0.058527705,22.279134,-70.184093
224.795,105641.16,-321721.23,-159709.36,-0.5784023,0.75699209,0.058707691,22.285043,-70.190608
224.7959,105639.28,-321718.78,-159709.17,-0.57804889,0.75701499,0.058887247,22.290963,-70.197045
224.7968,105637.41,-321716.33,-159708.98,-0.57769605,0.75703767,0.059066375,22.296897,-70.203423
224.79778,105635.37,-321713.65,-159708.77,-0.57731249,0.75706215,0.059260936,22.303284,-70.210242
224.79868,105633.5,-321711.2,-159708.58,-0.57696084,0.7570844,0.059439168,22.309236,-70.21648
224.79958,105631.63,-321708.75,-159708.38,-0.57660976,0.75710646,0.059616972,22.315189,-70.222667
224.80049,105629.74,-321706.27,-159708.19,-0.57625536,0.75712854,0.059796316,22.318799,-70.234843
224.80139,105627.87,-321703.81,-159707.99,-0.57590543,0.75715017,0.059973259,22.317682,-70.259157
224.80229,105626,-321701.36,-159707.8,-0.57555607,0.7571716,0.060149775,22.316565,-70.283466
224.80319,105624.14,-321698.9,-159707.61,-0.57520727,0.75719281,0.060325865,22.315444,-70.307761
224.8041,105622.25,-321696.42,-159707.41,-0.57485519,0.75721404,0.060503477,22.314311,-70.332085
224.805,105620.39,-321693.97,-159707.21,-0.57450754,0.75723482,0.060678708,22.313186,-70.35638
224.80591,105618.5,-321691.49,-159707.01,-0.57415662,0.75725562,0.060855454,22.312045,-70.380689
224.80687,105616.52,-321688.87,-159706.8,-0.57378704,0.75727732,0.061041439,22.310829,-70.40683
224.80779,105614.62,-321686.36,-159706.6,-0.57343347,0.75729789,0.061219221,22.30968,-70.431151
224.80869,105612.76,-321683.91,-159706.4,-0.57308817,0.75731779,0.061392708,22.308538,-70.455434
224.80959,105610.9,-321681.45,-159706.2,-0.57274344,0.75733748,0.06156577,22.30739,-70.47972
224.81049,105609.05,-321679,-159706,-0.57239927,0.75735694,0.061738409,22.306244,-70.503991
224.81139,105607.19,-321676.54,-159705.8,-0.57205568,0.75737619,0.061910623,22.305092,-70.528269
224.81229,105605.34,-321674.09,-159705.6,-0.57171266,0.75739521,0.062082413,22.303936,-70.552546
224.8132,105603.46,-321671.61,-159705.4,-0.57136641,0.75741423,0.062255682,22.302768,-70.576821
224.8141,105601.61,-321669.15,-159705.2,-0.57102454,0.75743281,0.062426621,22.301609,-70.60109
224.81506,105599.64,-321666.53,-159704.98,-0.57066051,0.75745238,0.06260849,22.300356,-70.627208
224.81598,105597.75,-321664.02,-159704.77,-0.57031226,0.75747089,0.062782331,22.29918,-70.651484
224.81688,105595.9,-321661.57,-159704.57,-0.56997215,0.75748878,0.062951965,22.297997,-70.675508
224.81778,105594.05,-321659.11,-159704.37,-0.56963261,0.75750644,0.063121178,22.296626,-70.69018
224.81868,105592.2,-321656.66,-159704.16,-0.56929365,0.75752387,0.063289969,22.295246,-70.704851
224.81958,105590.36,-321654.2,-159703.96,-0.56895526,0.75754108,0.063458339,22.293867,-70.719504
224.82048,105588.52,-321651.75,-159703.75,-0.56861744,0.75755805,0.063626288,22.292483,-70.734169
224.8214,105586.63,-321649.24,-159703.54,-0.5682727,0.75757517,0.063797535,22.291089,-70.748842
224.8223,105584.79,-321646.78,-159703.33,-0.56793604,0.75759168,0.063964634,22.289705,-70.763489
224.8232,105582.95,-321644.33,-159703.13,-0.56759995,0.75760795,0.064131314,22.288315,-70.77814
224.82417,105580.97,-321641.68,-159702.9,-0.56723836,0.75762524,0.064310487,22.286818,-70.793911
224.82507,105579.13,-321639.23,-159702.69,-0.56690346,0.75764103,0.064476295,22.285422,-70.808555
224.82597,105577.29,-321636.77,-159702.48,-0.56656912,0.75765658,0.064641684,22.284027,-70.823187
224.82687,105575.46,-321634.32,-159702.27,-0.56623537,0.75767191,0.064806655,22.282631,-70.837815
224.82777,105573.62,-321631.86,-159702.06,-0.56590218,0.75768699,0.064971207,22.281228,-70.852447
224.82867,105571.79,-321629.41,-159701.85,-0.56556957,0.75770184,0.065135342,22.279828,-70.867065
224.82959,105569.91,-321626.9,-159701.64,-0.56523015,0.75771677,0.065302692,22.278411,-70.88171
224.83049,105568.08,-321624.44,-159701.43,-0.56489869,0.75773113,0.065465982,22.277006,-70.89632
224.83139,105566.25,-321621.99,-159701.21,-0.56456781,0.75774525,0.065628855,22.275594,-70.910937
224.83237,105564.26,-321619.31,-159700.98,-0.56420817,0.75776036,0.065805732,22.274068,-70.926674
224.83327,105562.43,-321616.86,-159700.77,-0.56387848,0.75777397,0.065967735,22.272655,-70.941276
224.83417,105560.61,-321614.4,-159700.55,-0.56354936,0.75778735,0.066129322,22.270932,-70.948463
224.83507,105558.78,-321611.95,-159700.34,-0.56322082,0.75780048,0.066290494,22.269087,-70.95271
224.83597,105556.96,-321609.49,-159700.13,-0.56289285,0.75781336,0.06645125,22.267241,-70.956947
224.83687,105555.13,-321607.04,-159699.91,-0.56256545,0.757826,0.066611591,22.265395,-70.961178
224.83778,105553.29,-321604.55,-159699.69,-0.562235,0.75783853,0.066773292,22.263544,-70.965417
224.83868,105551.47,-321602.1,-159699.47,-0.56190876,0.75785066,0.0669328,22.261693,-70.969645
224.83958,105549.65,-321599.64,-159699.26,-0.56158308,0.75786255,0.067091893,22.259842,-70.973863
224.84048,105547.83,-321597.19,-159699.04,-0.56125799,0.75787419,0.067250572,22.257991,-70.978081
224.84146,105545.85,-321594.51,-159698.8,-0.56090464,0.75788658,0.067422887,22.255995,-70.982623
224.84236,105544.03,-321592.06,-159698.58,-0.56058074,0.7578977,0.067580703,22.25414,-70.986827
224.84326,105542.22,-321589.6,-159698.36,-0.56025741,0.75790856,0.067738106,22.252285,-70.991031
224.84416,105540.4,-321587.14,-159698.14,-0.55993466,0.75791917,0.067895097,22.250428,-70.995233
224.84506,105538.59,-321584.69,-159697.92,-0.55961248,0.75792952,0.068051676,22.248572,-70.999418
224.84598,105536.73,-321582.18,-159697.7,-0.55928373,0.75793984,0.068211309,22.246704,-71.003623
224.84688,105534.92,-321579.72,-159697.48,-0.55896271,0.75794967,0.068367055,22.244844,-71.007807
224.84778,105533.11,-321577.27,-159697.26,-0.55864223,0.75795927,0.068522415,22.242984,-71.011985
224.84868,105531.3,-321574.81,-159697.03,-0.55832209,0.75796883,0.06867754,22.241122,-71.016151
224.84966,105529.33,-321572.14,-159696.79,-0.55797384,0.75797921,0.068846216,22.23911,-71.02065
224.85056,105527.53,-321569.68,-159696.57,-0.55765433,0.75798873,0.069000904,22.237533,-71.022966
224.85146,105525.72,-321567.23,-159696.34,-0.55733513,0.75799822,0.069155383,22.236365,-71.022606
224.85236,105523.91,-321564.77,-159696.12,-0.55701624,0.7580077,0.069309652,22.235202,-71.022236
224.85327,105522.09,-321562.29,-159695.89,-0.55669411,0.75801726,0.069465423,22.234029,-71.021883
224.85417,105520.29,-321559.83,-159695.67,-0.55637583,0.7580267,0.069619273,22.232862,-71.021512
224.85507,105518.48,-321557.37,-159695.44,-0.55605785,0.75803611,0.069772913,22.231698,-71.021144
224.85597,105516.68,-321554.92,-159695.21,-0.55574018,0.75804551,0.069926344,22.230531,-71.020768
224.85687,105514.88,-321552.46,-159694.99,-0.55542281,0.75805488,0.070079567,22.229368,-71.020395
224.85777,105513.08,-321550.01,-159694.76,-0.55510575,0.75806424,0.070232581,22.228203,-71.020021
224.85875,105511.13,-321547.33,-159694.51,-0.55476085,0.75807441,0.070398959,22.226937,-71.01963
224.85965,105509.33,-321544.87,-159694.28,-0.55444443,0.75808372,0.070551537,22.225774,-71.019245
224.86055,105507.53,-321542.42,-159694.06,-0.55412831,0.75809301,0.070703906,22.224606,-71.018867
224.86147,105505.7,-321539.91,-159693.82,-0.55380549,0.75810249,0.070859446,22.223434,-71.018495
224.86237,105503.91,-321537.45,-159693.59,-0.55348999,0.75811174,0.071011394,22.222265,-71.018116
224.86327,105502.11,-321534.99,-159693.36,-0.55317479,0.75812097,0.071163134,22.221099,-71.017735
224.86417,105500.32,-321532.54,-159693.13,-0.5528599,0.75813018,0.071314665,22.219933,-71.01734
224.86507,105498.53,-321530.08,-159692.9,-0.55254532,0.75813937,0.071465988,22.218765,-71.016958
224.86597,105496.74,-321527.62,-159692.67,-0.55223104,0.75814854,0.071617103,22.217597,-71.016564
224.86694,105494.81,-321524.98,-159692.42,-0.55189266,0.7581584,0.071779738,22.216237,-71.016779
224.86784,105493.03,-321522.52,-159692.18,-0.55157902,0.75816753,0.07193042,22.214048,-71.022708
224.86874,105491.24,-321520.06,-159691.95,-0.55126568,0.75817663,0.072080895,22.211854,-71.028637
224.86966,105489.42,-321517.55,-159691.71,-0.5509457,0.75818591,0.072234498,22.209648,-71.034568
224.87056,105487.63,-321515.09,-159691.48,-0.55063298,0.75819498,0.072384552,22.207454,-71.040475
224.87146,105485.85,-321512.64,-159691.24,-0.55032056,0.75820401,0.072534398,22.205256,-71.046381
224.87236,105484.07,-321510.18,-159691.01,-0.55000846,0.75821303,0.072684036,22.203056,-71.052277
224.87326,105482.28,-321507.72,-159690.77,-0.54969666,0.75822203,0.072833467,22.200854,-71.058167
224.87416,105480.5,-321505.27,-159690.53,-0.54938516,0.758231,0.07298269,22.198646,-71.064052
224.87508,105478.69,-321502.76,-159690.29,-0.54906706,0.75824016,0.073135014,22.196432,-71.069945
224.87604,105476.79,-321500.13,-159690.04,-0.54873547,0.75824968,0.07329373,22.19406,-71.076254
224.87694,105475.01,-321497.68,-159689.8,-0.54842492,0.75825859,0.073442312,22.191852,-71.082116
224.87785,105473.22,-321495.19,-159689.56,-0.54811124,0.75826757,0.073592334,22.189632,-71.087985
224.87875,105471.44,-321492.74,-159689.32,-0.5478013,0.75827644,0.073740499,22.187419,-71.093831
224.87965,105469.67,-321490.28,-159689.08,-0.54749168,0.75828528,0.073888457,22.185205,-71.099668
224.88055,105467.89,-321487.82,-159688.84,-0.54718236,0.7582941,0.074036207,22.182988,-71.105503
224.88145,105466.12,-321485.36,-159688.6,-0.54687334,0.7583029,0.07418375,22.18077,-71.111328
224.88235,105464.35,-321482.91,-159688.36,-0.54656464,0.75831167,0.074331087,22.178552,-71.117148
224.88327,105462.54,-321480.39,-159688.11,-0.54624938,0.75832062,0.074481483,22.176318,-71.122975
224.88423,105460.65,-321477.77,-159687.86,-0.54592077,0.75832993,0.074638187,22.178891,-71.123018
224.88513,105458.89,-321475.32,-159687.61,-0.54561301,0.75833863,0.074784884,22.182932,-71.120967
224.88605,105457.08,-321472.8,-159687.37,-0.54529873,0.75834751,0.074934627,22.186955,-71.118912
224.88695,105455.31,-321470.35,-159687.12,-0.54499159,0.75835617,0.075080906,22.190999,-71.116809
224.88785,105453.55,-321467.89,-159686.88,-0.54468475,0.7583648,0.075226978,22.195037,-71.114679
224.88875,105451.79,-321465.43,-159686.64,-0.54437823,0.75837342,0.075372843,22.199083,-71.11251
224.88965,105450.02,-321462.97,-159686.39,-0.54407201,0.75838201,0.075518501,22.203125,-71.110331
224.89055,105448.26,-321460.52,-159686.15,-0.5437661,0.75839058,0.075663953,22.207171,-71.108104
224.89146,105446.48,-321458.03,-159685.9,-0.5434571,0.75839922,0.075810812,22.21122,-71.105856
224.89236,105444.72,-321455.57,-159685.65,-0.5431518,0.75840774,0.075955848,22.21527,-71.103578
224.89333,105442.82,-321452.92,-159685.39,-0.5428231,0.75841689,0.076111935,22.219628,-71.101093
224.89424,105441.05,-321450.44,-159685.14,-0.54251506,0.75842546,0.076258149,22.223679,-71.098759
224.89514,105439.29,-321447.98,-159684.89,-0.54221072,0.75843391,0.076402548,22.227733,-71.096394
224.89604,105437.53,-321445.52,-159684.64,-0.54190668,0.75844233,0.076546741,22.231788,-71.093994
224.89694,105435.78,-321443.07,-159684.39,-0.54160295,0.75845073,0.076690729,22.235845,-71.091562
224.89784,105434.03,-321440.61,-159684.14,-0.54129952,0.75845911,0.07683451,22.239905,-71.089106
224.89874,105432.27,-321438.15,-159683.89,-0.5409964,0.75846747,0.076978085,22.243966,-71.086619
224.89966,105430.48,-321435.64,-159683.64,-0.54068687,0.75847598,0.077124638,22.248019,-71.084111
224.90056,105428.73,-321433.18,-159683.39,-0.54038437,0.75848429,0.077267797,22.25145,-71.069173
224.90154,105426.83,-321430.5,-159683.11,-0.54005534,0.7584933,0.077423447,22.254147,-71.033767
224.90244,105425.08,-321428.04,-159682.86,-0.53975348,0.75850156,0.077566176,22.256643,-71.000873
224.90334,105423.33,-321425.59,-159682.61,-0.53945194,0.75850979,0.077708699,22.259129,-70.967974
224.90424,105421.58,-321423.13,-159682.36,-0.5391507,0.75851799,0.077851017,22.261599,-70.935059
224.90514,105419.84,-321420.67,-159682.11,-0.53884977,0.75852618,0.077993129,22.264065,-70.902132
224.90604,105418.09,-321418.21,-159681.85,-0.53854915,0.75853433,0.078135035,22.26651,-70.869212
224.90695,105416.33,-321415.73,-159681.6,-0.5382455,0.75854256,0.07827831,22.268941,-70.836294
224.90785,105414.58,-321413.27,-159681.34,-0.53794549,0.75855067,0.078419803,22.271365,-70.803358
224.90875,105412.84,-321410.81,-159681.09,-0.5376458,0.75855875,0.078561091,22.273776,-70.770414
224.90965,105411.1,-321408.35,-159680.83,-0.53734641,0.75856681,0.078702174,22.276177,-70.737471
224.91063,105409.21,-321405.67,-159680.56,-0.53702076,0.75857555,0.078855564,22.278744,-70.701984
224.91153,105407.47,-321403.22,-159680.3,-0.53672202,0.75858356,0.078996218,22.28112,-70.669024
224.91243,105405.73,-321400.76,-159680.04,-0.53642358,0.75859154,0.079136667,22.283485,-70.636055
224.91333,105403.99,-321398.3,-159679.79,-0.53612545,0.7585995,0.079276912,22.285836,-70.60308
224.91423,105402.26,-321395.84,-159679.53,-0.53582763,0.75860743,0.079416951,22.288177,-70.570101
224.91515,105400.48,-321393.33,-159679.26,-0.53552351,0.75861551,0.07955989,22.290496,-70.537137
224.91605,105398.75,-321390.87,-159679.01,-0.53522631,0.75862339,0.079699515,22.292813,-70.504143
224.91695,105397.02,-321388.41,-159678.75,-0.53492942,0.75863125,0.079838935,22.294952,-70.472189
224.91785,105395.28,-321385.95,-159678.49,-0.53463284,0.75863908,0.079978151,22.295585,-70.449505
224.91882,105393.42,-321383.3,-159678.21,-0.53431354,0.75864749,0.080127965,22.296266,-70.425089
224.91972,105391.69,-321380.84,-159677.95,-0.5340176,0.75865526,0.080266755,22.296894,-70.402404
224.92062,105389.96,-321378.38,-159677.69,-0.53372197,0.75866301,0.080405341,22.297513,-70.379739
224.92152,105388.23,-321375.93,-159677.43,-0.53342665,0.75867074,0.080543722,22.298134,-70.357063
224.92242,105386.5,-321373.47,-159677.17,-0.53313164,0.75867843,0.080681899,22.298752,-70.33439
224.92334,105384.74,-321370.95,-159676.9,-0.53283038,0.75868628,0.080822935,22.299357,-70.311739
224.92514,105381.29,-321366.04,-159676.37,-0.53224191,0.75870154,0.081098258,22.300573,-70.266409
224.92604,105379.57,-321363.58,-159676.11,-0.53194814,0.75870914,0.081235613,22.301177,-70.243739
224.92694,105377.84,-321361.12,-159675.85,-0.53165468,0.7587167,0.081372764,22.301778,-70.22108
224.92792,105375.97,-321358.44,-159675.56,-0.53133548,0.75872491,0.081521874,22.302417,-70.196687
224.92882,105374.25,-321355.98,-159675.29,-0.53104266,0.75873242,0.081658599,22.303014,-70.174028
224.92972,105372.53,-321353.52,-159675.03,-0.53075015,0.75873991,0.08179512,22.303604,-70.151373
224.93062,105370.81,-321351.06,-159674.76,-0.53045795,0.75874737,0.081931437,22.304193,-70.128709
224.93153,105369.07,-321348.58,-159674.49,-0.53016282,0.75875488,0.082069062,22.30477,-70.106074
224.93243,105367.36,-321346.12,-159674.23,-0.52987124,0.75876229,0.082204969,22.305353,-70.083425
224.93333,105365.64,-321343.66,-159673.96,-0.52957997,0.75876966,0.082340673,22.305931,-70.060771
224.93423,105363.93,-321341.2,-159673.69,-0.52928901,0.75877701,0.082476173,22.306774,-70.062529
224.93513,105362.21,-321338.74,-159673.43,-0.52899836,0.75878434,0.08261147,22.307683,-70.070659
224.93611,105360.35,-321336.06,-159673.13,-0.52868223,0.75879228,0.082758561,22.308662,-70.079411
224.93701,105358.64,-321333.6,-159672.86,-0.52839222,0.75879955,0.082893433,22.30958,-70.087525
224.93791,105356.92,-321331.14,-159672.6,-0.52810253,0.75880679,0.083028101,22.310494,-70.09564
224.93881,105355.21,-321328.68,-159672.33,-0.52781314,0.758814,0.083162565,22.311413,-70.103743
224.93973,105353.47,-321326.17,-159672.05,-0.52751765,0.75882134,0.083299808,22.312324,-70.111874
224.94063,105351.76,-321323.71,-159671.78,-0.52722889,0.7588285,0.083433862,22.313247,-70.119969
224.94153,105350.05,-321321.25,-159671.51,-0.52694043,0.75883563,0.083567713,22.31417,-70.128074
224.94243,105348.35,-321318.79,-159671.24,-0.52665229,0.75884273,0.08370136,22.315097,-70.136157
224.94333,105346.64,-321316.33,-159670.97,-0.52636446,0.7588498,0.083834805,22.316026,-70.144244
224.94423,105344.94,-321313.87,-159670.69,-0.52607694,0.75885685,0.083968047,22.316955,-70.152339
224.9452,105343.1,-321311.22,-159670.4,-0.5257674,0.75886441,0.084111424,22.317959,-70.161041
224.9461,105341.4,-321308.76,-159670.13,-0.52548053,0.7588714,0.084244245,22.318895,-70.169118
224.94702,105339.66,-321306.25,-159669.85,-0.52518759,0.75887851,0.084379807,22.31982,-70.177205
224.94792,105337.96,-321303.79,-159669.57,-0.52490134,0.75888544,0.084512217,22.32076,-70.185277
224.94882,105336.26,-321301.33,-159669.3,-0.5246154,0.75889234,0.084644425,22.3217,-70.193339
224.94972,105334.56,-321298.87,-159669.02,-0.52432977,0.75889922,0.08477643,22.32264,-70.201412
224.95062,105332.86,-321296.41,-159668.75,-0.52404445,0.75890606,0.084908232,22.322714,-70.218528
224.95152,105331.17,-321293.95,-159668.47,-0.52375944,0.75891288,0.085039832,22.321869,-70.245227
224.95242,105329.47,-321291.49,-159668.2,-0.52347474,0.75891966,0.08517123,22.321018,-70.271934
224.9534,105327.62,-321288.81,-159667.9,-0.52316508,0.75892702,0.085314077,22.320094,-70.3007
224.9543,105325.93,-321286.35,-159667.62,-0.52288103,0.75893375,0.085445052,22.319238,-70.327407
224.95522,105324.2,-321283.84,-159667.34,-0.52259099,0.7589406,0.085578729,22.318366,-70.354129
224.95612,105322.51,-321281.38,-159667.06,-0.52230756,0.75894727,0.085709295,22.317506,-70.380823
224.95702,105320.82,-321278.92,-159666.78,-0.52202445,0.75895391,0.085839659,22.316638,-70.407519
224.95792,105319.13,-321276.46,-159666.5,-0.52174164,0.75896052,0.085969821,22.315766,-70.434215
224.95882,105317.44,-321274,-159666.22,-0.52145915,0.7589671,0.086099781,22.314891,-70.460912
224.95972,105315.75,-321271.54,-159665.94,-0.52117697,0.75897365,0.086229539,22.314015,-70.487611
224.96063,105314.04,-321269.05,-159665.66,-0.52089196,0.75898025,0.086360534,22.313133,-70.514302
224.96431,105307.15,-321258.99,-159664.51,-0.51974266,0.75900662,0.086888167,22.309501,-70.623121
224.96521,105305.47,-321256.53,-159664.23,-0.51946237,0.75901299,0.087016695,22.308602,-70.649804
224.96611,105303.79,-321254.07,-159663.94,-0.5191824,0.75901933,0.087145021,22.3077,-70.676493
224.96701,105302.11,-321251.61,-159663.66,-0.51890273,0.75902564,0.087273146,22.306377,-70.701933
224.96791,105300.43,-321249.15,-159663.38,-0.51862338,0.75903193,0.087401069,22.303102,-70.721647
224.96883,105298.71,-321246.64,-159663.09,-0.51833813,0.75903832,0.087531628,22.299815,-70.741353
224.96973,105297.03,-321244.18,-159662.8,-0.51805941,0.75904454,0.087659144,22.296522,-70.761037
224.97069,105295.24,-321241.56,-159662.5,-0.51776244,0.75905114,0.08779494,22.29297,-70.782204
224.9716,105293.55,-321239.07,-159662.21,-0.51748127,0.75905737,0.087923452,22.289661,-70.801862
224.9725,105291.87,-321236.61,-159661.93,-0.5172035,0.7590635,0.08805035,22.286344,-70.821495
224.9734,105290.2,-321234.15,-159661.64,-0.51692605,0.7590696,0.088177046,22.283018,-70.841109
224.9743,105288.52,-321231.69,-159661.35,-0.5166489,0.75907566,0.088303542,22.279687,-70.860702
224.9752,105286.85,-321229.23,-159661.07,-0.51637206,0.7590817,0.088429836,22.276343,-70.880286
224.9761,105285.18,-321226.77,-159660.78,-0.51609554,0.75908771,0.08855593,22.272992,-70.899853
224.97702,105283.47,-321224.25,-159660.49,-0.5158132,0.75909381,0.088684619,22.269625,-70.919416
224.97792,105281.8,-321221.79,-159660.2,-0.5155373,0.75909976,0.088810307,22.266257,-70.938948
224.97888,105280.02,-321219.17,-159659.89,-0.51524336,0.75910606,0.088944153,22.262623,-70.959962
224.9798,105278.31,-321216.65,-159659.6,-0.514962,0.75911207,0.089072208,22.259231,-70.979472
224.9807,105276.65,-321214.19,-159659.31,-0.51468706,0.75911792,0.089197276,22.255835,-70.998956
224.9816,105274.98,-321211.73,-159659.02,-0.51441245,0.75912374,0.089322144,22.252435,-71.018411
224.9825,105273.31,-321209.27,-159658.73,-0.51413814,0.75912952,0.089446812,22.24902,-71.037865
224.9834,105271.65,-321206.81,-159658.44,-0.51386414,0.75913527,0.089571279,22.245599,-71.057295
224.9843,105269.99,-321204.35,-159658.15,-0.51359046,0.759141,0.089695546,22.242243,-71.063133
224.98521,105268.31,-321201.86,-159657.85,-0.51331405,0.75914675,0.089820991,22.238895,-71.066948
224.98611,105266.64,-321199.4,-159657.56,-0.51304099,0.75915241,0.089944855,22.235545,-71.070733
224.98701,105264.98,-321196.94,-159657.27,-0.51276825,0.75915804,0.09006852,22.232193,-71.074497
224.98799,105263.17,-321194.26,-159656.95,-0.51247161,0.75916413,0.090202949,22.228576,-71.07855
224.98889,105261.51,-321191.8,-159656.66,-0.51219952,0.75916969,0.090326195,22.22522,-71.082283
224.98979,105259.86,-321189.34,-159656.36,-0.51192774,0.75917522,0.090449242,22.221863,-71.086014
224.99069,105258.2,-321186.88,-159656.07,-0.51165627,0.75918071,0.090572089,22.218503,-71.089723
224.9916,105256.52,-321184.39,-159655.77,-0.5113821,0.75918624,0.090696098,22.215136,-71.093417
224.9925,105254.87,-321181.93,-159655.48,-0.51111126,0.75919167,0.090818543,22.21177,-71.097093
224.99341,105253.19,-321179.45,-159655.18,-0.51083773,0.75919713,0.090942146,22.208401,-71.100758
224.99431,105251.54,-321176.98,-159654.88,-0.51056752,0.75920249,0.09106419,22.205026,-71.104417
224.99521,105249.89,-321174.52,-159654.59,-0.51029762,0.75920783,0.091186034,22.201654,-71.108045
224.99619,105248.09,-321171.84,-159654.27,-0.51000408,0.7592136,0.091318482,22.198021,-71.111939
224.99709,105246.44,-321169.38,-159653.97,-0.50973483,0.75921887,0.091439909,22.19464,-71.115541
224.99799,105244.79,-321166.92,-159653.67,-0.5094659,0.7592241,0.091561138,22.191261,-71.119127
224.99889,105243.14,-321164.46,-159653.38,-0.50919727,0.7592293,0.091682167,22.187882,-71.122693
224.99979,105241.49,-321162,-159653.08,-0.50892896,0.75923447,0.091802997,22.184501,-71.126246
225.0007,105239.82,-321159.51,-159652.78,-0.50865799,0.75923966,0.091924966,22.184103,-71.118774
225.0016,105238.18,-321157.05,-159652.48,-0.50839031,0.75924476,0.092045396,22.186034,-71.10272
225.0025,105236.53,-321154.59,-159652.18,-0.50812294,0.75924983,0.092165626,22.187958,-71.086662
225.0034,105234.88,-321152.13,-159651.88,-0.50785589,0.75925486,0.092285657,22.189882,-71.070594
225.0043,105233.24,-321149.67,-159651.58,-0.50758914,0.75925987,0.09240549,22.191803,-71.054519
225.00528,105231.45,-321146.99,-159651.25,-0.50729905,0.75926528,0.092535747,22.193858,-71.037225
225.00618,105229.81,-321144.53,-159650.95,-0.50703296,0.75927021,0.092655164,22.195769,-71.021137
225.00708,105228.17,-321142.07,-159650.65,-0.50676718,0.75927511,0.092774383,22.197678,-71.00505
225.00798,105226.52,-321139.61,-159650.35,-0.50650172,0.75927997,0.092893402,22.199582,-70.988949
225.0089,105224.85,-321137.09,-159650.04,-0.50623068,0.75928491,0.093014862,22.201475,-70.972861
225.0098,105223.21,-321134.63,-159649.74,-0.50596585,0.75928971,0.09313348,22.20337,-70.956756
225.0107,105221.57,-321132.17,-159649.44,-0.50570133,0.75929447,0.093251899,22.205259,-70.940645
225.0116,105219.93,-321129.71,-159649.14,-0.50543713,0.7592992,0.09337012,22.207148,-70.924527
225.0125,105218.3,-321127.25,-159648.83,-0.50517324,0.75930389,0.093488143,22.209036,-70.908408
225.01347,105216.53,-321124.6,-159648.51,-0.50488918,0.75930892,0.093615123,22.211063,-70.891027
