#GET [h], theta_SUN [deg], phi_SUN [deg], theta_MOON [deg], phi_MOON [deg], theta_EARTH [deg], phi_EARTH [deg] 
224.9461,121.46777,132.99925,6.5901813,-150.22391,95.911728,127.99534
224.94702,121.45498,132.97982,6.598459,-149.94736,95.897113,127.98578
224.94792,121.44217,132.96038,6.6070093,-149.67479,95.882494,127.97618
224.94882,121.42935,132.94096,6.6157158,-149.40306,95.867866,127.96658
224.94972,121.41655,132.92154,6.6245821,-149.13245,95.85326,127.95699
224.95062,121.42043,132.90316,6.6352906,-149.00635,95.855429,127.94737
224.95152,121.44197,132.88584,6.647843,-149.03261,95.87536,127.93771
224.95242,121.46354,132.86853,6.6604041,-149.05921,95.895321,127.92806
224.9534,121.48676,132.84989,6.6738855,-149.0863,95.916812,127.91768
224.9543,121.50833,132.83256,6.6864697,-149.11317,95.93678,127.90803
224.95522,121.52992,132.81525,6.6989619,-149.13716,95.956754,127.89842
224.95612,121.55148,132.79792,6.7115567,-149.16421,95.976716,127.88876
224.95702,121.57306,132.7806,6.7241653,-149.19153,95.996703,127.87912
224.95792,121.59465,132.76328,6.7367868,-149.21899,96.016695,127.86949
224.95882,121.61624,132.74596,6.7494181,-149.2466,96.036695,127.85985
224.95972,121.63784,132.72862,6.7620565,-149.27438,96.056703,127.8502
224.96063,121.65941,132.71128,6.7746461,-149.30057,96.076686,127.84057
224.96431,121.7475,132.64061,6.8262562,-149.41401,96.158316,127.80131
224.96521,121.76911,132.62327,6.8389527,-149.44256,96.178353,127.79169
224.96611,121.79074,132.60593,6.8516617,-149.47127,96.1984,127.78206
224.96701,121.81263,132.5913,6.8639397,-149.50075,96.218761,127.77489
224.96791,121.83584,132.58931,6.8742226,-149.53392,96.240638,127.77915
224.96883,121.85903,132.58731,6.8844026,-149.56402,96.262482,127.78343
224.96973,121.88225,132.58533,6.8947045,-149.59735,96.284368,127.78771
224.97069,121.90726,132.58321,6.9058539,-149.63468,96.307949,127.79232
224.9716,121.93047,132.58123,6.9161152,-149.66659,96.329823,127.79661
224.9725,121.95369,132.57926,6.926444,-149.70009,96.351716,127.80091
224.9734,121.97692,132.57731,6.9367757,-149.73367,96.373615,127.80522
224.9743,122.00013,132.57536,6.947114,-149.76721,96.395503,127.80953
224.9752,122.02337,132.57342,6.9574647,-149.80099,96.417419,127.81386
224.9761,122.04661,132.57149,6.9678204,-149.83485,96.439339,127.8182
224.97702,122.06983,132.56956,6.9780842,-149.86573,96.461233,127.82256
224.97792,122.09307,132.56764,6.9884583,-149.89967,96.483155,127.82691
224.97888,122.11811,132.56558,6.9996924,-149.93766,96.506779,127.83159
224.9798,122.14134,132.56367,7.0099773,-149.96879,96.528688,127.83598
224.9807,122.1646,132.56178,7.0203796,-150.00299,96.550632,127.84036
224.9816,122.18783,132.55988,7.0307815,-150.03705,96.572552,127.84474
224.9825,122.2111,132.55801,7.0412082,-150.07143,96.594513,127.84914
224.9834,122.23436,132.55614,7.0516331,-150.10578,96.616464,127.85354
224.9843,122.22563,132.55211,7.0675613,-149.86001,96.605498,127.86267
224.98521,122.21213,132.54775,7.0844317,-149.57247,96.58962,127.8725
224.98611,122.19863,132.54341,7.1015404,-149.2878,96.573753,127.88234
224.98701,122.18513,132.53908,7.1188252,-149.00459,96.557884,127.89218
224.98799,122.1706,132.53442,7.1375858,-148.69991,96.540812,127.90281
224.98889,122.15709,132.53009,7.1552396,-148.41984,96.524955,127.91266
224.98979,122.1436,132.52575,7.1730689,-148.1414,96.509118,127.92251
224.99069,122.1301,132.52143,7.1910717,-147.86444,96.493282,127.93238
224.9916,122.11659,132.51712,7.2092011,-147.58754,96.477438,127.94226
224.9925,122.10309,132.51281,7.2275497,-147.31359,96.461612,127.95214
224.99341,122.08958,132.5085,7.2460191,-147.03972,96.445774,127.96203
224.99431,122.07612,132.50421,7.2647109,-146.7691,96.429998,127.97194
224.99521,122.06261,132.49991,7.2835635,-146.49966,96.414182,127.98183
224.99619,122.04805,132.49527,7.3039973,-146.20968,96.397138,127.99249
224.99709,122.03456,132.491,7.3231927,-145.94362,96.381363,128.00241
224.99799,122.02106,132.48671,7.3425514,-145.67893,96.365573,128.01233
224.99889,122.00756,132.48243,7.3620661,-145.41573,96.349782,128.02224
224.99979,121.99405,132.47814,7.3817383,-145.15406,96.333998,128.03215
225.0007,121.99823,132.49057,7.3654369,-145.07419,96.338847,128.03874
225.0016,122.01614,132.51599,7.3211442,-145.13796,96.35974,128.04271
225.0025,122.03405,132.54144,7.2768693,-145.20277,96.380645,128.04669
225.0034,122.05193,132.56689,7.2325991,-145.26851,96.40154,128.05066
225.0043,122.0698,132.59236,7.1883409,-145.33525,96.422435,128.05463
225.00528,122.08905,132.61981,7.1406686,-145.40699,96.44496,128.05895
225.00618,122.10689,132.64532,7.0964445,-145.47591,96.465862,128.06295
225.00708,122.12472,132.67083,7.0522328,-145.54595,96.48677,128.06694
225.00798,122.14252,132.69636,7.0080405,-145.61696,96.507666,128.07094
225.0089,122.16031,132.7219,6.9637838,-145.6863,96.528558,128.07497
225.0098,122.1781,132.74746,6.9196227,-145.75968,96.549473,128.07899
225.0107,122.19589,132.77305,6.8754761,-145.83429,96.570402,128.08302
225.0116,122.21364,132.79864,6.8313471,-145.90992,96.591313,128.08704
225.0125,122.23138,132.82424,6.7872314,-145.98678,96.612228,128.09106
225.01347,122.25045,132.85182,6.7397355,-146.07064,96.634733,128.0954
225.01437,122.26815,132.87746,6.6956461,-146.14994,96.655637,128.09943
225.01527,122.28586,132.90312,6.6515877,-146.23074,96.676574,128.10349
225.01617,122.30353,132.92876,6.6075443,-146.31258,96.697478,128.10752
225.01709,122.30674,132.94957,6.5713064,-146.25295,96.703123,128.11219
225.01799,122.26772,132.95608,6.5584441,-145.78645,96.664138,128.11853
225.01889,122.22871,132.96264,6.5460341,-145.31842,96.625172,128.12492
225.01979,122.18971,132.96919,6.5340622,-144.84888,96.586213,128.1313
225.02069,122.15072,132.97577,6.5225374,-144.37791,96.547268,128.13772
225.02159,122.11172,132.98234,6.5114629,-143.90533,96.508307,128.14413
225.02257,122.06976,132.98948,6.500011,-143.39351,96.466384,128.15111
225.02347,122.0308,132.99611,6.4898713,-142.91834,96.42746,128.15758
225.02437,121.99183,133.00274,6.4801843,-142.44183,96.388534,128.16406
225.02528,121.9529,133.00941,6.4709298,-141.96283,96.349631,128.1706
225.02618,121.91397,133.0161,6.4621615,-141.48416,96.310735,128.17713
225.02708,121.87505,133.0228,6.4538447,-141.00453,96.271858,128.18369
225.02798,121.83612,133.02951,6.4459858,-140.52367,96.232958,128.19025
225.02888,121.79722,133.03624,6.4385896,-140.04214,96.194097,128.19685
225.02979,121.75834,133.043,6.4316318,-139.5583,96.155244,128.20348
225.03076,121.71647,133.05029,6.4246745,-139.03783,96.113412,128.21062
225.03166,121.67759,133.05707,6.4186898,-138.55377,96.074561,128.21727
225.03256,121.63872,133.06388,6.4131782,-138.06914,96.035728,128.22395
225.03348,121.59988,133.0707,6.4080965,-137.58106,95.996908,128.23067
225.03438,121.58586,133.07799,6.3899215,-137.32541,95.983991,128.23062
225.03528,121.57323,133.08529,6.3711169,-137.08135,95.972518,128.23017
225.03618,121.56059,133.09259,6.3524309,-136.83598,95.961044,128.22974
225.03708,121.54799,133.09992,6.3338668,-136.5896,95.949603,128.22932
225.03798,121.53535,133.10721,6.3154157,-136.34172,95.938137,128.22887
225.0389,121.52275,133.11453,6.2970647,-136.0898,95.926699,128.22847
225.03986,121.50913,133.1224,6.2774668,-135.82136,95.914352,128.22799
225.04077,121.49653,133.12971,6.2593843,-135.56828,95.90292,128.22757
225.04167,121.4839,133.13701,6.2414242,-135.31525,95.891472,128.22713
225.04257,121.47128,133.14432,6.22359,-135.06101,95.880036,128.2267
225.04347,121.45867,133.15164,6.205884,-134.80553,95.868609,128.22628
225.04437,121.44605,133.15894,6.1882892,-134.54869,95.857174,128.22584
225.04527,121.43342,133.16625,6.1708305,-134.29057,95.845742,128.2254
225.04617,121.42083,133.17358,6.1534912,-134.03141,95.834342,128.22498
225.04709,121.4082,133.18088,6.1362776,-133.76759,95.822902,128.22457
225.04805,121.39463,133.18876,6.1178881,-133.48701,95.810625,128.2241
225.04897,121.38202,133.19606,6.1009476,-133.22063,95.799203,128.22368
225.04987,121.36941,133.20336,6.0841342,-132.95606,95.787793,128.22324
225.05077,121.38486,133.19791,6.0695532,-132.96649,95.803995,128.21186
225.05167,121.41612,133.18525,6.0562133,-133.13302,95.835747,128.19429
225.05257,121.44737,133.17258,6.0429271,-133.30028,95.867486,128.1767
225.05347,121.47864,133.15992,6.0296983,-133.46858,95.899247,128.15914
225.05438,121.50993,133.14728,6.0165131,-133.63638,95.931027,128.1416
225.05528,121.54119,133.13462,6.0033844,-133.80626,95.962776,128.12402
225.05618,121.5725,133.12199,5.9903137,-133.97745,95.994576,128.10648
225.05716,121.60623,133.1084,5.9762919,-134.16115,96.028825,128.08761
225.05806,121.63753,133.09575,5.963327,-134.33406,96.060617,128.07005
225.05896,121.66885,133.08314,5.9504216,-134.50802,96.092433,128.05253
225.05986,121.70018,133.07052,5.937571,-134.68291,96.124255,128.03499
225.06076,121.73153,133.05793,5.9247789,-134.85882,96.156094,128.01749
225.06166,121.76285,133.0453,5.9120349,-135.03532,96.187903,127.99994
225.06258,121.79421,133.03271,5.8993506,-135.20999,96.219751,127.98246
225.06348,121.82557,133.02012,5.8867212,-135.38862,96.251604,127.96495
225.06438,121.85695,133.00754,5.8741541,-135.56826,96.28347,127.94745
225.06535,121.89074,132.994,5.8606871,-135.76257,96.317788,127.92861
225.06625,121.92212,132.98142,5.8482471,-135.94412,96.349664,127.91112
225.06715,121.94494,132.96429,5.8469488,-136.04229,96.372036,127.89476
225.06805,121.95051,132.938,5.8680161,-135.97183,96.375294,127.88071
225.06895,121.95608,132.9117,5.8890844,-135.90211,96.37855,127.86665
225.06985,121.96165,132.8854,5.9101674,-135.83308,96.381802,127.85259
225.07077,121.9672,132.85909,5.9312498,-135.76173,96.385046,127.83854
225.07167,121.97275,132.83278,5.952352,-135.69415,96.388293,127.82448
225.07257,121.97829,132.80646,5.9734652,-135.62731,96.391542,127.8104
225.07347,121.98382,132.78015,5.9945871,-135.56112,96.394784,127.79633
225.07445,121.98977,132.7518,6.0173301,-135.48904,96.398277,127.78118
225.07535,121.99527,132.72547,6.0384724,-135.42422,96.401507,127.76709
225.07625,122.00079,132.69914,6.059618,-135.36023,96.404753,127.753
225.07715,122.00628,132.6728,6.0807718,-135.29674,96.407979,127.7389
225.07805,122.01178,132.64646,6.1019383,-135.23407,96.411221,127.72481
225.07896,122.01724,132.62011,6.123101,-135.17035,96.414431,127.71071
225.07986,122.02272,132.59376,6.1442736,-135.1089,96.417659,127.6966
225.08076,122.02819,132.56741,6.1654648,-135.04808,96.420884,127.68249
225.08167,122.03364,132.54105,6.1866489,-134.98644,96.424104,127.66839
225.08264,122.03949,132.51265,6.2094863,-134.92199,96.427547,127.65318
225.08354,122.04465,132.48698,6.2305047,-134.85989,96.430504,127.63965
225.08444,122.03785,132.48932,6.2440633,-134.66284,96.422231,127.6501
225.08534,122.03106,132.49166,6.2576991,-134.46675,96.413958,127.66056
225.08624,122.02428,132.49401,6.2714039,-134.27181,96.405709,127.67104
225.08716,122.01751,132.49635,6.2851779,-134.07502,96.397454,127.68152
225.08806,122.01073,132.4987,6.299027,-133.88198,96.389201,127.69199
225.08896,122.00392,132.50103,6.3129498,-133.68974,96.38093,127.70246
225.08986,121.99714,132.50338,6.3269476,-133.49868,96.372684,127.71293
225.09076,121.99036,132.50573,6.3410111,-133.30856,96.364439,127.72342
225.09174,121.98307,132.50826,6.3562342,-133.10346,96.355566,127.73473
225.09264,121.97627,132.51059,6.3704437,-132.91521,96.347306,127.74519
225.09354,121.9695,132.51294,6.3847204,-132.72808,96.33907,127.75568
225.09445,121.96272,132.51529,6.3990647,-132.54049,96.330829,127.76619
225.09535,121.95594,132.51765,6.4134854,-132.35533,96.322601,127.77669
225.09625,121.94915,132.51998,6.4279649,-132.17095,96.314356,127.78718
225.09715,121.94236,132.52233,6.4425106,-131.98749,96.306111,127.79767
225.09805,121.9356,132.52468,6.4571187,-131.80521,96.297895,127.80817
225.09895,121.9288,132.52701,6.4717935,-131.62359,96.289647,127.81867
225.09993,121.92151,132.52955,6.4876784,-131.42786,96.280797,127.83
225.10083,121.91035,132.53445,6.4966131,-131.2055,96.268733,127.83982
225.10173,121.89745,132.54033,6.5033228,-130.96673,96.255135,127.84934
225.10265,121.88455,132.54623,6.5101597,-130.72594,96.241539,127.8589
225.10355,121.87167,132.55212,6.5170936,-130.48855,96.227956,127.86844
225.10445,121.85878,132.55802,6.5241352,-130.25178,96.214372,127.87798
225.10535,121.84589,132.56391,6.5312947,-130.0157,96.200792,127.88753
225.10625,121.83296,132.5698,6.5385603,-129.77992,96.187172,127.89706
225.10715,121.82008,132.57569,6.5459404,-129.54519,96.173596,127.90661
225.10806,121.80719,132.58159,6.5534317,-129.30968,96.160007,127.91617
225.10902,121.79331,132.58794,6.5616034,-129.0595,96.145384,127.92645
225.10992,121.78043,132.59385,6.5693114,-128.82679,96.131809,127.93602
225.11084,121.76755,132.59974,6.577151,-128.59207,96.118219,127.9456
225.11174,121.75467,132.60564,6.5850744,-128.3608,96.10465,127.95516
225.11264,121.74179,132.61154,6.5931017,-128.13008,96.091069,127.96474
225.11354,121.72891,132.61745,6.6012408,-127.90018,96.0775,127.97431
225.11444,121.71603,132.62335,6.6094765,-127.6709,96.063924,127.98389
225.11534,121.70316,132.62926,6.6178199,-127.44238,96.050356,127.99347
225.11626,121.69027,132.63515,6.6262958,-127.21186,96.036768,128.00307
225.11722,121.68748,132.64693,6.6256969,-127.04946,96.03384,128.01464
225.11812,121.70171,132.66612,6.6103116,-127.02073,96.048854,128.02734
225.11903,121.71595,132.6853,6.5949354,-126.99081,96.063872,128.04003
225.11993,121.73016,132.7045,6.5795431,-126.96208,96.078874,128.05273
225.12083,121.74436,132.72372,6.5641544,-126.93332,96.093867,128.06543
225.12173,121.75857,132.74294,6.5487648,-126.90471,96.108872,128.07815
225.12263,121.77275,132.76216,6.5333799,-126.87591,96.123846,128.09086
225.12354,121.78694,132.7814,6.5180049,-126.8459,96.138824,128.10359
225.12445,121.80111,132.80064,6.5026285,-126.81584,96.15379,128.11632
225.12535,121.81527,132.8199,6.4872391,-126.78704,96.168748,128.12906
225.12631,121.8305,132.84064,6.4706499,-126.75723,96.184852,128.14275
225.12723,121.84465,132.85991,6.4552937,-126.72581,96.19979,128.15552
225.12813,121.85879,132.87919,6.4399038,-126.69706,96.214736,128.16827
225.12903,121.87291,132.89848,6.4245162,-126.66828,96.22967,128.18102
225.12993,121.88703,132.91778,6.4091237,-126.63945,96.244595,128.19377
225.13083,121.90115,132.9371,6.3937338,-126.61071,96.259524,128.20655
225.13173,121.91522,132.9564,6.3783491,-126.58162,96.274405,128.2193
225.13264,121.92931,132.97571,6.3629752,-126.55149,96.289309,128.23208
225.13354,121.94335,132.99475,6.34779,-126.52278,96.30415,128.24466
225.13452,121.95673,133.00192,6.3402839,-126.49718,96.317673,128.24936
225.13542,121.96914,133.00859,6.3332943,-126.47477,96.330227,128.25371
225.13632,121.98156,133.01527,6.3263085,-126.45251,96.342787,128.25808
225.13722,121.99397,133.02195,6.3193235,-126.43029,96.355341,128.26244
225.13812,122.00637,133.02863,6.312332,-126.40799,96.367877,128.2668
225.13902,122.01877,133.03532,6.3053476,-126.38592,96.380427,128.27117
225.13992,122.03118,133.04201,6.2983494,-126.36393,96.392978,128.27553
225.14084,122.04359,133.0487,6.2913966,-126.33944,96.405523,128.27992
225.14174,122.05601,133.05541,6.2844054,-126.31775,96.418086,128.2843
225.14264,122.06838,133.0621,6.2774109,-126.29576,96.430605,128.28866
225.14362,122.08175,133.06933,6.2698948,-126.27115,96.444126,128.29339
225.14452,122.09414,133.07603,6.262908,-126.24948,96.456657,128.29777
225.14542,122.10655,133.08276,6.2559077,-126.22807,96.46921,128.30215
225.14632,122.11895,133.08949,6.2489132,-126.20675,96.481761,128.30655
225.14722,122.13133,133.0962,6.2419231,-126.18527,96.494282,128.31093
225.14813,122.14372,133.10293,6.2349346,-126.16273,96.506822,128.31533
225.14903,122.15612,133.10968,6.2279405,-126.14167,96.51937,128.31973
225.14993,122.16852,133.11641,6.2209434,-126.12068,96.531916,128.32412
225.15083,122.15993,133.10211,6.2391286,-125.95559,96.521737,128.31881
225.15181,122.14172,133.07773,6.2695644,-125.71716,96.501093,128.30895
225.15271,122.1248,133.05512,6.2979027,-125.49922,96.481917,128.29979
225.15361,122.10786,133.03251,6.3263311,-125.28333,96.46273,128.29063
225.15451,122.09092,133.00991,6.3548436,-125.06957,96.443546,128.28147
225.15541,122.07396,132.98734,6.383445,-124.85781,96.424352,128.27233
225.15633,122.05702,132.96479,6.4121645,-124.64576,96.405171,128.26322
225.15723,122.04002,132.94223,6.440937,-124.43795,96.385954,128.25407
225.15813,122.02305,132.91969,6.4697854,-124.23239,96.366764,128.24494
225.15903,122.00604,132.89715,6.49872,-124.02862,96.347547,128.23579
225.15993,121.98902,132.87465,6.5277288,-123.82678,96.328327,128.22666
225.1609,121.97068,132.85041,6.5590566,-123.61153,96.307629,128.21683
225.1618,121.95364,132.82793,6.5882359,-123.41366,96.288398,128.20772
225.1627,121.93658,132.80545,6.6174771,-123.21765,96.269161,128.19858
225.1636,121.91951,132.78298,6.6468002,-123.02356,96.249925,128.18946
225.16452,121.90246,132.76055,6.6762436,-122.82904,96.230695,128.18038
225.16542,121.88537,132.73811,6.7057124,-122.63859,96.211447,128.17127
225.16632,121.86826,132.71569,6.7352531,-122.44989,96.192191,128.16217
225.16722,121.866,132.70117,6.7493999,-122.35738,96.188687,128.15464
225.16812,121.88521,132.69809,6.7412035,-122.40202,96.20797,128.14944
225.1691,121.9059,132.69478,6.7324044,-122.44908,96.228736,128.14386
225.17,121.92511,132.6917,6.7242102,-122.49417,96.248019,128.13865
225.1709,121.94433,132.68863,6.7160161,-122.53961,96.267319,128.13346
225.1718,121.96353,132.68557,6.7078274,-122.58507,96.286596,128.12826
225.17271,121.98277,132.68251,6.6996553,-122.62986,96.305905,128.12308
225.17361,122.00199,132.67947,6.6914692,-122.67592,96.325202,128.1179
225.17451,122.02121,132.6764,6.6832831,-122.72223,96.3445,128.1127
225.17542,122.04045,132.67336,6.6751216,-122.76767,96.363808,128.10754
225.17632,122.05968,132.67033,6.6669373,-122.81453,96.383121,128.10236
225.17729,122.0804,132.66706,6.6581287,-122.86514,96.403919,128.09679
225.17819,122.09964,132.66402,6.6499409,-122.91252,96.423241,128.09161
225.1791,122.11886,132.66099,6.6417909,-122.95874,96.442535,128.08645
225.18,122.13809,132.65796,6.6336126,-123.00644,96.46184,128.08126
225.18091,122.15734,132.65494,6.6254643,-123.05338,96.481166,128.07611
225.18181,122.1766,132.65193,6.6172908,-123.10178,96.500503,128.07096
225.18271,122.19585,132.64893,6.6091166,-123.15037,96.519835,128.0658
225.18361,122.21248,132.64648,6.5989493,-123.17256,96.536766,128.05982
225.18451,122.20601,132.6492,6.5710192,-122.95924,96.532617,128.04673
225.18541,122.19954,132.6519,6.5431811,-122.74422,96.528484,128.03362
225.18639,122.19256,132.65481,6.5133349,-122.50913,96.524013,128.01951
225.18729,122.18608,132.65751,6.4856837,-122.29021,96.519885,128.00639
225.1882,122.17961,132.66023,6.4581558,-122.06835,96.515773,127.99329
225.1891,122.17315,132.66293,6.4306944,-121.84588,96.511679,127.98017
225.19,122.16668,132.66564,6.4033263,-121.62148,96.507589,127.96704
225.1909,122.16021,132.66835,6.3760565,-121.39518,96.503506,127.95392
225.1918,122.15374,132.67106,6.3488861,-121.16698,96.499433,127.94079
225.1927,122.14725,132.67375,6.321819,-120.9367,96.49535,127.92764
225.1936,122.14078,132.67646,6.294848,-120.70468,96.4913,127.9145
225.19458,122.1338,132.67937,6.2659481,-120.45121,96.486936,127.90035
225.19548,122.12734,132.68209,6.2391885,-120.21514,96.482912,127.88721
225.1964,122.12086,132.68479,6.2126029,-119.97451,96.478876,127.87409
225.1973,122.1144,132.68749,6.1860605,-119.73444,96.474868,127.86093
225.1982,122.10792,132.69021,6.1596279,-119.49218,96.470855,127.84778
225.1991,122.10146,132.69292,6.1332937,-119.24809,96.466876,127.83462
225.2,122.095,132.69564,6.1070753,-119.00186,96.4629,127.82147
225.2009,122.08285,132.71401,6.0887589,-118.70228,96.452735,127.82727
225.20181,122.06925,132.7365,6.0726732,-118.38678,96.440981,127.83806
225.20271,122.05564,132.75898,6.0567279,-118.07099,96.429225,127.84883
225.20367,122.041,132.78317,6.0397255,-117.73064,96.41659,127.86043
225.20459,122.02737,132.80563,6.0242263,-117.40922,96.404815,127.87122
225.20549,122.01376,132.82808,6.0088334,-117.08905,96.393071,127.88199
225.20639,122.00015,132.85054,5.9936154,-116.76752,96.381338,127.89278
225.20729,121.98652,132.87298,5.9785947,-116.44437,96.369581,127.90356
225.20819,121.97291,132.89542,5.9637502,-116.12,96.357847,127.91434
225.20909,121.95929,132.91785,5.9490807,-115.7942,96.346117,127.92513
225.21,121.94565,132.94028,5.9346517,-115.46555,96.334359,127.93592
225.2109,121.93203,132.9627,5.9203528,-115.137,96.322636,127.9467
225.21187,121.91736,132.98685,5.9051851,-114.78154,96.310006,127.95834
225.21278,121.90374,133.00926,5.8913206,-114.44892,96.298283,127.96913
225.21368,121.89011,133.03168,5.8776122,-114.11613,96.286559,127.97994
225.21458,121.87646,133.05407,5.8640958,-113.78186,96.27482,127.99072
225.21548,121.86284,133.07648,5.8507653,-113.44652,96.263112,128.00153
225.21638,121.8492,133.09887,5.8376342,-113.10975,96.251392,128.01233
225.21729,121.83069,133.11241,5.8465885,-112.80924,96.232895,128.02548
225.2182,121.80701,133.11659,5.87883,-112.55146,96.207203,128.04113
225.2191,121.78333,133.12076,5.9111425,-112.29772,96.18151,128.05675
225.22,121.75967,133.12495,5.9435605,-112.04698,96.155843,128.07241
225.22098,121.73419,133.12947,5.978649,-111.77882,96.128203,128.08929
225.22188,121.71054,133.13367,6.0112919,-111.53388,96.10255,128.10496
225.22278,121.68689,133.13788,6.04404,-111.29168,96.076903,128.12065
225.22368,121.66324,133.1421,6.0768937,-111.05217,96.051263,128.13634
225.22458,121.6396,133.14632,6.1098504,-110.81533,96.025628,128.15205
225.22548,121.61596,133.15055,6.1429029,-110.58112,96.000003,128.16776
225.2264,121.59233,133.15479,6.1761539,-110.3472,95.974373,128.18351
225.2273,121.56867,133.15902,6.2094197,-110.11799,95.948737,128.19923
225.2282,121.54506,133.16326,6.2427598,-109.89156,95.92314,128.21497
225.22917,121.51962,133.16784,6.2787755,-109.65026,95.895568,128.23194
225.23007,121.49599,133.17211,6.3123189,-109.42875,95.869962,128.24771
225.23097,121.47237,133.17637,6.345944,-109.20973,95.844372,128.26347
225.23187,121.44877,133.18066,6.3796521,-108.99318,95.818801,128.27928
225.23277,121.42516,133.18493,6.4134522,-108.77895,95.793229,128.29507
225.23367,121.40957,133.18978,6.4405748,-108.61685,95.775929,128.30964
225.23459,121.431,133.19722,6.4365696,-108.68412,95.796846,128.31855
225.23549,121.45243,133.20468,6.432464,-108.75368,95.81777,128.32746
225.23639,121.47389,133.21216,6.4283562,-108.8236,95.838716,128.33638
225.23729,121.49533,133.21963,6.4242553,-108.89357,95.859648,128.3453
225.23827,121.51839,133.22769,6.4199135,-108.9678,95.882162,128.35491
225.23917,121.53984,133.2352,6.4158221,-109.03823,95.903105,128.36386
225.24007,121.56127,133.24272,6.4117407,-109.10864,95.924025,128.37281
225.24097,121.5827,133.25023,6.4076697,-109.17929,95.944948,128.38176
225.24188,121.60412,133.25776,6.4036494,-109.24897,95.965863,128.39073
225.24278,121.62555,133.26531,6.3995918,-109.31992,95.986781,128.39971
225.24368,121.647,133.27288,6.3955257,-109.39125,96.007726,128.40871
225.24458,121.66842,133.28044,6.3914748,-109.46257,96.028647,128.41769
225.24548,121.68984,133.28802,6.3874334,-109.534,96.04956,128.4267
225.24646,121.71291,133.29619,6.3831373,-109.6101,96.072091,128.43641
225.24736,121.73433,133.30379,6.3791029,-109.68189,96.093005,128.44543
225.24826,121.75574,133.3114,6.3750811,-109.75387,96.113918,128.45446
225.24916,121.77716,133.31903,6.3710622,-109.82602,96.13483,128.4635
225.25008,121.7986,133.32667,6.3671399,-109.89648,96.155767,128.47258
225.25098,121.82894,133.31284,6.3623883,-110.07442,96.185267,128.46195
225.25188,121.86065,133.29581,6.3575721,-110.26878,96.216084,128.44839
225.25278,121.89233,133.27878,6.3528374,-110.46334,96.246877,128.43484
225.25368,121.92406,133.26177,6.3481506,-110.65864,96.277713,128.42131
225.25458,121.95578,133.24474,6.3435379,-110.85422,96.308533,128.40777
225.25555,121.98995,133.22641,6.3386455,-111.06543,96.34175,128.39321
225.25645,122.02171,133.20941,6.3341601,-111.26217,96.372614,128.37971
225.25735,122.05343,133.19238,6.3297533,-111.45901,96.403442,128.36618
225.25827,122.0852,133.17537,6.3254999,-111.65449,96.43431,128.35271
225.25917,122.11695,133.15835,6.3212271,-111.85237,96.465168,128.33921
225.26007,122.14873,133.14135,6.31701,-112.05084,96.496057,128.32574
225.26097,122.18052,133.12436,6.312871,-112.24976,96.526951,128.31228
225.26187,122.21229,133.10734,6.3087982,-112.4489,96.55783,128.2988
225.26277,122.2441,133.09034,6.3047937,-112.64874,96.588744,128.28534
225.26375,122.27833,133.07204,6.3006062,-112.86296,96.62201,128.27087
225.26465,122.31015,133.05505,6.2967468,-113.06357,96.65293,128.25744
225.26555,122.34199,133.03806,6.2929511,-113.26477,96.683877,128.24401
225.26646,122.37381,133.02106,6.2892727,-113.46506,96.714799,128.23059
225.26736,122.37182,132.9955,6.306957,-113.41972,96.711314,128.21337
225.26826,122.3435,132.96332,6.3413412,-113.18429,96.681042,128.19322
225.26917,122.31517,132.93116,6.3758649,-112.95048,96.65076,128.17309
225.27007,122.28679,132.89903,6.4104503,-112.72013,96.620447,128.15294
225.27097,122.25841,132.86695,6.4451386,-112.49244,96.59013,128.13282
225.27188,122.22999,132.83488,6.4799657,-112.26614,96.559787,128.11271
225.27284,122.19935,132.8004,6.5174979,-112.02716,96.527086,128.09106
225.27374,122.17088,132.76841,6.5524886,-111.80694,96.496705,128.07096
225.27466,122.14238,132.73645,6.5876641,-111.58711,96.466302,128.0509
225.27556,122.11386,132.70453,6.6228355,-111.37159,96.435883,128.03082
225.27646,122.0853,132.67262,6.6581087,-111.15834,96.405436,128.01075
225.27736,122.05673,132.64076,6.6934684,-110.94748,96.374983,127.9907
225.27826,122.02813,132.60893,6.7289084,-110.73884,96.344512,127.97065
225.27916,121.99951,132.57713,6.7644339,-110.53245,96.314025,127.95061
225.28008,121.97086,132.54538,6.8001484,-110.32637,96.283515,127.93062
225.28104,121.93998,132.5112,6.8385525,-110.10972,96.250636,127.90904
225.28195,121.91127,132.4795,6.8743887,-109.90898,96.220081,127.88904
225.28285,121.88255,132.44784,6.9102598,-109.71143,96.189525,127.86905
225.28375,121.86259,132.4349,6.9252223,-109.49894,96.169225,127.85787
225.28465,121.86835,132.47663,6.8789135,-109.23607,96.179039,127.87245
225.28555,121.87411,132.51838,6.8327319,-108.97003,96.188871,127.88704
225.28645,121.87979,132.5601,6.7866989,-108.70023,96.198651,127.9016
225.28735,121.88548,132.60187,6.7407929,-108.42733,96.208473,127.91621
225.28827,121.89111,132.6436,6.6951514,-108.14874,96.218242,127.93081
225.28917,121.89674,132.68535,6.64953,-107.86864,96.228044,127.9454
225.29015,121.90275,132.73031,6.6006282,-107.56184,96.238582,127.96112
225.29105,121.90831,132.77207,6.5553219,-107.27407,96.248368,127.97571
