# RA, Dec, Time, Ch0, Ch1, Ch2, Ch3, Ch4, Ch5, Ch6, Ch7, Total
277.000000,102.000000,245.905396,117.000000,182.000000,286.000000,416.000000,412.000000,432.000000,432.000000,1484.000000,8172.125900
277.000000,102.000000,245.907608,121.000000,190.000000,311.000000,429.000000,381.000000,406.000000,454.000000,1470.000000,8134.095900
277.000000,102.000000,245.909882,110.000000,183.000000,306.000000,409.000000,368.000000,421.000000,419.000000,1482.000000,8028.035900
277.000000,102.000000,245.912079,111.000000,179.000000,336.000000,418.000000,409.000000,420.000000,422.000000,1548.000000,8377.595900
277.000000,102.000000,245.934265,171.000000,188.000000,343.000000,400.000000,384.000000,473.000000,403.000000,1472.000000,8207.575900
277.000000,102.000000,245.936478,112.000000,170.000000,310.000000,388.000000,404.000000,426.000000,394.000000,1471.000000,7969.845900
277.000000,102.000000,245.938751,136.000000,202.000000,314.000000,408.000000,402.000000,434.000000,399.000000,1500.000000,8187.365900
277.000000,102.000000,245.940948,123.000000,185.000000,323.000000,397.000000,398.000000,452.000000,417.000000,1455.000000,8090.265900
277.000000,102.000000,245.943161,118.000000,195.000000,309.000000,324.000000,385.000000,437.000000,397.000000,1463.000000,7860.865900
277.000000,102.000000,245.945358,129.000000,220.000000,285.000000,371.000000,419.000000,429.000000,409.000000,1431.000000,7930.855900
277.000000,102.000000,245.947571,134.000000,195.000000,303.000000,416.000000,431.000000,417.000000,418.000000,1404.000000,7947.165900
277.000000,102.000000,245.949844,118.000000,186.000000,295.000000,422.000000,399.000000,502.000000,379.000000,1471.000000,8158.945900
277.000000,102.000000,245.952057,135.000000,200.000000,336.000000,406.000000,392.000000,462.000000,412.000000,1470.000000,8197.765900
277.000000,102.000000,245.954254,137.000000,204.000000,321.000000,379.000000,422.000000,477.000000,416.000000,1491.000000,8307.085900
277.000000,102.000000,245.956451,130.000000,185.000000,338.000000,432.000000,388.000000,442.000000,412.000000,1572.000000,8485.565900
277.000000,102.000000,245.958740,110.000000,168.000000,315.000000,418.000000,421.000000,501.000000,416.000000,1516.000000,8430.985900
277.000000,102.000000,245.960938,116.000000,196.000000,324.000000,408.000000,389.000000,504.000000,442.000000,1582.000000,8678.535900
277.000000,102.000000,245.963135,137.000000,193.000000,338.000000,431.000000,404.000000,451.000000,461.000000,1606.000000,8786.035900
277.000000,102.000000,245.965347,139.000000,187.000000,349.000000,440.000000,385.000000,488.000000,444.000000,1620.000000,8858.545900
277.000000,102.000000,245.987610,138.000000,204.000000,323.000000,397.000000,427.000000,484.000000,411.000000,1441.000000,8200.875900
277.000000,102.000000,245.989807,129.000000,196.000000,341.000000,416.000000,426.000000,419.000000,405.000000,1496.000000,8244.735900
277.000000,102.000000,245.992020,120.000000,174.000000,324.000000,418.000000,445.000000,458.000000,390.000000,1480.000000,8230.355900
277.000000,102.000000,245.994217,122.000000,206.000000,294.000000,378.000000,428.000000,450.000000,418.000000,1539.000000,8358.705900
277.000000,102.000000,245.996429,111.000000,198.000000,320.000000,404.000000,410.000000,487.000000,444.000000,1479.000000,8353.105900
277.000000,102.000000,245.998703,134.000000,184.000000,328.000000,376.000000,425.000000,465.000000,417.000000,1488.000000,8257.295900
277.000000,102.000000,246.000900,121.000000,180.000000,313.000000,382.000000,431.000000,450.000000,436.000000,1529.000000,8383.625900
277.000000,102.000000,246.003113,141.000000,189.000000,325.000000,416.000000,398.000000,449.000000,405.000000,1520.000000,8310.675900
277.000000,102.000000,246.005310,100.000000,194.000000,308.000000,395.000000,403.000000,464.000000,394.000000,1439.000000,7983.625900
277.000000,102.000000,246.007584,102.000000,191.000000,300.000000,372.000000,397.000000,467.000000,364.000000,1488.000000,7998.595900
277.000000,102.000000,246.009796,118.000000,187.000000,292.000000,395.000000,430.000000,473.000000,418.000000,1492.000000,8271.295900
277.000000,102.000000,246.011993,142.000000,177.000000,315.000000,397.000000,367.000000,442.000000,390.000000,1437.000000,7873.575900
277.000000,102.000000,246.014206,121.000000,190.000000,292.000000,385.000000,395.000000,449.000000,390.000000,1392.000000,7749.805900
277.000000,102.000000,246.036392,116.000000,184.000000,331.000000,394.000000,365.000000,452.000000,385.000000,1402.000000,7773.985900
277.000000,102.000000,246.038666,108.000000,189.000000,342.000000,373.000000,378.000000,434.000000,431.000000,1559.000000,8343.075900
277.000000,102.000000,246.040863,131.000000,214.000000,337.000000,427.000000,461.000000,428.000000,435.000000,1524.000000,8538.655900
277.000000,102.000000,246.043076,135.000000,188.000000,305.000000,436.000000,408.000000,486.000000,420.000000,1524.000000,8467.835900
277.000000,102.000000,246.045273,102.000000,202.000000,365.000000,430.000000,462.000000,400.000000,422.000000,1574.000000,8602.535900
277.000000,102.000000,246.047546,143.000000,203.000000,345.000000,450.000000,398.000000,500.000000,434.000000,1548.000000,8698.015900
277.000000,102.000000,246.049759,119.000000,217.000000,332.000000,439.000000,423.000000,488.000000,428.000000,1595.000000,8808.345900
277.000000,102.000000,246.051956,121.000000,194.000000,331.000000,454.000000,455.000000,478.000000,419.000000,1498.000000,8526.105900
277.000000,102.000000,246.054169,125.000000,202.000000,348.000000,435.000000,408.000000,483.000000,376.000000,1600.000000,8650.195900
277.000000,102.000000,246.056366,109.000000,211.000000,347.000000,446.000000,386.000000,469.000000,394.000000,1571.000000,8543.535900
277.000000,102.000000,246.058640,130.000000,198.000000,304.000000,438.000000,411.000000,506.000000,405.000000,1557.000000,8593.035900
277.000000,102.000000,246.060852,133.000000,194.000000,333.000000,387.000000,406.000000,458.000000,427.000000,1536.000000,8414.305900
277.000000,102.000000,246.085251,139.000000,209.000000,333.000000,424.000000,432.000000,414.000000,470.000000,1465.000000,8345.075900
272.000000,102.000000,245.967560,128.000000,175.000000,314.000000,428.000000,397.000000,475.000000,437.000000,1629.000000,8766.875900
272.000000,102.000000,245.969833,118.000000,186.000000,347.000000,431.000000,396.000000,464.000000,412.000000,1557.000000,8508.185900
272.000000,102.000000,245.972031,142.000000,205.000000,293.000000,411.000000,396.000000,438.000000,448.000000,1546.000000,8438.085900
272.000000,102.000000,245.974243,118.000000,214.000000,319.000000,424.000000,400.000000,445.000000,418.000000,1554.000000,8458.795900
272.000000,102.000000,245.976440,145.000000,213.000000,327.000000,464.000000,425.000000,467.000000,459.000000,1481.000000,8546.105900
272.000000,102.000000,245.978714,136.000000,197.000000,369.000000,393.000000,431.000000,461.000000,402.000000,1523.000000,8436.155900
272.000000,102.000000,245.980927,127.000000,190.000000,298.000000,396.000000,416.000000,442.000000,383.000000,1504.000000,8138.965900
272.000000,102.000000,245.983124,115.000000,180.000000,324.000000,440.000000,382.000000,484.000000,404.000000,1498.000000,8294.805900
272.000000,102.000000,245.985336,119.000000,195.000000,315.000000,427.000000,396.000000,485.000000,405.000000,1465.000000,8211.625900
272.000000,102.000000,246.063049,151.000000,209.000000,329.000000,394.000000,390.000000,431.000000,423.000000,1480.000000,8175.215900
272.000000,102.000000,246.065262,120.000000,196.000000,343.000000,415.000000,402.000000,437.000000,443.000000,1389.000000,7997.445900
272.000000,102.000000,246.067535,119.000000,187.000000,345.000000,433.000000,418.000000,465.000000,424.000000,1567.000000,8620.485900
272.000000,102.000000,246.069733,118.000000,211.000000,327.000000,432.000000,398.000000,433.000000,420.000000,1439.000000,8097.615900
272.000000,102.000000,246.071945,113.000000,222.000000,353.000000,423.000000,408.000000,459.000000,441.000000,1480.000000,8390.565900
272.000000,102.000000,246.074142,123.000000,202.000000,312.000000,440.000000,389.000000,448.000000,420.000000,1500.000000,8289.195900
272.000000,102.000000,246.076355,110.000000,213.000000,308.000000,434.000000,391.000000,456.000000,404.000000,1458.000000,8125.035900
272.000000,102.000000,246.078629,125.000000,202.000000,327.000000,440.000000,409.000000,488.000000,445.000000,1533.000000,8613.845900
272.000000,102.000000,246.080826,118.000000,197.000000,297.000000,400.000000,413.000000,448.000000,455.000000,1547.000000,8472.945900
272.000000,102.000000,246.083038,131.000000,193.000000,302.000000,444.000000,415.000000,442.000000,404.000000,1403.000000,7975.355900
272.000000,102.000000,246.134094,121.000000,191.000000,301.000000,367.000000,401.000000,447.000000,443.000000,1464.000000,8101.195900
272.000000,102.000000,246.136368,105.000000,205.000000,282.000000,400.000000,403.000000,453.000000,390.000000,1438.000000,7933.135900
272.000000,102.000000,274.141907,115.000000,165.000000,311.000000,379.000000,371.000000,436.000000,426.000000,1511.000000,8115.095900
272.000000,102.000000,274.144104,103.000000,145.000000,273.000000,370.000000,351.000000,392.000000,348.000000,1350.000000,7164.865900
272.000000,102.000000,274.146332, 93.000000,118.000000,216.000000,296.000000,300.000000,351.000000,330.000000,1209.000000,6228.285900
272.000000,102.000000,274.148590,104.000000,125.000000,196.000000,264.000000,271.000000,309.000000,295.000000,1114.000000,5619.055900
272.000000,102.000000,279.861603,767.000000,1015.000000,992.000000,702.000000,469.000000,365.000000,259.000000,543.000000,15717.551800
272.000000,102.000000,279.863800,704.000000,888.000000,809.000000,595.000000,414.000000,316.000000,223.000000,477.000000,13349.971800
272.000000,102.000000,280.627625,759.000000,927.000000,900.000000,648.000000,455.000000,374.000000,244.000000,530.000000,14865.431800
272.000000,102.000000,280.629791,662.000000,844.000000,827.000000,595.000000,400.000000,336.000000,241.000000,507.000000,13537.731800
272.000000,102.000000,281.777740,110.000000,169.000000,310.000000,441.000000,405.000000,502.000000,437.000000,1718.000000,9115.485900
272.000000,102.000000,281.779938,136.000000,167.000000,292.000000,380.000000,376.000000,413.000000,406.000000,1544.000000,8117.745900
272.000000,102.000000,282.548248,120.000000,154.000000,270.000000,355.000000,373.000000,418.000000,415.000000,1530.000000,7997.805900
272.000000,102.000000,282.550446, 81.000000,158.000000,248.000000,316.000000,318.000000,379.000000,389.000000,1393.000000,7171.745900
272.000000,102.000000,284.479980,124.000000,199.000000,299.000000,352.000000,360.000000,475.000000,441.000000,1550.000000,8326.495900
272.000000,102.000000,284.482178,131.000000,133.000000,226.000000,343.000000,340.000000,392.000000,347.000000,1245.000000,6709.855900
267.000000,102.000000,246.338379,121.000000,271.000000,417.000000,565.000000,547.000000,614.000000,596.000000,2347.000000,12532.135900
267.000000,102.000000,246.340591,137.000000,254.000000,380.000000,521.000000,545.000000,601.000000,580.000000,2292.000000,12149.465900
267.000000,102.000000,246.342789,124.000000,264.000000,348.000000,510.000000,515.000000,584.000000,549.000000,2218.000000,11672.975900
267.000000,102.000000,274.126343,134.000000,189.000000,336.000000,454.000000,464.000000,555.000000,470.000000,1732.000000,9594.245900
267.000000,102.000000,274.128601,124.000000,203.000000,370.000000,510.000000,499.000000,536.000000,514.000000,1892.000000,10387.135900
267.000000,102.000000,280.616486,1035.000000,1318.000000,1241.000000,979.000000,589.000000,497.000000,350.000000,785.000000,21684.711800
267.000000,102.000000,280.618713,1116.000000,1391.000000,1318.000000,1019.000000,663.000000,610.000000,398.000000,804.000000,23561.211800
267.000000,102.000000,282.537170,157.000000,244.000000,388.000000,556.000000,538.000000,593.000000,556.000000,2120.000000,11600.005900
267.000000,102.000000,282.539368,131.000000,262.000000,413.000000,593.000000,530.000000,726.000000,637.000000,2284.000000,12710.005900
267.000000,102.000000,282.541565,150.000000,261.000000,442.000000,597.000000,619.000000,709.000000,667.000000,2330.000000,13138.585900
267.000000,102.000000,284.468872,135.000000,220.000000,368.000000,484.000000,510.000000,528.000000,577.000000,1891.000000,10533.385900
267.000000,102.000000,284.471069,156.000000,242.000000,440.000000,561.000000,487.000000,615.000000,536.000000,2176.000000,11748.985900
267.000000,102.000000,284.473267,143.000000,261.000000,408.000000,584.000000,590.000000,668.000000,612.000000,2242.000000,12489.865900
267.000000,102.000000,285.634521,121.000000,237.000000,374.000000,497.000000,498.000000,567.000000,540.000000,1900.000000,10569.875900
267.000000,102.000000,285.636810,159.000000,295.000000,409.000000,516.000000,552.000000,648.000000,589.000000,2111.000000,11836.635900
267.000000,102.000000,285.639008,171.000000,239.000000,435.000000,558.000000,514.000000,602.000000,613.000000,2087.000000,11695.935900
267.000000,102.000000,287.581848,798.000000,1060.000000,1028.000000,746.000000,412.000000,410.000000,289.000000,567.000000,16417.851800
267.000000,102.000000,287.584045,936.000000,1091.000000,1105.000000,845.000000,504.000000,432.000000,328.000000,630.000000,18381.891800
267.000000,102.000000,287.586243,879.000000,1098.000000,1105.000000,818.000000,531.000000,462.000000,285.000000,635.000000,18258.611800
267.000000,107.000000,246.345062,135.000000,187.000000,331.000000,438.000000,431.000000,504.000000,454.000000,1925.000000,9928.265900
262.000000,107.000000,246.347275,113.000000,176.000000,272.000000,393.000000,413.000000,449.000000,416.000000,1683.000000,8717.685900
262.000000,107.000000,246.349472,112.000000,166.000000,291.000000,349.000000,374.000000,372.000000,346.000000,1503.000000,7656.945900
262.000000,107.000000,246.351685,106.000000,133.000000,233.000000,303.000000,277.000000,366.000000,339.000000,1417.000000,6950.435900
262.000000,107.000000,246.353882, 89.000000,131.000000,206.000000,314.000000,286.000000,296.000000,287.000000,1319.000000,6329.925900
